tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
"Donde está el ""en todo amar y servir""? En todo amar los dólares y servir a nuestro bolsillo?Donde está el ""nadie se queda sin estudiar"" cuando Cooperación Económica pide millones de bolívares en copias y no flexibiliza para nada y siguen los aumentos y la reducción de las ayudas?","['amar', 'servir', 'amar', 'dólares', 'servir', 'bolsillo', 'nadie', 'queda', 'estudiar', 'cooperación', 'económica', 'pide', 'millones', 'bolívares', 'copias', 'flexibiliza', 'siguen', 'aumentos', 'reducción', 'ayudas']","Where is the ""in everything to love and serve""? In all love the dollars and serve our pocket? Where is the ""nobody is left without studying"" when Economic Cooperation asks for millions of bolivars in copies and does not make it flexible at all and the increases and the reduction of aid continue?","['everything', 'love', 'serve', 'love', 'dollars', 'serve', 'pocket', 'nobody', 'left', 'without', 'studying', 'economic', 'cooperation', 'asks', 'millions', 'bolivars', 'copies', 'make', 'flexible', 'increases', 'reduction', 'aid', 'continue']"
"Por 10$/UC deberían hacer un estudio exhaustivo sobre los profesores y las escuelas y su comportamiento, deberían ofrecer más planes estudiantiles para los paquetes usados por profesores en la universidad, deberíamos empezar a ver donde van esos millones que se pagan.","['uc', 'deberían', 'hacer', 'estudio', 'exhaustivo', 'profesores', 'escuelas', 'comportamiento', 'deberían', 'ofrecer', 'planes', 'estudiantiles', 'paquetes', 'usados', 'profesores', 'universidad', 'deberíamos', 'empezar', 'ver', 'van', 'millones', 'pagan']","For $ 10 / UC they should do an exhaustive study on teachers and schools and their behavior, they should offer more student plans for the packages used by teachers in the university, we should start to see where those millions that are paid go.","['uc', 'exhaustive', 'study', 'teachers', 'schools', 'behavior', 'offer', 'student', 'plans', 'packages', 'used', 'teachers', 'university', 'start', 'see', 'millions', 'paid', 'go']"
"Por 10$/UC deberían representar la excelencia, deberían demostrar que se puede abrir la universidad y mantener un mínimo de condiciones de bioseguridad y ofrecer alternativas a los estudiantes en situaciones extraordinarias de la gasolina.","['uc', 'deberían', 'representar', 'excelencia', 'deberían', 'demostrar', 'puede', 'abrir', 'universidad', 'mantener', 'mínimo', 'condiciones', 'bioseguridad', 'ofrecer', 'alternativas', 'estudiantes', 'situaciones', 'extraordinarias', 'gasolina']","For $ 10 / UC they should represent excellence, they should demonstrate that you can open the university and maintain a minimum of biosafety conditions and offer alternatives to students in extraordinary situations of gasoline.","['uc', 'represent', 'excellence', 'demonstrate', 'open', 'university', 'maintain', 'minimum', 'biosafety', 'conditions', 'offer', 'alternatives', 'students', 'extraordinary', 'situations', 'gasoline']"
Como creen que me siento cuando veo que gente del Tec (MX) o la USP (BR) vive haciendo actividades a cada rato y me dieron una bienvenida super cálida por ser la primera promoción venezolana en el programa y ahora no hacemos nada? Ni captar gente podemos,"['creen', 'siento', 'veo', 'gente', 'tec', 'mx', 'usp', 'br', 'vive', 'haciendo', 'actividades', 'cada', 'rato', 'dieron', 'bienvenida', 'super', 'cálida', 'ser', 'primera', 'promoción', 'venezolana', 'programa', 'ahora', 'hacemos', 'captar', 'gente', 'podemos']",How do you think I feel when I see that people from Tec (MX) or USP (BR) live doing activities all the time and they gave me a super warm welcome for being the first Venezuelan promotion in the program and now we do nothing? We can't even attract people,"['think', 'feel', 'see', 'people', 'tec', 'mx', 'usp', 'br', 'live', 'activities', 'time', 'gave', 'super', 'warm', 'welcome', 'first', 'venezuelan', 'promotion', 'program', 'nothing', 'even', 'attract', 'people']"
Yo por ejemplo soy un Microsoft Student Ambassador. Represento a Microsoft como un tutor internacional ante una universidad que ofrece cursos especializados. Como creen que me siento ahora que luego de 1 año no he podido hacer nada luego de toda la propaganda que hizo mi escuela?,"['ejemplo', 'microsoft', 'student', 'ambassador', 'represento', 'microsoft', 'tutor', 'internacional', 'universidad', 'ofrece', 'cursos', 'especializados', 'creen', 'siento', 'ahora', 'luego', 'año', 'podido', 'hacer', 'luego', 'toda', 'propaganda', 'hizo', 'escuela']",I for example am a Microsoft Student Ambassador. I represent Microsoft as an international tutor to a university offering specialized courses. How do you think I feel now that after 1 year I have not been able to do anything after all the propaganda that my school did?,"['example', 'microsoft', 'student', 'ambassador', 'represent', 'microsoft', 'international', 'tutor', 'university', 'offering', 'specialized', 'courses', 'think', 'feel', 'year', 'able', 'anything', 'propaganda', 'school']"
"Y no solo la vida universitaria ""divertida"", sino también la vida universitaria académica. A mí me llamaron de la Dirección de Materias Comunes porque soy tutor y me preguntaron si estaría dando tutorías y les dije que no, porque no tengo los medios ni las condiciones para.","['solo', 'vida', 'universitaria', 'divertida', 'sino', 'vida', 'universitaria', 'académica', 'llamaron', 'dirección', 'materias', 'comunes', 'tutor', 'preguntaron', 'si', 'dando', 'tutorías', 'dije', 'medios', 'condiciones']","And not just ""fun"" college life, but academic college life as well. They called me from the Directorate of Common Subjects because I am a tutor and they asked me if I would be giving tutorials and I said no, because I do not have the means or the conditions to.","['fun', 'college', 'life', 'academic', 'college', 'life', 'well', 'called', 'directorate', 'common', 'subjects', 'tutor', 'asked', 'would', 'giving', 'tutorials', 'said', 'means', 'conditions']"
Pretenden seguir usando a Mercadeo para promocionar imágenes de una vida universitaria que a este paso no va a existir? Van a caer en usar las imágenes de chamos de libros de inglés o en los dibujos utópicos del Cielo según Atalaya?,"['pretenden', 'seguir', 'usando', 'mercadeo', 'promocionar', 'imágenes', 'vida', 'universitaria', 'paso', 'va', 'existir', 'van', 'caer', 'usar', 'imágenes', 'chamos', 'libros', 'inglés', 'dibujos', 'utópicos', 'cielo', 'según', 'atalaya']",Do you intend to continue using Marketing to promote images of a university life that at this rate will not exist? Are they going to use the images of chamos from English books or the utopian drawings of Heaven according to Atalaya?,"['intend', 'continue', 'using', 'marketing', 'promote', 'images', 'university', 'life', 'rate', 'exist', 'going', 'use', 'images', 'chamos', 'english', 'books', 'utopian', 'drawings', 'heaven', 'according', 'atalaya']"
"La exigencia académica ha aumentado exponencialmente más allá de lo normal, no poseemos recursos, tiempo, ni medios para hacer actividades ni captar gente. Y por lo que he hablado con otras agrupaciones estamos en las mismas. Que piensa hacer la universidad con respecto a eso?","['exigencia', 'académica', 'aumentado', 'exponencialmente', 'allá', 'normal', 'poseemos', 'recursos', 'tiempo', 'medios', 'hacer', 'actividades', 'captar', 'gente', 'hablado', 'agrupaciones', 'mismas', 'piensa', 'hacer', 'universidad', 'respecto']","The academic demand has increased exponentially beyond the normal, we do not have resources, time, or means to do activities or attract people. And from what I have spoken with other groups we are in the same. What does the university plan to do about that?","['academic', 'demand', 'increased', 'exponentially', 'beyond', 'normal', 'resources', 'time', 'means', 'activities', 'attract', 'people', 'spoken', 'groups', 'university', 'plan']"
"Y lo de la infraestructura va de la mano con el tercer punto: la vida universitaria. Yo, como representante de una agrupación estudiantil, me preocupa que está AL BORDE DE LA MUERTE. No tenemos como hacer actividades ni captar gente","['infraestructura', 'va', 'mano', 'tercer', 'punto', 'vida', 'universitaria', 'representante', 'agrupación', 'estudiantil', 'preocupa', 'borde', 'muerte', 'hacer', 'actividades', 'captar', 'gente']","And the infrastructure thing goes hand in hand with the third point: university life. As a representative of a student group, I am concerned that it is ON THE EDGE OF DEATH. We have no way of doing activities or attracting people","['infrastructure', 'thing', 'goes', 'hand', 'hand', 'third', 'point', 'university', 'life', 'representative', 'student', 'group', 'concerned', 'edge', 'death', 'way', 'activities', 'attracting', 'people']"
habilitados y por los cuales estarán pagando un recargo sin poder usarlos? Consideran que vamos a seguir muchos en nuestras casas sin poder salir y la infraestructura universitaria no será usada por un tercer semestre consecutivo?,"['habilitados', 'cuales', 'pagando', 'recargo', 'poder', 'usarlos', 'consideran', 'vamos', 'seguir', 'casas', 'poder', 'salir', 'infraestructura', 'universitaria', 'usada', 'tercer', 'semestre', 'consecutivo']",enabled and for which they will be paying a surcharge without being able to use them? Do you think that we are going to continue many in our homes without being able to leave and the university infrastructure will not be used for a third consecutive semester?,"['enabled', 'paying', 'surcharge', 'without', 'able', 'use', 'think', 'going', 'continue', 'many', 'homes', 'without', 'able', 'leave', 'university', 'infrastructure', 'used', 'third', 'consecutive', 'semester']"
su semana de finales. Los 10$/UC consideran un transporte universitario? Consideran una flexibilización en las materias de taxonomías que usan de laboratorios y NO SE VAN A USAR? Consideran que muchos estudiantes viven en zonas alejadas y no podrán llegar a los laboratorios (...),"['semana', 'finales', 'uc', 'consideran', 'transporte', 'universitario', 'consideran', 'flexibilización', 'materias', 'taxonomías', 'usan', 'laboratorios', 'van', 'usar', 'consideran', 'estudiantes', 'viven', 'zonas', 'alejadas', 'podrán', 'llegar', 'laboratorios']",its final week. Is the $ 10 / UC considered a college transportation? Do you consider a relaxation in the matters of taxonomies used by laboratories and WILL NOT BE USED? They consider that many students live in remote areas and will not be able to reach the laboratories (...),"['final', 'week', 'uc', 'considered', 'college', 'transportation', 'consider', 'relaxation', 'matters', 'taxonomies', 'used', 'laboratories', 'used', 'consider', 'many', 'students', 'live', 'remote', 'areas', 'able', 'reach', 'laboratories']"
"de transporte. Y a la UCAB Guayana le parece normal un proceso electoral con tan pocos votos en las escuelas? Cuando el problema de la gasolina empezó, recuerdo claramente como la Escuela de Derecho de Guayana hizo caso omiso a los estudiantes pidiendo flexibilización para (...)","['transporte', 'ucab', 'guayana', 'parece', 'normal', 'proceso', 'electoral', 'tan', 'pocos', 'votos', 'escuelas', 'problema', 'gasolina', 'empezó', 'recuerdo', 'claramente', 'escuela', 'derecho', 'guayana', 'hizo', 'caso', 'omiso', 'estudiantes', 'pidiendo', 'flexibilización']","Of transport. And does an electoral process with so few votes in schools seem normal to UCAB Guayana? When the gasoline problem started, I clearly remember how the Guayana Law School ignored the students asking for flexibility to (...)","['transport', 'electoral', 'process', 'votes', 'schools', 'seem', 'normal', 'ucab', 'guayana', 'gasoline', 'problem', 'started', 'clearly', 'remember', 'guayana', 'law', 'school', 'ignored', 'students', 'asking', 'flexibility']"
"Porque hasta ahora la universidad ha hecho caso omiso sobre esto, y cuando los profesores exigen presencialidad y los estudiantes se quejan pues ""autonomía del profesor"". Se realizó un proceso electoral donde las condiciones no eran propias, por poco se habilitó UNA ruta (...)","['ahora', 'universidad', 'hecho', 'caso', 'omiso', 'profesores', 'exigen', 'presencialidad', 'estudiantes', 'quejan', 'pues', 'autonomía', 'profesor', 'realizó', 'proceso', 'electoral', 'condiciones', 'propias', 'habilitó', 'ruta']","Because until now the university has ignored this, and when teachers demand presence and students complain about ""teacher autonomy."" An electoral process was carried out where the conditions were not proper, a route was almost enabled (...)","['university', 'ignored', 'teachers', 'demand', 'presence', 'students', 'complain', 'teacher', 'autonomy', 'electoral', 'process', 'carried', 'conditions', 'proper', 'route', 'almost', 'enabled']"
Y si vamos a un semestre semipresencial: el Vicerrectorado de Extensión ya planteó en Consejo Universitario la enorme crisis de gasolina que vive Ciudad Guayana? Ya se planeó una solución? Se podría saber cual es?,"['si', 'vamos', 'semestre', 'semipresencial', 'vicerrectorado', 'extensión', 'planteó', 'consejo', 'universitario', 'enorme', 'crisis', 'gasolina', 'vive', 'ciudad', 'guayana', 'planeó', 'solución', 'podría', 'saber']",And if we go to a blended semester: the Vice-Rector's Office for Extension has already raised in the University Council the enormous gasoline crisis that Ciudad Guayana is experiencing? Has a solution already been planned? Could you know what it is?,"['go', 'blended', 'semester', 'vice', 'rector', 'office', 'extension', 'already', 'raised', 'university', 'council', 'enormous', 'gasoline', 'crisis', 'ciudad', 'guayana', 'experiencing', 'solution', 'already', 'planned', 'could', 'know']"
"Como ya hablé de la autonomía: tiene sus límites. No podemos los estudiantes pagar en vano todos los delirios de los profesores porque todas las condiciones son distintas, ni pueden esperar que todos los estudiantes se queden de brazos cruzados con la frasesita de la autonomía","['hablé', 'autonomía', 'límites', 'podemos', 'estudiantes', 'pagar', 'vano', 'delirios', 'profesores', 'todas', 'condiciones', 'distintas', 'pueden', 'esperar', 'estudiantes', 'queden', 'brazos', 'cruzados', 'frasesita', 'autonomía']","As I already talked about autonomy: it has its limits. We cannot, the students, pay in vain for all the delusions of the teachers because all the conditions are different, nor can they expect all the students to sit idly by with the little phrase of autonomy","['already', 'talked', 'autonomy', 'limits', 'cannot', 'students', 'pay', 'vain', 'delusions', 'teachers', 'conditions', 'different', 'expect', 'students', 'sit', 'idly', 'little', 'phrase', 'autonomy']"
"Cómo a mí se me garantiza que las autoridades están monitoreando lo que ocurre en la materia si el profesor usa una herramienta atípica? Si van a hacer clases virtuales, háganlas de calidad, con la excelencia necesaria y obliguen a los profesores a estandarizarse.","['cómo', 'garantiza', 'autoridades', 'monitoreando', 'ocurre', 'materia', 'si', 'profesor', 'usa', 'herramienta', 'atípica', 'si', 'van', 'hacer', 'clases', 'virtuales', 'háganlas', 'calidad', 'excelencia', 'necesaria', 'obliguen', 'profesores', 'estandarizarse']","How am I guaranteed that the authorities are monitoring what happens in the matter if the teacher uses an atypical tool? If you are going to do virtual classes, make them of quality, with the necessary excellence and force the teachers to standardize themselves.","['guaranteed', 'authorities', 'monitoring', 'happens', 'matter', 'teacher', 'uses', 'atypical', 'tool', 'going', 'virtual', 'classes', 'make', 'quality', 'necessary', 'excellence', 'force', 'teachers', 'standardize']"
"Es decir: podía en la primera semana de clases o la última, entrar a la última evaluación y realizarla. He visto profesores que solo usan Módulo 7 para usar Big Blue Button para dar clases, de resto absolutamente todo por correo electrónico (...)","['decir', 'podía', 'primera', 'semana', 'clases', 'última', 'entrar', 'última', 'evaluación', 'realizarla', 'visto', 'profesores', 'solo', 'usan', 'módulo', 'usar', 'big', 'blue', 'button', 'dar', 'clases', 'resto', 'absolutamente', 'correo', 'electrónico']","That is to say: I could in the first week of classes or the last, enter the last evaluation and take it. I have seen teachers who only use Module 7 to use the Big Blue Button to teach, the rest absolutely everything by email (...)","['say', 'could', 'first', 'week', 'classes', 'last', 'enter', 'last', 'evaluation', 'take', 'seen', 'teachers', 'use', 'module', 'use', 'big', 'blue', 'button', 'teach', 'rest', 'absolutely', 'everything', 'email']"
"La universidad se jacta de este servicio pero es incapaz de obligar a los profesores a capacitarse para usarlo, pero los estudiantes sí estamos forzados para ello. He visto profesores que tienen activas LAS EVALUACIONES DE TODO EL SEMESTRE DE UNA VEZ","['universidad', 'jacta', 'servicio', 'incapaz', 'obligar', 'profesores', 'capacitarse', 'usarlo', 'estudiantes', 'forzados', 'ello', 'visto', 'profesores', 'activas', 'evaluaciones', 'semestre', 'vez']","The university boasts of this service but is unable to force teachers to train to use it, but students are forced to do so. I have seen teachers who have active ASSESSMENTS FOR THE WHOLE SEMESTER AT ONCE","['university', 'boasts', 'service', 'unable', 'force', 'teachers', 'train', 'use', 'students', 'forced', 'seen', 'teachers', 'active', 'assessments', 'whole', 'semester']"
"Se ofrece y promociona el uso de la tecnología Canvas en Módulo 7, pero es una herramienta excesivamente deficiente debido a sus problemas de servidores (que me imagino que son hosteados localment en Montalbán), pero ni los profesores lo usan correctamente.","['ofrece', 'promociona', 'uso', 'tecnología', 'canvas', 'módulo', 'herramienta', 'excesivamente', 'deficiente', 'debido', 'problemas', 'servidores', 'imagino', 'hosteados', 'localment', 'montalbán', 'profesores', 'usan', 'correctamente']","The use of Canvas technology is offered and promoted in Module 7, but it is an excessively poor tool due to its server problems (which I imagine are hosted locally in Montalbán), but not even the teachers use it correctly.","['use', 'canvas', 'technology', 'offered', 'promoted', 'module', 'excessively', 'poor', 'tool', 'due', 'server', 'problems', 'imagine', 'hosted', 'locally', 'montalbán', 'even', 'teachers', 'use', 'correctly']"
"de los pocos servicios que se que la UCAB ofrece un servicio gratuito estudiantil, son Office 365, GApps for Education y hasta hace un tiempo un sistema de licencias de software que va poco a poco dando pena (ya ni licencia de W10 ofrece la última vez que revisé)","['pocos', 'servicios', 'ucab', 'ofrece', 'servicio', 'gratuito', 'estudiantil', 'office', 'gapps', 'for', 'education', 'hace', 'tiempo', 'sistema', 'licencias', 'software', 'va', 'dando', 'pena', 'licencia', 'ofrece', 'última', 'vez', 'revisé']","Of the few services that I know that UCAB offers a free student service, are Office 365, GApps for Education and until a while ago a software licensing system that is slowly giving pain (and not even a W10 license offers the last time that I checked)","['services', 'know', 'ucab', 'offers', 'free', 'student', 'service', 'office', 'gapps', 'education', 'ago', 'software', 'licensing', 'system', 'slowly', 'giving', 'pain', 'even', 'license', 'offers', 'last', 'time', 'checked']"
"El profesor se hace responsable por ello? Muy pocos. La UCAB? Autonomía del profesor, y vuelve la burra al trigo porque esto es algo que ocurre SIEMPRE, todos los temas están empapados del problema del profesorado. La UCAB no ofrece planes educativos para estos paquetes (...)","['profesor', 'hace', 'responsable', 'ello', 'pocos', 'ucab', 'autonomía', 'profesor', 'vuelve', 'burra', 'trigo', 'ocurre', 'siempre', 'temas', 'empapados', 'problema', 'profesorado', 'ucab', 'ofrece', 'planes', 'educativos', 'paquetes']","Is the teacher responsible for it? Very few. The UCAB? Autonomy of the teacher, and the donkey returns to the wheat because this is something that ALWAYS happens, all the subjects are steeped in the problem of the teacher. UCAB does not offer educational plans for these packages (...)","['teacher', 'responsible', 'ucab', 'autonomy', 'teacher', 'donkey', 'returns', 'wheat', 'something', 'always', 'happens', 'subjects', 'steeped', 'problem', 'teacher', 'ucab', 'offer', 'educational', 'plans', 'packages']"
"Entonces luego tienen a estudiantes que solo tienen una computadora en su casa y tienen que compartir con sus hermanos, que están pirateando un software por primera vez en su vida porque no tienen conocimientos, y terminan descargando un malware que le daña la PC","['entonces', 'luego', 'estudiantes', 'solo', 'computadora', 'casa', 'compartir', 'hermanos', 'pirateando', 'software', 'primera', 'vez', 'vida', 'conocimientos', 'terminan', 'descargando', 'malware', 'daña', 'pc']","So then they have students who only have one computer at home and they have to share with their siblings, who are pirating software for the first time in their life because they have no knowledge, and they end up downloading malware that damages their PC.","['students', 'one', 'computer', 'home', 'share', 'siblings', 'pirating', 'software', 'first', 'time', 'life', 'knowledge', 'end', 'downloading', 'malware', 'damages', 'pc']"
"No todo el mundo tiene internet en su casa de buena velocidad, ni tiene para desembolsillar dólares de manera virtual para acceder a un software que requiere un profesor en su materia PORQUE ESO ES LO EL QUE QUIERE.","['mundo', 'internet', 'casa', 'buena', 'velocidad', 'desembolsillar', 'dólares', 'manera', 'virtual', 'acceder', 'software', 'requiere', 'profesor', 'materia', 'quiere']","Not everyone has high speed internet at home, nor does they have to shell out dollars virtually to access software that requires a teacher in their subject BECAUSE THAT IS WHAT YOU WANT.","['everyone', 'high', 'speed', 'internet', 'home', 'shell', 'dollars', 'virtually', 'access', 'software', 'requires', 'teacher', 'subject', 'want']"
"Por otra parte los recursos que necesitan los estudiantes en las materias. No todo el mundo tiene una computadora en condiciones para programar, o correr un software específico, muchos hacían uso de los laboratorios justamente para ello.","['parte', 'recursos', 'necesitan', 'estudiantes', 'materias', 'mundo', 'computadora', 'condiciones', 'programar', 'correr', 'software', 'específico', 'hacían', 'uso', 'laboratorios', 'justamente', 'ello']","On the other hand, the resources that students need in the subjects. Not everyone has a computer capable of programming, or running specific software, many used laboratories precisely for this.","['hand', 'resources', 'students', 'need', 'subjects', 'everyone', 'computer', 'capable', 'programming', 'running', 'specific', 'software', 'many', 'used', 'laboratories', 'precisely']"
"2 de mis materias este semestre hacían uso de laboratorios, solo usé los laboratorios al final de una de las materias por necesidad absoluta de la materia.El semestre que viene voy a ver al menos 2 materias que hacen uso de laboratorios, y se me va a cobrar la taxonomía completa?","['materias', 'semestre', 'hacían', 'uso', 'laboratorios', 'solo', 'usé', 'laboratorios', 'final', 'materias', 'necesidad', 'absoluta', 'materia', 'semestre', 'viene', 'voy', 'ver', 'menos', 'materias', 'hacen', 'uso', 'laboratorios', 'va', 'cobrar', 'taxonomía', 'completa']","2 of my subjects this semester used laboratories, I only used the laboratories at the end of one of the subjects out of absolute necessity of the subject. Next semester I am going to see at least 2 subjects that use laboratories, and I am going to charge the complete taxonomy?","['subjects', 'semester', 'used', 'laboratories', 'used', 'laboratories', 'end', 'one', 'subjects', 'absolute', 'necessity', 'subject', 'next', 'semester', 'going', 'see', 'least', 'subjects', 'use', 'laboratories', 'going', 'charge', 'complete', 'taxonomy']"
"estuviésemos haciendo uso completo de las instalaciones. Si me arriesgo a decir que fui a la universidad 5 veces este semestre estoy EXAGERANDO POR MUCHO, y todas las veces a las que fui, fue prácticamente obligado.","['haciendo', 'uso', 'completo', 'instalaciones', 'si', 'arriesgo', 'decir', 'universidad', 'veces', 'semestre', 'exagerando', 'todas', 'veces', 'prácticamente', 'obligado']","we were making full use of the facilities. If I risk saying that I went to college 5 times this semester I am EXAGGERATING A LOT, and every time I went, it was practically forced.","['making', 'full', 'use', 'facilities', 'risk', 'saying', 'went', 'college', 'times', 'semester', 'exaggerating', 'lot', 'every', 'time', 'went', 'practically', 'forced']"
"Lo segundo es el factor de la pandemia. Todos sabemos que la condición que vive el mundo es extraordinaria, los comentarios sobre el desarrollo y la veracidad de ciertos elementos quedan para cada uno, pero no se puede justificar que la universidad quiera cobrar como si (...)","['segundo', 'factor', 'pandemia', 'sabemos', 'condición', 'vive', 'mundo', 'extraordinaria', 'comentarios', 'desarrollo', 'veracidad', 'ciertos', 'elementos', 'quedan', 'cada', 'puede', 'justificar', 'universidad', 'quiera', 'cobrar', 'si']","The second is the pandemic factor. We all know that the condition in which the world lives is extraordinary, comments on the development and the veracity of certain elements remain for each one, but it cannot be justified that the university wants to charge as if (...)","['second', 'pandemic', 'factor', 'know', 'condition', 'world', 'lives', 'extraordinary', 'comments', 'development', 'veracity', 'certain', 'elements', 'remain', 'one', 'cannot', 'justified', 'university', 'wants', 'charge']"
"Sí, el docente es autónomo en su materia, pero hasta donde llega el nivel de esa autonomía? Hasta que el profesor empieze a pedir dinero o alcohol para pasar una materia? Y si ese es el caso, realmente lo valen 10$/UC + recargo de taxonomías para ver clases con alguien así?","['docente', 'autónomo', 'materia', 'llega', 'nivel', 'autonomía', 'profesor', 'empieze', 'pedir', 'dinero', 'alcohol', 'pasar', 'materia', 'si', 'caso', 'realmente', 'valen', 'uc', 'recargo', 'taxonomías', 'ver', 'clases', 'alguien', 'así']","Yes, the teacher is autonomous in his subject, but how far does the level of that autonomy go? Until the teacher starts asking for money or alcohol to pass a class? And if that's the case, is it really worth $ 10 / UC + taxonomy surcharge to see classes with someone like that?","['yes', 'teacher', 'autonomous', 'subject', 'far', 'level', 'autonomy', 'go', 'teacher', 'starts', 'asking', 'money', 'alcohol', 'pass', 'class', 'case', 'really', 'worth', 'uc', 'taxonomy', 'surcharge', 'see', 'classes', 'someone', 'like']"
y NUNCA he escuchado que la universidad haga algo. Estos profesores son el opuesto a la excelencia que ofrece la universidad y son profesores que podría encontrar en una universidad de cuarta categoría. La respuesta de las autoridades universitarias? Autonomía del docente,"['nunca', 'escuchado', 'universidad', 'haga', 'profesores', 'opuesto', 'excelencia', 'ofrece', 'universidad', 'profesores', 'podría', 'encontrar', 'universidad', 'cuarta', 'categoría', 'respuesta', 'autoridades', 'universitarias', 'autonomía', 'docente']",and I have NEVER heard of the university doing anything. These professors are the opposite of the excellence that the university offers and are professors that you might find in a fourth-rate university. The response of the university authorities? Teacher autonomy,"['never', 'heard', 'university', 'anything', 'professors', 'opposite', 'excellence', 'university', 'offers', 'professors', 'might', 'find', 'fourth', 'rate', 'university', 'response', 'university', 'authorities', 'teacher', 'autonomy']"
"He visto profesores groseros y vengativos, profesores que no demuestran un dominio de contenido de la materia que imparten, profesores parcializados, profesores orgullosos, profesores déspotas y arrogantes, profesores que son motivo de quejas todos los semestres (...)","['visto', 'profesores', 'groseros', 'vengativos', 'profesores', 'demuestran', 'dominio', 'contenido', 'materia', 'imparten', 'profesores', 'parcializados', 'profesores', 'orgullosos', 'profesores', 'déspotas', 'arrogantes', 'profesores', 'motivo', 'quejas', 'semestres']","I have seen rude and vindictive teachers, teachers who do not demonstrate mastery of the content of the subject they teach, biased teachers, proud teachers, despotic and arrogant teachers, teachers who are the cause of complaints every semester (...)","['seen', 'rude', 'vindictive', 'teachers', 'teachers', 'demonstrate', 'mastery', 'content', 'subject', 'teach', 'biased', 'teachers', 'proud', 'teachers', 'despotic', 'arrogant', 'teachers', 'teachers', 'cause', 'complaints', 'every', 'semester']"
"El primero es la calidad profesoral; durante varios semestres he visto profesores en múltiples carreras que se comportan como dictadores: profesores rencorosos y faltos de empatía, que hacen exigencias ridículas para su materia como si su materia fuese la única en un semestre","['primero', 'calidad', 'profesoral', 'varios', 'semestres', 'visto', 'profesores', 'múltiples', 'carreras', 'comportan', 'dictadores', 'profesores', 'rencorosos', 'faltos', 'empatía', 'hacen', 'exigencias', 'ridículas', 'materia', 'si', 'materia', 'única', 'semestre']",The first is teacher quality; over several semesters I have seen teachers in multiple majors who behave like dictators: spiteful and lacking empathy teachers who make ridiculous demands on their subject as if their subject were the only subject in a semester,"['first', 'teacher', 'quality', 'several', 'semesters', 'seen', 'teachers', 'multiple', 'majors', 'behave', 'like', 'dictators', 'spiteful', 'lacking', 'empathy', 'teachers', 'make', 'ridiculous', 'demands', 'subject', 'subject', 'subject', 'semester']"
otro semestre luego del entrante; pero si hay algo que no estoy de acuerdo es que el precio que uno paga en la UCAB tenga coherencia con la calidad educativa que tenemos. Y aquí entran múltiples factores.,"['semestre', 'luego', 'entrante', 'si', 'acuerdo', 'precio', 'paga', 'ucab', 'coherencia', 'calidad', 'educativa', 'aquí', 'entran', 'múltiples', 'factores']","another semester after the incoming one; But if there is something that I do not agree with, it is that the price one pays at UCAB is consistent with the educational quality we have. And here multiple factors come in.","['another', 'semester', 'incoming', 'one', 'something', 'agree', 'price', 'one', 'pays', 'ucab', 'consistent', 'educational', 'quality', 'multiple', 'factors', 'come']"
"las instituciones universitarias autónomas, lo viví en la USB y lo vivo en la UCAB. Soy de los pocos que podrán hacer frente al pago de la universidad el semestre que viene pero con un esfuerzo titánico y un dolor muy grande, y en dado caso no sabría decir si podría seguir (...)","['instituciones', 'universitarias', 'autónomas', 'viví', 'usb', 'vivo', 'ucab', 'pocos', 'podrán', 'hacer', 'frente', 'pago', 'universidad', 'semestre', 'viene', 'esfuerzo', 'titánico', 'dolor', 'grande', 'dado', 'caso', 'sabría', 'decir', 'si', 'podría', 'seguir']","autonomous university institutions, I experienced it at USB and I live it at UCAB. I am one of the few who will be able to pay for the university next semester but with a titanic effort and great pain, and in that case I would not be able to say if I could continue (...)","['autonomous', 'university', 'institutions', 'experienced', 'usb', 'live', 'ucab', 'one', 'able', 'pay', 'university', 'next', 'semester', 'titanic', 'effort', 'great', 'pain', 'case', 'would', 'able', 'say', 'could', 'continue']"
"y que la situación para los estudiantes (muchos de ellos) es complicada para costearla, entiendo que la universidad hace un esfuerzo ""sobrehumano"" para poder ofrecer sistemas de becas y ayudas económicas. Entiendo que el estado venezolano lleva una persecución activa contra (...)","['situación', 'estudiantes', 'complicada', 'costearla', 'entiendo', 'universidad', 'hace', 'esfuerzo', 'sobrehumano', 'poder', 'ofrecer', 'sistemas', 'becas', 'ayudas', 'económicas', 'entiendo', 'venezolano', 'lleva', 'persecución', 'activa']","and that the situation for students (many of them) is difficult to pay for it, I understand that the university makes a ""superhuman"" effort to be able to offer scholarship and financial aid systems. I understand that the Venezuelan state is actively pursuing (...)","['situation', 'students', 'many', 'difficult', 'pay', 'understand', 'university', 'makes', 'superhuman', 'effort', 'able', 'offer', 'scholarship', 'financial', 'aid', 'systems', 'understand', 'venezuelan', 'state', 'actively', 'pursuing']"
