tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,opinion
@HAbreuMRT @CAMETROVALENCIA La Gran Mision Transporte Venezuela es punta de lanza del Gobierno Bolivariano en la prestacion de servicios con calidad ???? Seg,"['habreumrt', 'cametrovalencia', 'gran', 'mision', 'transporte', 'venezuela', 'punta', 'lanza', 'gobierno', 'bolivariano', 'prestacion', 'servicios', 'calidad', 'seg']",@HAbreuMRT @CAMETROVALENCIA The Gran Mision Transporte Venezuela is spearheading the Bolivarian Government in providing services with quality ???? Seg,"['habreumrt', 'cametrovalencia', 'gran', 'mision', 'transporte', 'venezuela', 'spearheading', 'bolivarian', 'government', 'providing', 'services', 'quality', 'seg']",en contra
"@ReginadelC @DalliSusan Obvio que apenas tuvo la oportunidad de irse, se fue del pais... Como muchos","['reginadelc', 'dallisusan', 'obvio', 'apenas', 'oportunidad', 'irse', 'pais']","@ReginadelC @DalliSusan Obvious that as soon as he had the opportunity to leave, he left the country.... Like many","['reginadelc', 'dallisusan', 'obvious', 'soon', 'opportunity', 'leave', 'left', 'country', 'like', 'many']",en contra
@yasmincnunez Muchos emigraron por seguridad y necesidad,"['yasmincnunez', 'emigraron', 'seguridad', 'necesidad']",@yasmincnunez Many emigrated for security and necessity.,"['yasmincnunez', 'many', 'emigrated', 'security', 'necessity']",a favor
"2/2 Hoy tenemos la oportunidad de innovar y buscar practicas mas sanas para revivir y cuidar a Venezuela. Es hora de innovar, seamos parte de la solucion.","['hoy', 'oportunidad', 'innovar', 'buscar', 'practicas', 'mas', 'sanas', 'revivir', 'cuidar', 'venezuela', 'hora', 'innovar', 'parte', 'solucion']","2/2 Today we have the opportunity to innovate and look for healthier practices to revive and take care of Venezuela. It's time to innovate, let's be part of the solution.","['today', 'opportunity', 'innovate', 'look', 'healthier', 'practices', 'revive', 'take', 'care', 'venezuela', 'time', 'innovate', 'let', 'part', 'solution']",en contra
Adivinen quien tiene la posibilidad de irse a gringolandia,"['adivinen', 'posibilidad', 'irse', 'gringolandia']",Guess who has the possibility to go to gringolandia?,"['guess', 'possibility', 'go', 'gringolandia']",a favor
"Ay marico equis, a veces me gustaria decirle a la gente que si salga de pais para que vean la otra cara de la moneda y no sean tan mojoneados. Lo unico cierto de todo esto es que en Venezuela no hay calidad de vida, los servicios son inexistentes y nunca vas a estar en ?","['ay', 'marico', 'equis', 'veces', 'gustaria', 'decirle', 'gente', 'si', 'salga', 'pais', 'vean', 'cara', 'moneda', 'tan', 'mojoneados', 'unico', 'cierto', 'venezuela', 'calidad', 'vida', 'servicios', 'inexistentes', 'nunca', 'vas']","Ay marico equis, sometimes I would like to tell people to leave the country so they can see the other side of the coin and not be so wet. The only true thing about all this is that in Venezuela there is no quality of life, services are non-existent and you will never be in ""peace"".","['ay', 'marico', 'equis', 'sometimes', 'would', 'like', 'tell', 'people', 'leave', 'country', 'see', 'side', 'coin', 'wet', 'true', 'thing', 'venezuela', 'quality', 'life', 'services', 'non', 'existent', 'never', 'peace']",a favor
Deberian tener custodia y un excelente vehiculo. Ya que se supone son los encargados de velar por la seguridad ciudadana. Lastimosamente en Venezuela todo es al reves y asi el pueblo dejo de confiar y fueron obligados a irse?,"['deberian', 'tener', 'custodia', 'excelente', 'vehiculo', 'supone', 'encargados', 'velar', 'seguridad', 'ciudadana', 'lastimosamente', 'venezuela', 'reves', 'asi', 'pueblo', 'dejo', 'confiar', 'obligados', 'irse']",They should have custody and an excellent vehicle. Since they are supposed to be the ones in charge of watching over the security of the citizens. Unfortunately in Venezuela everything is reversed and so the people stopped trusting and were forced to leave....,"['custody', 'excellent', 'vehicle', 'since', 'supposed', 'ones', 'charge', 'watching', 'security', 'citizens', 'unfortunately', 'venezuela', 'everything', 'reversed', 'people', 'stopped', 'trusting', 'forced', 'leave']",a favor
"Digo, para comenzar a buscar una solucion idealmente cuando la oportunidad matematica sea 0 y comenzar a reconstruir el pais con los jovenes... Digo, algo de la juventud venezolana debe quedar...","['digo', 'comenzar', 'buscar', 'solucion', 'idealmente', 'oportunidad', 'matematica', 'comenzar', 'reconstruir', 'pais', 'jovenes', 'digo', 'juventud', 'venezolana', 'debe', 'quedar']","I mean, to start looking for a solution ideally when the mathematical chance is 0 and start rebuilding the country with the young people.... I mean, something of the Venezuelan youth must be left....","['mean', 'start', 'looking', 'solution', 'ideally', 'mathematical', 'chance', 'start', 'rebuilding', 'country', 'young', 'people', 'mean', 'something', 'venezuelan', 'youth', 'must', 'left']",en contra
"En Venezuela abunda el trabajo informal,donde los ciudadanos no  tienen la seguridad social que garantice el trabajo decente,hemos quedado totalmente aislados de este derecho.","['venezuela', 'abunda', 'trabajo', 'informal', 'ciudadanos', 'seguridad', 'social', 'garantice', 'trabajo', 'decente', 'quedado', 'totalmente', 'aislados', 'derecho']","In Venezuela informal work abounds,where citizens do not have the social security that guarantees decent work,we have been totally isolated from this right.","['venezuela', 'informal', 'work', 'abounds', 'citizens', 'social', 'security', 'guarantees', 'decent', 'work', 'totally', 'isolated', 'right']",neutro
Estoy cansado de buscar esa oportunidad,"['cansado', 'buscar', 'oportunidad']",I am tired of looking for that opportunity,"['tired', 'looking', 'opportunity']",a favor
Excelentes jovenes lideres muy preparados y que se quedan. Venezuela merece un cambio radical con caras nuevas,"['excelentes', 'jovenes', 'lideres', 'preparados', 'quedan', 'venezuela', 'merece', 'cambio', 'radical', 'caras', 'nuevas']",Excellent young leaders who are very well prepared and who are staying. Venezuela deserves a radical change with new faces.,"['excellent', 'young', 'leaders', 'well', 'prepared', 'staying', 'venezuela', 'deserves', 'radical', 'change', 'new', 'faces']",en contra
"Imagino que un gobierno y unos politicos serios estarian evaluando seriamente esa posibilidad de mejorar todo para que no nos querramos ir... pero estamos en Venezuela, mi hermano.","['imagino', 'gobierno', 'politicos', 'serios', 'estarian', 'evaluando', 'seriamente', 'posibilidad', 'mejorar', 'querramos', 'ir', 'venezuela', 'hermano']","I imagine that a serious government and politicians would be seriously evaluating that possibility of improving everything so that we don't want to leave... but we are in Venezuela, my brother.","['imagine', 'serious', 'government', 'politicians', 'would', 'seriously', 'evaluating', 'possibility', 'improving', 'everything', 'want', 'leave', 'venezuela', 'brother']",en contra
Jajajajaja es broma pero si es increible como en Venezuela salimos tan jovenes de la uni y ya solo para irnos.,"['jajajajaja', 'broma', 'si', 'increible', 'venezuela', 'salimos', 'tan', 'jovenes', 'uni', 'solo', 'irnos']",Jajajajajaja is a joke but it is incredible how in Venezuela we leave the university so young and just to leave.,"['jajajajajaja', 'joke', 'incredible', 'venezuela', 'leave', 'university', 'young', 'leave']",a favor
"La Historia claro que si se puede cambiar, miremos la Historia de venezuela la cambiaron los jovenes hace 24 a¤os para mal pero la cam","['historia', 'claro', 'si', 'puede', 'cambiar', 'miremos', 'historia', 'venezuela', 'cambiaron', 'jovenes', 'hace', 'a¤os', 'mal', 'cam']","History of course can be changed, let's look at the history of Venezuela, the young people changed it 24 years ago, for the worse, but it changed it.","['history', 'course', 'changed', 'let', 'look', 'history', 'venezuela', 'young', 'people', 'changed', 'years', 'ago', 'worse', 'changed']",neutro
le dije a mi mama que estaba pensando en la posibilidad de quizas mas adelante irme del Pais y se puso a llorar como loca quien me manda a tener una mama sagitario,"['dije', 'mama', 'pensando', 'posibilidad', 'quizas', 'mas', 'adelante', 'irme', 'pais', 'puso', 'llorar', 'loca', 'manda', 'tener', 'mama', 'sagitario']","I told my mom that I was thinking about the possibility of maybe leaving the country and she started crying like crazy, who sent me to have a Sagittarius mom...","['told', 'mom', 'thinking', 'possibility', 'maybe', 'leaving', 'country', 'started', 'crying', 'like', 'crazy', 'sent', 'sagittarius', 'mom']",a favor
"Muchos piensan que Venezuela es barata, pero para nada es asi, la realidad es distinta, Venezuela es mas cara de lo que creen...","['piensan', 'venezuela', 'barata', 'asi', 'realidad', 'distinta', 'venezuela', 'mas', 'cara', 'creen']","Many think that Venezuela is cheap, but it is not at all, the reality is different, Venezuela is more expensive than you think....","['many', 'think', 'venezuela', 'cheap', 'reality', 'different', 'venezuela', 'expensive', 'think']",neutro
No habra alguna posibilidad de poder irme del pais ahora? Quiero empezar a vivir yaaaaa...,"['habra', 'alguna', 'posibilidad', 'poder', 'irme', 'pais', 'ahora', 'quiero', 'empezar', 'vivir', 'yaaaaa']",Isn't there any possibility of being able to leave the country now? I want to start living yaaaaa....,"['possibility', 'able', 'leave', 'country', 'want', 'start', 'living', 'yaaaaa']",en contra
"No lo dude! Me salio una gran oportunidad tuve un buen ingreso y lo primero que hice fue pagar pasaporte, comprar pasajes y alistar todo para venirme.   En mi pensamiento estaba el llegar y buscar maneras de que aca aceptaran pagos en criptos, era como una meta particular","['dude', 'salio', 'gran', 'oportunidad', 'buen', 'ingreso', 'primero', 'hice', 'pagar', 'pasaporte', 'comprar', 'pasajes', 'alistar', 'venirme', 'pensamiento', 'llegar', 'buscar', 'maneras', 'aca', 'aceptaran', 'pagos', 'criptos', 'meta', 'particular']","Do not hesitate! I had a great opportunity, I had a good income and the first thing I did was to pay my passport, buy tickets and get everything ready to come.   In my mind was to get here and look for ways to accept cryptocurrency payments, it was like a particular goal.","['hesitate', 'great', 'opportunity', 'good', 'income', 'first', 'thing', 'pay', 'passport', 'buy', 'tickets', 'get', 'everything', 'ready', 'come', 'mind', 'get', 'look', 'ways', 'accept', 'cryptocurrency', 'payments', 'like', 'particular', 'goal']",a favor
"No se trata de que el futuro de los jovenes no sea muy halague¤o, en el caso de Venezuela, es que aqui, no tienen Fut","['trata', 'futuro', 'jovenes', 'halague¤o', 'caso', 'venezuela', 'aqui', 'fut']","It is not that the future of young people is not very flattering, in the case of Venezuela, it is that here, they have no future.","['future', 'young', 'people', 'flattering', 'case', 'venezuela', 'future']",a favor
Pero en anos atras Mataron a mi Amigo Paisano   Comisario General  (Disip) Sanguino quien estaba en Seguridad de Banco de Venezuela y a nadie agarraron !!! Desde entonces no tengo razones para quedarme,"['anos', 'atras', 'mataron', 'amigo', 'paisano', 'comisario', 'general', 'disip', 'sanguino', 'seguridad', 'banco', 'venezuela', 'nadie', 'agarraron', 'entonces', 'razones', 'quedarme']",But in years ago they killed my friend Paisano Comisario General (Disip) Sanguino who was in Security of Banco de Venezuela and no one was caught!!!! Since then I have no reason to stay,"['years', 'ago', 'killed', 'friend', 'paisano', 'comisario', 'general', 'disip', 'sanguino', 'security', 'banco', 'de', 'venezuela', 'one', 'caught', 'since', 'reason', 'stay']",a favor
"Que maravilla poder leer esto,sin dudas ,grandes seres humanos que han decido darse la oportunidad de buscar ayuda y mejorar su calidad de vida lejos de Venezuela...","['maravilla', 'poder', 'leer', 'dudas', 'grandes', 'seres', 'humanos', 'decido', 'darse', 'oportunidad', 'buscar', 'ayuda', 'mejorar', 'calidad', 'vida', 'lejos', 'venezuela']","How wonderful to read this, without a doubt, great human beings who have decided to give themselves the opportunity to seek help and improve their quality of life away from Venezuela....","['wonderful', 'read', 'without', 'doubt', 'great', 'human', 'beings', 'decided', 'give', 'opportunity', 'seek', 'help', 'improve', 'quality', 'life', 'away', 'venezuela']",a favor
Seguridad para cada rincon de Venezuela y asi su pueblo sienta la confianza de quedarse y no tener que irse.,"['seguridad', 'cada', 'rincon', 'venezuela', 'asi', 'pueblo', 'sienta', 'confianza', 'quedarse', 'tener', 'irse']",Security for every corner of Venezuela so your people feel the confidence to stay and not have to leave.,"['security', 'every', 'corner', 'venezuela', 'people', 'feel', 'confidence', 'stay', 'leave']",en contra
"Si ellos son lo mismo, en Venezuela los i que cuerpos de seguridad son los que matraquean, extorsionan y son parte del brazo delictivo. Por eso nadie esta seguro y todos se quieren ir?","['si', 'mismo', 'venezuela', 'cuerpos', 'seguridad', 'matraquean', 'extorsionan', 'parte', 'brazo', 'delictivo', 'nadie', 'seguro', 'quieren', 'ir']","If they are the same, in Venezuela the security forces are the ones that kill, extort, and are part of the criminal branch. That is why no one is safe and everyone wants to leave.....","['venezuela', 'security', 'forces', 'ones', 'kill', 'extort', 'part', 'criminal', 'branch', 'one', 'safe', 'everyone', 'wants', 'leave']",a favor
"Todos, en unidad, apoyemos el Acuerdo de Salvacion Nacional. Por el futuro de Venezuela, para vivir con dignidad y mejorar nuestra calidad de vida. #BolivarDigitalEsMasMiseria","['unidad', 'apoyemos', 'acuerdo', 'salvacion', 'nacional', 'futuro', 'venezuela', 'vivir', 'dignidad', 'mejorar', 'calidad', 'vida', 'bolivardigitalesmasmiseria']","All of us, in unity, let's support the National Salvation Agreement. For the future of Venezuela, to live with dignity and improve our quality of life. #BolivarDigitalEsMasMiseria.","['us', 'unity', 'let', 'support', 'national', 'salvation', 'agreement', 'future', 'venezuela', 'live', 'dignity', 'improve', 'quality', 'life', 'bolivardigitalesmasmiseria']",en contra
"Y esperate , entre mis amigos ya comenzamos a hablar de la posibilidad de irse de Venezuela, esto se va a poner muy feo!","['esperate', 'amigos', 'comenzamos', 'hablar', 'posibilidad', 'irse', 'venezuela', 'va', 'poner', 'feo']","And wait , among my friends we are already starting to talk about the possibility of leaving Venezuela, this is going to get very ugly!","['wait', 'among', 'friends', 'already', 'starting', 'talk', 'possibility', 'leaving', 'venezuela', 'going', 'get', 'ugly']",a favor
"Yo me quedaria Venezuela mas que en un Gibraltar - Macedonia, honestamente.","['quedaria', 'venezuela', 'mas', 'gibraltar', 'macedonia', 'honestamente']","I would stay Venezuela more than a Gibraltar - Macedonia, honestly.","['would', 'stay', 'venezuela', 'gibraltar', 'macedonia', 'honestly']",en contra
 Lo que necesita Venezuela es mas trabajo no seguir el camino de cuba eso esta clarisimo no queremos otro comunista mas que destruya el futuro de los jovenes,"['necesita', 'venezuela', 'mas', 'trabajo', 'seguir', 'camino', 'cuba', 'clarisimo', 'queremos', 'comunista', 'mas', 'destruya', 'futuro', 'jovenes']"," What Venezuela needs is more work, not to follow the path of Cuba, that is very clear, we don't want another communist to destroy the future of young people.","['venezuela', 'needs', 'work', 'follow', 'path', 'cuba', 'clear', 'want', 'another', 'communist', 'destroy', 'future', 'young', 'people']",en contra
"""Rosines Chavez, regreso a Venezuela""; Ni ""deportada"" , ni ""mamando"", solo vino a traerle unas cositas a las abuelitas, a quienes nada les falta!!; Ademassssss...quiere decir que la propaganda de los ""Youtubers"", si funciona!! y Venezuela, es un paraiso de seguridad y bonanza!!.","['rosines', 'chavez', 'regreso', 'venezuela', 'deportada', 'mamando', 'solo', 'vino', 'traerle', 'unas', 'cositas', 'abuelitas', 'falta', 'ademassssss', 'quiere', 'decir', 'propaganda', 'youtubers', 'si', 'funciona', 'venezuela', 'paraiso', 'seguridad', 'bonanza']","Rosines Chavez, back to Venezuela; Neither ""deported"", nor ""sucking"", she just came to bring a few things to the grandmothers, who lack nothing! He only came to bring a few things to the grandmothers, who lack nothing!!!; Besides, he means that the propaganda of the ""Youtubers"" is working and Venezuela is a paradise of security and prosperity!","['rosines', 'chavez', 'back', 'venezuela', 'neither', 'deported', 'sucking', 'came', 'bring', 'things', 'grandmothers', 'lack', 'nothing', 'came', 'bring', 'things', 'grandmothers', 'lack', 'nothing', 'besides', 'means', 'propaganda', 'youtubers', 'working', 'venezuela', 'paradise', 'security', 'prosperity']",neutro
"@ALFTORO Pura calidad, Venezuela es el mejor pais del mundo......","['alftoro', 'pura', 'calidad', 'venezuela', 'mejor', 'pais', 'mundo']","@ALFTORO Pura calidad, Venezuela is the best country in the world......","['alftoro', 'pura', 'calidad', 'venezuela', 'best', 'country', 'world']",a favor
"@fatimadelima14 Quienes aun no se han ido es porque no tienen los recursos para hacerlo, me incluyo, a los venezolanos, especialmente a los jovenes se nos esta yendo la vida en Venezuela","['fatimadelima', 'aun', 'ido', 'recursos', 'hacerlo', 'incluyo', 'venezolanos', 'especialmente', 'jovenes', 'yendo', 'vida', 'venezuela']","@fatimadelima14 Those who have not left yet is because they do not have the resources to do so, I include myself, Venezuelans, especially young people are leaving Venezuela.","['fatimadelima', 'left', 'yet', 'resources', 'include', 'venezuelans', 'especially', 'young', 'people', 'leaving', 'venezuela']",en contra
@la_patilla Venezuela es un show de mala calidad .,"['patilla', 'venezuela', 'show', 'mala', 'calidad']",@la_patilla Venezuela is a shoddy show .,"['la', 'patilla', 'venezuela', 'shoddy', 'show']",neutro
"@NoVive_Socialis No importa quien seas aca solo hay medicina de calidad para extranjeros, asi que no estamos muy lejos del sistema de salud de Venezuela","['novive', 'socialis', 'importa', 'aca', 'solo', 'medicina', 'calidad', 'extranjeros', 'asi', 'lejos', 'sistema', 'salud', 'venezuela']","@NoVive_Socialis No matter who you are here there is only quality medicine for foreigners, so we are not far from Venezuela's health care system","['novive', 'socialis', 'matter', 'quality', 'medicine', 'foreigners', 'far', 'venezuela', 'health', 'care', 'system']",a favor
"@RLOZINSKI Que regalazo! Tal como te describe, creo que te vemos muchos. El pais demanda CALIDAD (asi en mayusculas) y tu nos la das cada ma¤ana. No te va","['rlozinski', 'regalazo', 'tal', 'describe', 'creo', 'vemos', 'pais', 'demanda', 'calidad', 'asi', 'mayusculas', 'das', 'cada', 'ma¤ana', 'va']","@RLOZINSKI What a gift! As you describe yourself, I think many of us see you. The country demands QUALITY (in capital letters) and you give it to us every morning. Don't go away!","['rlozinski', 'gift', 'describe', 'think', 'many', 'us', 'see', 'country', 'demands', 'quality', 'capital', 'letters', 'give', 'us', 'every', 'morning', 'go', 'away']",a favor
"@TempecumeUlises PERSEVERANCIA y CONSTANCIA Est  PROHIBIDO RENDIRSE  Los OBST?CULOS han sido RUDOS D?OS siempre con nosotros  VENEZUELA en LIBERTAD  Su LIBERTAD es NUESTRA FORTALEZA, ESPERANZA Y AMOR SEGUIMOS!! LA VICTORIA ES NUESTRA As¡ es. Emki ","['tempecumeulises', 'perseverancia', 'constancia', 'est', 'prohibido', 'rendirse', 'obst', 'culos', 'sido', 'rudos', 'siempre', 'venezuela', 'libertad', 'libertad', 'fortaleza', 'esperanza', 'amor', 'seguimos', 'victoria', 'as¡', 'emki']","@TempecumeUlises PERSEVERANCE and CONSTANCE IT IS FORBIDDEN TO SURRENDER OBSTACLES have been ROUGH GOD always with us VENEZUELA in FREEDOM YOUR FREEDOM is OUR STRENGTH, HOPE AND LOVE WE CONTINUE!!!! VICTORY IS OURS That's right. Emki Imeins M","['tempecumeulises', 'perseverance', 'constance', 'forbidden', 'surrender', 'obstacles', 'rough', 'god', 'always', 'us', 'venezuela', 'freedom', 'freedom', 'strength', 'hope', 'love', 'continue', 'victory', 'right', 'emki', 'imeins']",en contra
"A los jovenes,  ni a nadie , hay que darle el pescado, si no ense¤arle a pescar. Chavez comenzo dando bonos y bonitos. Miren como esta Venezuela..DESTRUIDA? No sorprende que tod","['jovenes', 'nadie', 'darle', 'pescado', 'si', 'ense¤arle', 'pescar', 'chavez', 'comenzo', 'dando', 'bonos', 'bonitos', 'miren', 'venezuela', 'destruida', 'sorprende', 'tod']","The young people, nor anyone else, should be given the fish, if not taught how to fish. Chavez began giving bonuses and bonitos. Look how Venezuela is...DESTROYED...No wonder everyone is leaving.....","['young', 'people', 'anyone', 'else', 'given', 'fish', 'taught', 'fish', 'chavez', 'began', 'giving', 'bonuses', 'bonitos', 'look', 'venezuela', 'destroyed', 'wonder', 'everyone', 'leaving']",a favor
"Acabo de sentir que existe la posibilidad que mi mejor amiga se regrese a Venezuela, no ahora, pero en un futuro, y eso me exploto felicidad. Nunca pense que ella lo diria.","['acabo', 'sentir', 'existe', 'posibilidad', 'mejor', 'amiga', 'regrese', 'venezuela', 'ahora', 'futuro', 'exploto', 'felicidad', 'nunca', 'pense', 'diria']","I just felt that there is a possibility that my best friend will return to Venezuela, not now, but in the future, and that exploded my happiness. I never thought she would say that.","['felt', 'possibility', 'best', 'friend', 'return', 'venezuela', 'future', 'exploded', 'happiness', 'never', 'thought', 'would', 'say']",en contra
Caracas mi ciudad natal y es la mejor de Venezuela.,"['caracas', 'ciudad', 'natal', 'mejor', 'venezuela']",Caracas my hometown and it is the best in Venezuela.,"['caracas', 'hometown', 'best', 'venezuela']",en contra
Claro!.. pensar que Vidal dice que todos los jovenes se quieren ir del pais.,"['claro', 'pensar', 'vidal', 'dice', 'jovenes', 'quieren', 'ir', 'pais']",Of course... to think that Vidal says that all the young people want to leave the country.,"['course', 'think', 'vidal', 'says', 'young', 'people', 'want', 'leave', 'country']",neutro
"Con que calidad moral lo harian, si se gastan en vuelos desde Venezuela sin justificacion alguna.","['calidad', 'moral', 'harian', 'si', 'gastan', 'vuelos', 'venezuela', 'justificacion', 'alguna']","With what moral quality would they do it, if they spend on flights from Venezuela without any justification.","['moral', 'quality', 'would', 'spend', 'flights', 'venezuela', 'without', 'justification']",a favor
"El trabajo duro y el esfuerzo cada d¡a, con la mejor voluntad, as¡ sea paso a paso es el camino para el logro y xito. Nunca rendirse! ????.  #RutaYFortaleza #Viernes #Viernes #trabajo #Positivo #Venezuela #VenezuelaTieneC","['trabajo', 'duro', 'esfuerzo', 'cada', 'd¡a', 'mejor', 'voluntad', 'as¡', 'paso', 'paso', 'camino', 'logro', '\x82xito', 'nunca', 'rendirse', 'rutayfortaleza', 'viernes', 'viernes', 'trabajo', 'positivo', 'venezuela', 'venezuelatienec']","Hard work and effort every day, with the best will, even if it's step by step is the path to achievement and success. Never give up! ????.  #RutaYFortaleza #Friday #Friday #work #Positive #Venezuela #VenezuelaTieneConQue #","['hard', 'work', 'effort', 'every', 'day', 'best', 'even', 'step', 'step', 'path', 'achievement', 'success', 'never', 'give', 'rutayfortaleza', 'friday', 'friday', 'work', 'positive', 'venezuela', 'venezuelatieneconque']",en contra
"llaman a invertir en Venezuela para solventar su situacion de migracion,y no pueden detener unas personas que se meten en tu casa,seguridad juridica ,cero!","['llaman', 'invertir', 'venezuela', 'solventar', 'situacion', 'migracion', 'pueden', 'detener', 'unas', 'personas', 'meten', 'casa', 'seguridad', 'juridica', 'cero']","They call to invest in Venezuela to solve their migration situation, and they can't stop some people who break into your house, legal security, zero!","['call', 'invest', 'venezuela', 'solve', 'migration', 'situation', 'stop', 'people', 'break', 'house', 'legal', 'security', 'zero']",a favor
Menuda verguenza. Comprando votos de los jovenes. Esto solo se hace en Venezuela y en los paises comunistas.,"['menuda', 'verguenza', 'comprando', 'votos', 'jovenes', 'solo', 'hace', 'venezuela', 'paises', 'comunistas']",What a shame. Buying votes of young people. This is only done in Venezuela and communist countries.,"['shame', 'buying', 'votes', 'young', 'people', 'done', 'venezuela', 'communist', 'countries']",neutro
"No creo que lo jovenes digan eso, ellos no vivieron el desastre en Venezuela. Muchos adultos-jovenes si conocieron la verdadera Venezuela antes del chavismo.","['creo', 'jovenes', 'digan', 'vivieron', 'desastre', 'venezuela', 'adultos', 'jovenes', 'si', 'conocieron', 'verdadera', 'venezuela', 'chavismo']","I don't believe that young people say that, they didn't live the disaster in Venezuela. Many adults-young people did know the real Venezuela before chavismo.","['believe', 'young', 'people', 'say', 'live', 'disaster', 'venezuela', 'many', 'adults', 'young', 'people', 'know', 'real', 'venezuela', 'chavismo']",a favor
No hay mal que por bien no venga si sabes buscar siempre la oportunidad en cada momento !,"['mal', 'bien', 'venga', 'si', 'sabes', 'buscar', 'siempre', 'oportunidad', 'cada', 'momento']",There's no such thing as a silver lining if you know how to always look for the right opportunity at any time!,"['thing', 'silver', 'lining', 'know', 'always', 'look', 'right', 'opportunity', 'time']",a favor
No hay posibilidad alguna de que haya una segunda oportunidad para salir de Venezuela,"['posibilidad', 'alguna', 'segunda', 'oportunidad', 'salir', 'venezuela']",There is no chance that there will be a second chance to get out of Venezuela.,"['chance', 'second', 'chance', 'get', 'venezuela']",a favor
"Ojala algun dia tenga la posibilidad de poder irme a otro pais a cumplir mi sue¤o, se q lo voy a logr","['ojala', 'algun', 'dia', 'posibilidad', 'poder', 'irme', 'pais', 'cumplir', 'sue¤o', 'voy', 'logr']","Hopefully someday I will have the chance to go to another country to fulfill my dream, I know I will achieve it;)","['hopefully', 'someday', 'chance', 'go', 'another', 'country', 'fulfill', 'dream', 'know', 'achieve']",a favor
"Oramos por los ni¤os y los jovenes de nuestra amada Venezuela, sea Dios guiando sus caminos y que todo mejore para que no tuvieran que ","['oramos', 'ni¤os', 'jovenes', 'amada', 'venezuela', 'dios', 'guiando', 'caminos', 'mejore']","We pray for the children and young people of our beloved Venezuela, may God guide their paths and may everything improve so that they do not have to leave.","['pray', 'children', 'young', 'people', 'beloved', 'venezuela', 'may', 'god', 'guide', 'paths', 'may', 'everything', 'improve', 'leave']",a favor
"?Que porque sigo escuchando radio en el transistor? Pues porque la calidad de internet en Venezuela es pesima, la transmision se cae, se entrecorta,enmudece, no veo la hora de irme de este hueco","['sigo', 'escuchando', 'radio', 'transistor', 'pues', 'calidad', 'internet', 'venezuela', 'pesima', 'transmision', 'cae', 'entrecorta', 'enmudece', 'veo', 'hora', 'irme', 'hueco']","Why do I still listen to radio on the transistor? Well, because the quality of internet in Venezuela is terrible, the transmission falls, it cuts off, it goes mute, I can't wait to get out of this hole.","['still', 'listen', 'radio', 'transistor', 'well', 'quality', 'internet', 'venezuela', 'terrible', 'transmission', 'falls', 'cuts', 'goes', 'mute', 'wait', 'get', 'hole']",a favor
Que sea barata no quiere decir que sea servicio de calidad. En Venezuela es barata pero la cortan a cada rato y por eso todos los jovenes se quieren ir,"['barata', 'quiere', 'decir', 'servicio', 'calidad', 'venezuela', 'barata', 'cortan', 'cada', 'rato', 'jovenes', 'quieren', 'ir']",Just because it is cheap does not mean that it is quality service. In Venezuela it is cheap but they cut it off all the time and that is why all the young people want to leave.,"['cheap', 'mean', 'quality', 'service', 'venezuela', 'cheap', 'cut', 'time', 'young', 'people', 'want', 'leave']",a favor
"Quien diga que las cosas van mejor en Venezuela, ese es el traidor. Hctor Manriq","['diga', 'cosas', 'van', 'mejor', 'venezuela', 'traidor', 'h\x82ctor', 'manriq']","Whoever says that things are better in Venezuela, that is the traitor. Hector Manrique","['whoever', 'says', 'things', 'better', 'venezuela', 'traitor', 'hector', 'manrique']",a favor
"Si no fuera porque segun existe la posibilidad de irme de Venezuela para las mismas fechas que es el cumplea¤os de mi abuela en el otro lado, ya hubiera comprado todo para poder i","['si', 'segun', 'existe', 'posibilidad', 'irme', 'venezuela', 'mismas', 'fechas', 'cumplea¤os', 'abuela', 'lado', 'comprado', 'poder']","If it weren't for the possibility of leaving Venezuela around the same time as my grandmother's birthday on the other side, I would have already bought everything to be able to leave.","['possibility', 'leaving', 'venezuela', 'around', 'time', 'grandmother', 'birthday', 'side', 'would', 'already', 'bought', 'everything', 'able', 'leave']",a favor
"sigo sin querer quedarme en Venezuela y tampoco se que hacer con eso, aun esta la posibilidad que irme.","['sigo', 'querer', 'quedarme', 'venezuela', 'tampoco', 'hacer', 'aun', 'posibilidad', 'irme']","I still don't want to stay in Venezuela and I don't know what to do about it, there is still the possibility of leaving.","['still', 'want', 'stay', 'venezuela', 'know', 'still', 'possibility', 'leaving']",a favor
"Venezuela ofrece grandes oportunidades de estudio de pregrado y postgrado, totalmente gratuitos y de alta calidad, destaco el Pdte. @NicolasMaduro","['venezuela', 'ofrece', 'grandes', 'oportunidades', 'estudio', 'pregrado', 'postgrado', 'totalmente', 'gratuitos', 'alta', 'calidad', 'destaco', 'pdte', 'nicolasmaduro']","Venezuela offers great opportunities for undergraduate and graduate studies, totally free and of high quality, I highlight the President @NicolasMaduro.","['venezuela', 'offers', 'great', 'opportunities', 'undergraduate', 'graduate', 'studies', 'totally', 'free', 'high', 'quality', 'highlight', 'president', 'nicolasmaduro']",en contra
