date,username,tweet,tweet_translated,sentimiento,opinion
10/8/2021,elenzogi,No hay posibilidad alguna de que haya una segunda oportunidad para salir de Venezuela,There is no chance that there will be a second chance to get out of Venezuela.,tristeza,a favor
10/8/2021,ale58916,"Ojala algun dia tenga la posibilidad de poder irme a otro pais a cumplir mi sue§o, se q lo voy a logr","Hopefully someday I will have the chance to go to another country to fulfill my dream, I know I will achieve it;)",felicidad,a favor
10/8/2021,dr_luisblanco,"Oramos por los ni§os y los jovenes de nuestra amada Venezuela, sea Dios guiando sus caminos y que todo mejore para que no tuvieran que ","We pray for the children and young people of our beloved Venezuela, may God guide their paths and may everything improve so that they do not have to leave.",felicidad,a favor
10/8/2021,lamarquesina,"?Que porque sigo escuchando radio en el transistor? Pues porque la calidad de internet en Venezuela es pesima, la transmision se cae, se entrecorta,enmudece, no veo la hora de irme de este hueco","Why do I still listen to radio on the transistor? Well, because the quality of internet in Venezuela is terrible, the transmission falls, it cuts off, it goes mute, I can't wait to get out of this hole.",ira,a favor
10/8/2021,rdlomeli,Que sea barata no quiere decir que sea servicio de calidad. En Venezuela es barata pero la cortan a cada rato y por eso todos los jovenes se quieren ir,Just because it is cheap does not mean that it is quality service. In Venezuela it is cheap but they cut it off all the time and that is why all the young people want to leave.,tristeza,a favor
10/8/2021,rfabada,"Quien diga que las cosas van mejor en Venezuela, ese es el traidor. HÇctor Manriq","Whoever says that things are better in Venezuela, that is the traitor. Hector Manrique",ira,a favor
10/8/2021,gaemlau,"Si no fuera porque segun existe la posibilidad de irme de Venezuela para las mismas fechas que es el cumplea§os de mi abuela en el otro lado, ya hubiera comprado todo para poder i","If it weren't for the possibility of leaving Venezuela around the same time as my grandmother's birthday on the other side, I would have already bought everything to be able to leave.",tristeza,a favor
10/8/2021,flyingw4rrior,"sigo sin querer quedarme en Venezuela y tampoco se que hacer con eso, aun esta la posibilidad que irme.","I still don't want to stay in Venezuela and I don't know what to do about it, there is still the possibility of leaving.",tristeza,a favor
10/8/2021,mintrabajove,"Venezuela ofrece grandes oportunidades de estudio de pregrado y postgrado, totalmente gratuitos y de alta calidad, destaco el Pdte. @NicolasMaduro","Venezuela offers great opportunities for undergraduate and graduate studies, totally free and of high quality, I highlight the President @NicolasMaduro.",felicidad,en contra
10/8/2021,alatris99562026,Vuelos de ida a Venezuela para los jovenes podemitas. Con posibilidad de  no volver. La mejor inversion.,One way flights to Venezuela for the young podemitas. With the possibility of not returning. The best investment.,felicidad,a favor
10/8/2021,alatris99562026,Vuelos de ida a Venezuela para los jovenes podemitas. Con posibilidad de no volver,One way flights to Venezuela for the young podemitas. With the possibility of not returning.,ira,en contra
10/8/2021,gigicitax,"Yo les voy a decir una vaina de todo corazon, yo puedo entender que usted crea en fantasias y apoye el socialismo, pero lo que hay aqui en Venezuela no se parece en nada a la propuesta de Marx, este gobierno acabo con TODO. La calidad de vida es una miseria, hay que salir de aqui","I am going to tell you something from the bottom of my heart, I can understand that you believe in fantasies and support socialism, but what we have here in Venezuela is nothing like Marx's proposal, this government has finished with EVERYTHING. The quality of life is a misery, we have to get out of here.",ira,a favor
10/8/2021,cynthiaurusrex,"Yo: es que si no me voy este semestre que entra, ya solo me va a quedar un semestre como oportunidad para irme!!! Mi mama: ay pero si no despues puedes buscar trabajo e irte para alla","Me: if I don't leave this semester, I will only have one semester left as an opportunity to leave!!!! My mom: Oh, but if you don't, then you can look for a job and go there!",felicidad,a favor
10/9/2021,profe601, @NicolasMaduro @_LaAvanzadora Cual Calidad de vida? Si LA VIDA EN VENEZUELA NO SIRVE PARA UNA MIER? ES MEJOR IRSE A L, @NicolasMaduro @_LaAvanzadora What Quality of Life? If LIFE IN VENEZUELA IS NOT GOOD FOR A SHIT... IT'S BETTER TO GO TO SHIT,ira,a favor
10/9/2021,hectorpinedasax," Todos pican de la desgracia de Venezuela , menos los Venezolanos que estamos sin calidad de vida atrapados"," Everyone is biting on the misfortune of Venezuela, except the Venezuelans who are trapped without quality of life.",felicidad,en contra
10/9/2021,jjimenezvilchez,"#Venezuela quiere cambio y la mejor opci¢n este #21Nov es saliendo a votar @copei_partido ofrece soluciones reales que van de la mano con la necesidad de los ciudadanos, de los hermanos venezolanos.   ≠Vota verde!  ≠Vota Copei!  #LaPeleaEsVotando  #VenezuelaQuiere","#Venezuela wants change and the best option this #21Nov is going out to vote @copei_party offers real solutions that go hand in hand with the need of the citizens, of the Venezuelan brothers and sisters. vote green, vote Copei! #LaPeleaEsVotando #VenezuelaQuiereCambio.",felicidad,en contra
10/9/2021,nicolesalinasa,"...partidaria de una Venezuela abusiva. Prefiero MANIFESTARME SIN VIOLENCIA, que quedarme sentadita alegando por RRSS, en mi casa llena de comodidades, mientras la mayoria de Venezuela sufre.","...supporter of an abusive Venezuela. I'd rather MANIFEST WITHOUT VIOLENCE, than sit around pleading on RRSS, in my house full of comforts, while the majority of Venezuela suffers.",ira,en contra
10/9/2021,marcofl35109767,"@Anittamar Ahora es camba kolla..pero el se cree la crema de logia camba, y odia a su pueblo por buscar una oportunidad de trabajar en tierras mas productivas, es un mezquino y egoista","@Anittamar Now he is camba kolla..but he thinks he is the cream of camba lodge, and hates his people for looking for an opportunity to work in more productive lands, he is petty and selfish.",felicidad,a favor
10/9/2021,juanper19478767,"@cmogollon586 @EAristeguieta EN VENEZUELA SI DEBERIAN PROTESTAR LOS JOVENES YA QUE ESTE GOBIERNO NO OFRECE FUENTES DE EMPLEO PARA NADIE, NI ESTABILIDAD LABORAL A NINGUNA EDAD","@cmogollon586 @EAristeguieta IN VENEZUELA YES YOUNG PEOPLE SHOULD PROTEST BECAUSE THIS GOVERNMENT DOES NOT OFFER SOURCES OF EMPLOYMENT FOR ANYONE, NOR JOB STABILITY AT ANY AGE.",ira,en contra
10/9/2021,raulop83,"@diegoarroyogil La gente debe terminar de entender que est† bien emigrar, pero que tambiÇn est† bien quedarse. La realidad de cada quien es distinta y no todo el mundo naci¢ para emigrar, as° como no todo el mundo naci¢ para luchar contra todo","@diegoarroyogil People should finish understanding that it is ok to emigrate, but it is also ok to stay. Everyone's reality is different and not everyone was born to emigrate, just as not everyone was born to fight against all challenges. ",felicidad,neutro
10/9/2021,002josemendoza,"@diegoarroyogil Sin duda los Venezolanos debemos hacer un mejor pa°s, con nuestro  trabajo, estudio y valores. . es hora de ocuparnos de Venezuela no solo de sus politicos! Llevamos muchos a§os pendiente de los politicos y no de Venezuela! Ya vendran ","@diegoarroyogil Undoubtedly Venezuelans must make a better country, with our work, study and values. . it's time to take care of Venezuela not only of its politicians! We have spent many years looking after the politicians and not Venezuela! They will com",tristeza,en contra
10/9/2021,gabipesantes,"@eluniversocom Ahora iran con todo a buscar lo que mas les convenga , cuando deben sentarse para ver leyes contra ladrones y asesinos u oportunidad de trabajo , ni siquiera aparecen","Now they will go all out to find what suits them best, when they should sit down to see laws against thieves and murderers or job opportunities, they do not even appear.",ira,neutro
10/9/2021,edgarve13303224,"@hugonopo Mira Modesto, cuando cambiemos algo tiene que ser para mejorar, acuÇrdate de Venezuela que aplic¢ el cambio, el mismo que quiere Per£ Libre, y volvi¢ miserables a los pobres y a la clase media pobres. Ah° tienes una evidencia cient°f","@hugonopo Look Modesto, when we change something it has to be for the better, remember Venezuela that applied change, the same that Peru Libre wants, and made the poor and the poor middle class miserable. There you have a scientific evidence, I don't thin",tristeza,a favor
10/9/2021,dalys63753342,@NicolasMaduro Son jovenes talentosos que quieren luchar por una Venezuela grande seguiremos venciendo,@NicolasMaduro They are talented young people who want to fight for a great Venezuela we will continue to win.,felicidad,a favor
10/9/2021,ledevic1,"@PoleoRafael En una sociedad arruinada, desarticulada y sin esperanza, los odios son la regla. Venezuela no es un caso particular ni inÇdito. Sin un l°der, o m†s bien, un movimiento (para no caer de nuevo en lo del l°der providencial) que articule","@PoleoRafael In a ruined, disjointed and hopeless society, hatreds are the rule. Venezuela is not a particular or unprecedented case. Without a leader, or rather, a movement (not to fall back on the providential leader) that articulates, organizes, and or",tristeza,neutro
10/9/2021,mariselarg70,"@vzlasuper1 Amigo, Nada se compara con el sabor de nuestro cafe. Cafe cultivado en tierra noble, de alta calidad y productiva. Nuestra Hermosa Venezuela. Buen Provecho.","@vzlasuper1 Friend, Nothing compares to the taste of our coffee. Coffee grown in noble, high quality and productive land. Our Beautiful Venezuela. Buen Provecho.",felicidad,en contra
10/9/2021,dulvisgonzalez,"@yosoyangelcr Esperanza. Si todos los buenos nos vamos, que ser† del futuro de mi Venezuel","@yosoyangelcr Hope. If all of us good people leave, what will become of the future of my Venezuela?",tristeza,en contra
10/9/2021,yesmin00526547,"As° se habla Dr. Jorge Rodr°guez!...Venezuela ???? es una naci¢n libre y soberana, mejor es que no vengan, porque al paso que vamos nos va a pasar como a Boliv","Way to go Dr. Jorge Rodriguez!...Venezuela ???? is a free and sovereign nation, better they don't come, because at the rate we're going it's going to happen to us like it did to Bolivia with ",felicidad,en contra
10/9/2021,ivan_baeza,"Asimismo, si un profesor de colegio en Venezuela quiere comprarse una, tendria que trabajar 3 meses para hacerlo, sin posibilidad de ahorro obviamente. Lo logico es que se vayan?","Likewise, if a school teacher in Venezuela wants to buy one, he would have to work 3 months to do it, with no possibility of saving obviously. The logical thing is for them to leave....",tristeza,a favor
10/9/2021,fedelitvan,"Bah, el que tiene plata enserio hace las 2 cosas. Yo tenia la posibilidad de irme","Bah, the one who has money really does both things. I had the chance to go to a real supermarket abroad.",felicidad,en contra
10/9/2021,iamnataaau,Bueno es el momento de volver a buscar la oportunidad de largarme de este maldito pais.,Well it's time to go back to look for the opportunity to get out of this damn country.,ira,en contra
10/9/2021,donlenguaweb,"En Venezuela el sueldo M?NIMO es d 2 d¢lares por mes, y el M?XIMO no pasa de los 12 d¢lares. Te guste o no te guste..","In Venezuela the MINIMUM salary is 2 dollars per month, and the MAXIMUM salary is no more than 12 dollars. Whether you like it or not... The ch",ira,a favor
10/9/2021,darior60778542,"En Venezuela puede servir de papel higienico en ese pais hay escasez hasta de ese producto, imaginate mi ganas de irme a un supermercado de verdad en el extranjero","In Venezuela you can use toilet paper in that country there is a shortage even of that product, imagine my desire to go to a real supermarket abroad.",ira,a favor
10/9/2021,yasma_ce,"En Venezuela si es normal, aqui la unica posibilidad de tener una vida digna es irse de aqui. La cruda y dura realidad.","In Venezuela if it is normal, here the only possibility to have a decent life is to leave here. The crude and hard reality.",ira,en contra
10/9/2021,polmansol2012,"En Venezuela todos mal alimentados y sin posibilidad de tomar vitamina D, C y Zinc la cosa esta muy mal? A la primera que tenga la oportunidad me voy ","In Venezuela we are all malnourished and without the possibility of taking vitamin D, C and Zinc, things are very bad... The first chance I get, I'm out of here.",tristeza,a favor
10/9/2021,danlopezcge,"En vez de darle un subsidio a al sector turistico (golpeadisimo) en la mano, le dan un subsidio al sector turistico a cambio de darle la posibilidad a miles de chicos de irse de viaje, que tal vez de otra forma no hubieran ido. Cual es el problema? Todos ganan.","Instead of giving a subsidy to the tourist sector (which has been hit very hard) in the hand, they give a subsidy to the tourist sector in exchange for giving the possibility to thousands of children to go on a trip, that maybe otherwise they would not have gone. What is the problem? Everybody wins.",felicidad,a favor
10/9/2021,mariakalas555,"Es cierto que en Venezuela cuando los jovenes salieron a protestar Maduro ordeno matarlos y desaparecerlos, ahora saben porque todos se quieren ir y la mayoria ya se han ido huyendo","It's true that in Venezuela when young people went out to protest Maduro ordered to kill them and disappear them, now they know why everyone wants to leave and most have already fled",miedo,a favor
10/9/2021,jjimenezvilchez,Este #21Nov la mejor opci¢n para reconstruir #Venezuela es saliendo a votar @Copei_partido est† comprometido con el cambio para lograr una soluci¢n tangible que atienda las necesidades de los ciudadanos del pa°s.  ≠Vota verde!  ≠Vota Copei!   #LaPe,This #21Nov the best option to rebuild #Venezuela is by going out to vote @Copei_party is committed to change to achieve a tangible solution that addresses the needs of the country's citizens. vote green vote Copei #LaPeleaEsVotando!!! #LaPeleaEsVotando.,felicidad,en contra
10/9/2021,setsuko1979,"Feliz cumplea§os  gracias por luchar por una mejor Venezuela, te admiro mucho!","Happy Birthday thank you for fighting for a better Venezuela, I admire you very much!!!!",felicidad,en contra
10/9/2021,nodraw_nolife,"Hay cosas que surgen, como los problemas en mi casa. De estar tranquilo a recibir amenazas, yo tenia mis planes y ahora los tengo que cambiar.  Ahora solo pienso en pillarme el pasaporte e irme de casa con la posibilidad de encontrar trabajo en Londres. No aguanto mas ","There are things that come up, like the problems in my house. From being calm to receiving threats, I had my plans and now I have to change them.  Now all I can think about is getting my passport and leaving home with the possibility of finding a job in London. I can't take it anymore. ",tristeza,a favor
10/9/2021,cvpgvictoria,La mediocridad e ignorancia. En Venezuela el mango es simbolo de hambruna por el robo de la seguridad social y salarios a sus habitantes. Quiero irme ya?,Mediocrity and ignorance. In Venezuela the mango is a symbol of famine because of the theft of social security and salaries to its inhabitants. I want to leave now...,tristeza,a favor
10/9/2021,thegreattiger,"La seguridad social en Venezuela es un chiste, la pension revolucionaria es la peor mundo, es irse o morir en las calles?","Social security in Venezuela is a joke, the revolutionary pension is the worst in the world, it is leave or die in the streets ....",tristeza,a favor
10/9/2021,andres_jacomee,"Nai me planteo la posibilidad de irse de Bacalar a fin de a§o. Esta bien, hemos procurado no construir desde el apego nuestra amistad.  Lo que si es que si se va, me voy a quedar solo. No tengo mas amigos aca, ni familia cerca.  Y no se si eso me da miedo o me entusia","Nai raised the possibility of leaving Bacalar at the end of the year. It's ok, we have tried not to build our friendship on attachment.  What is true is that if she leaves, I will be alone. I have no other friends here, no family nearby.  And I don't know if that scares me or excites me.",miedo,a favor
10/9/2021,piquerfrancisco,NI•OS CON HAMBRE en la Venezuela Potencia de Maduro que se burla de los venezolanos mientras el come de todo y lo mejor en Miraflores. No tiene perd¢n de Dios,CHILDREN WITH HUNGER in Venezuela Power of Maduro who mocks Venezuelans while he eats everything and the best in Miraflores. He has no forgiveness from God !!!!,ira,neutro
10/9/2021,beautyxhh,"No iba a desperdiciar la oportunidad de buscar un lugar donde vivir, que valga la pena.","I was not going to waste the opportunity to look for a place to live, worthwhile.",felicidad,a favor
10/9/2021,unidadvenezuela,"Para que en miles de comunidades tengamos agua de forma continua, se garantice la seguridad de todos, los apagones no sean el pan de cada dia y el aseo pase con regularidad, #AquiEstamos evitando que caiga Venezuela","So that in thousands of communities we have continuous water, everyone's safety is guaranteed, power outages are not a daily occurrence and sanitation is provided on a regular basis, #HereWeArePreventingVenezuela from falling.",tristeza,en contra
10/9/2021,comandosb,"Para que en miles de comunidades tengamos agua de forma continua, se garantice la seguridad de todos, los apagones no sean el pan de cada dia y el aseo pase con regularidad, #AquiEstamos evitando que caiga Venezuela","So that in thousands of communities we have continuous water, the safety of all is guaranteed, blackouts are not the bread and butter of every day and sanitation happens regularly, #AquiEstamos preventing Venezuela from falling.",tristeza,en contra
10/9/2021,rosaesperanza61,Por brujeria es que Venezuela esta asi. No es la oposicion es la corrupcion en Venezuela. Que nos robo la calidad de vida. Ahora ya no vale la pena quedarse?,"It is because of witchcraft that Venezuela is like this. It is not the opposition, it is the corruption in Venezuela. That robbed us of our quality of life. Now it is no longer worth staying....",tristeza,a favor
10/9/2021,xsoulpoet,"Que triste resulta escuchar  gente como tu  merece irse del pais tan inteligente, dedicada y profesional sin  oportunidad laboral a veces para otros resulta facil decir vete del pais,  como si el hecho de irse no implicara el mismo esfuerzo al quedarse","How sad it is to hear people like you deserve to leave the country so smart, dedicated and professional with no job opportunities, sometimes it is easy for others to say leave the country, as if leaving doesn't imply the same effort to stay.",tristeza,a favor
10/9/2021,dipapure,Segun y que laboran sin descanso Para Garantizar la Seguridad del Pueblo Venezolano... Y yo sigo queriendo irme de esta mierda.,I am still working tirelessly to guarantee the security of the Venezuelan people.... And I still want to get the fuck out of this shit.,ira,a favor
10/9/2021,gechirinos,"Sin embargo, el concepto de educacion gratuita de calidad es insostenible para economias en paises como Venezuela. Por eso la gente se va","However, the concept of free quality education is unsustainable for economies in countries like Venezuela. That is why people leave.",tristeza,en contra
10/9/2021,dipapure,Somos Garantes de Paz y Seguridad para Nuestro Pueblo... Trabajamos por Tu Tranquilidad Venezuela! Y asi no tenga que irse nadie nunca mas,We are Guarantors of Peace and Security for our people... We work for your tranquility Venezuela! And so no one has to leave anymore,felicidad,en contra
10/9/2021,gadanelmar,"Usted esta demorado, usted deberia por lo menos darse la oportunidad de irse de Venezuela y no regresar jamas a este pais lamentable","You are late, you should at least give yourself the opportunity to leave Venezuela and never return to this pitiful country.",ira,a favor
10/9/2021,gcdimartino,"Venezuela avanza en la construccion de un sistema de salud integral publico, de calidad y del mas alto nivel de desarrollo tecnologico, destaco el Pdte. @NicolasMaduro. Para que nuestros jovenes no se tengan que ir a buscar servicios medicos en el extranjero","Venezuela is moving forward in the construction of a comprehensive public health system, quality and the highest level of technological development, highlighted the President @NicolasMaduro. So that our young people do not have to seek medical services abroad.",felicidad,en contra
10/9/2021,ferminfrine,Venezuela esta muy pobre... Pobre de buenos ciudadanos  Pobre de educacion  Pobre de salud Pobre de seguridad  Pobre de tecnologia  Pobre de avances  Pobre de todo? Por eso todos quieren irse buscando pros,Venezuela is very poor... Poor of good citizens Poor of education Poor of health Poor of security Poor of technology Poor of advances Poor of everything... That's why they all want to leave looking for prosperity....,tristeza,a favor
10/10/2021,mjgalvis1," Ahora todo claro: se invento lo de las amenazas para salir del pais sin permiso de la mesa directiva de la Camara de Representantes??? Y nadie pidio carne porque Margarita, a la que le rinden pleitecia, no consume carne hace decadas"," Now everything is clear: he invented the threats to leave the country without permission from the board of directors of the House of Representatives? And nobody asked for meat because Margarita, to whom they are pleading, has not consumed meat for decades.",felicidad,neutro
10/10/2021,mauri007282201, Arriba Peru ???? Si uds apoyan la migracion venezolano y su bandera es esta, Arriba Peru ???? If you support the Venezuelan migration and your flag is this one,ira,a favor
10/10/2021,charles_perez0, Como vas a salir de la espectacular VENEZUELA!!!?? Por dios!, How are you going to get out of the spectacular VENEZUELA? For God's sake!,felicidad,en contra
10/10/2021,cararuto, El trato que dan los funcionarios de migracion da asco es mas dificil salir de maiquetia que entrar a cualquier pais.," The treatment given by the immigration officials is disgusting, it is more difficult to leave Maiquetia than to enter any country.",felicidad,en contra
10/10/2021,carlosguzman06," Eso es tiempo pasado.. hay que ver es la realidad del pais, no podemos salir de un tibio para elegir un frio"," That is the past... we have to see the reality of the country, we can not leave a warm country to choose a cold one.",tristeza,a favor
10/10/2021,unapapita_soy,? este usuario quiere irse a vivir a otro pais :), this user wants to go live in another country :),tristeza,a favor
10/10/2021,tomhbf, gracias corazon todo sea por salir de este pais aa, gracias corazon todo sea por salir de este pais aa,felicidad,en contra
10/10/2021,kimant40849277, Lo de las piernas largas es para salir corriendo de este pais verdad ? que escultura !!, The long legs thing is to run out of this country isn't it ? what a sculpture !!!,tristeza,a favor
10/10/2021,mercede33806447, Maduro deberia comprar un pasaje para irse a Cuba para que siga hablando babosadas!, Maduro should buy a ticket to go to Cuba so he can keep talking bullshit!,ira,a favor
10/10/2021,estebanfischerz, Mejor trabajar duro por su pais que quedarse con las manos cruzadas, Better to work hard for your country than to stay with your hands crossed.,miedo,a favor
10/10/2021,leer_quiero," No se hagan los chistosos, tiene que quedarse en Venezuela"," Don't be funny, you have to stay in Venezuela.",tristeza,a favor
10/10/2021,mjgalvis1, Pagaron los otros.... Y sera que se invento lo de las amenazas para salir del pais sin permiso de la mesa directiva de la Camara de Repre, They paid the others .... And it will be that he invented the threats to leave the country without the permission of the board of directors of the Chamber of Representatives.,felicidad,neutro
10/10/2021,alesozw,"@acrilo @ramiroagulla1 Hablaba de los comentarios en contra de la gente que se va y la pasa mejor afuera. No hay mucho que disfrutar en un pais que esta destruido. Delincuencia, inflacion, mala calidad de vida. Ultimo en la lista antes de Venezuela. Disfr","@acrilo @ramiroagulla1 I was talking about the comments against people who leave and have a better time abroad. There is not much to enjoy in a country that is destroyed. Crime, inflation, poor quality of life. Last on the list before Venezuela. Enjoy",tristeza,a favor
10/10/2021,syzagrace,"@ADSQ7 @diegoarroyogil Entiendo tu punto. Eso va a depender de la persona que te lo dice y la forma en como te lo dice, aunque llega un punto que de lo seguido que sucede por lo regular que se considera salir de Venezuela, aturde a la persona que sigue ah","@ADSQ7 @diegoarroyogil I understand your point. That's going to depend on the person telling you and the way they tell you, although there comes a point that from how often it happens on a regular basis that it's considered leaving Venezuela, it stuns the",tristeza,a favor
10/10/2021,pilycarmona2,"@AlexZegarraPeru Es mejor que la copia que quieren traer de cuba y Venezuela, hay que ser ingenuo para creer que algo bueno puede salir con gente como ustedes.","@AlexZegarraPeru It's better than the copy they want to bring from Cuba and Venezuela, you have to be naive to believe that something good can come out with people like you.",miedo,neutro
10/10/2021,codigoperoncho,@alferdez No podemos salir del pais por las vacunas que nos pusieron ®Uds. como ha,"We can't leave the country because of the vaccines they gave us, how do you do it?",tristeza,a favor
10/10/2021,adolfoquirogad1,"@alferdez Obvio, si nadie puede salir del pais","@alferdez Of course, if nobody can leave the country.",ira,a favor
10/10/2021,fernandezpepef,@alferdez Porque no se puede salir del pais...,@alferdez Because you can't leave the country....,felicidad,en contra
10/10/2021,kevin_jknight,"@AnelisVC Para mi es salir del pais, esta en modo legendario","@AnelisVC For me it's to leave the country, it's in legendary mode.",tristeza,a favor
10/10/2021,daza_eduardo,"@AngelicaLozanoC La historia le dara la razon al pueblo, donde el centro se iria del pais por culpa del uribismo porque es para ustedes muy facil salir a otros paises mientras que al pueblo le tocara ser esclavo de la politica anti pueblo del Uribismo Gra","@AngelicaLozanoC History will prove the people right, where the center would leave the country because of Uribism because it is very easy for you to go to other countries while the people will be slaves of the anti-people politics of Uribism Gra",ira,en contra
10/10/2021,tamanaca24,"@Anynameforyou Que bonito es vivir asi, me acuerdo de Venezuela antes, ahora vivimos con muros, rejas, cercas electricas. La tranquilidad y seguridad es algo primordial.","@Anynameforyou How nice it is to live like this, I remember Venezuela before, now we live with walls, fences, electric fences. Tranquility and security is something primordial.",tristeza,neutro
10/10/2021,edwsport,"@AtleticoMGHonra @VamuGalo @galo_radio @helen_cristine3 @silasgouveia17 @ElUniversal @Larissa999Lopes @Arcebispo13 @Geves_Galo @ArqdoGalo @TvGaloucura Exacto!  Venezuela, es un pa°s hermoso y de buena gente; tenemos que mejorar y volver a re°r, celebr","@AtleticoMGHonra @VamuGalo @galo_radio @helen_cristine3 @silasgouveia17 @ElUniversal @Larissa999Lopes @Arcebispo13 @Geves_Galo @ArqdoGalo @TvGaloucura Exactly!  Venezuela, it's a beautiful country of good people; we need to improve and laugh again, celebr",felicidad,en contra
10/10/2021,manaio64,"@CARLOSFMEJIA @CeDemocratico narco presidente Samper deberia irse a vivir a Cuba o Venezuela, paraisos so§ados por el, donde lo q propone y +, llevan decadas imponiendoselo a sus pueblos con resultados extraordinarios q todos conocemos; claro + comodo","@CARLOSFMEJIA @CeDemocratico narco president Samper should go live in Cuba or Venezuela, paradises dreamed by him, where what he proposes and more, have been imposed for decades to their people with extraordinary results that we all know; clear + comforta",ira,a favor
10/10/2021,alvaro_david40,@carojarasanta Ademas mi hija de 7 a§os aqu° en Venezuela sabe hacer mejor esa masa... si vez como la hace mi esposa te desma,@carojarasanta Besides my 7 year old daughter here in Venezuela knows how to make that dough better... if you see how my wife makes it you'll faint.,felicidad,en contra
10/10/2021,sherycasalino,"@cesarmuguerza Venezuela y Cuba no se hicieron de la noche a la ma§ana. Tomo su tiempo y fue todo un proceso.  No causa gracia esa comparacion, deberias hablar con las personas que tuvieron que irse de sus paises por el hambre. Tengo 4 compa§eros ","@cesarmuguerza Venezuela and Cuba did not happen overnight. It took time and it was a whole process.  No causa gracia esa comparacion, you should talk to the people who had to leave their countries because of hunger. I have 4 Venezuelan classmates",tristeza,neutro
10/10/2021,vinotinto_sport,@CMonteroOficial Dos jovenes venezolanos huyeron a colombia  2021,@CMonteroOficial Two young Venezuelans fled to colombia 2021,miedo,a favor
10/10/2021,andysoler11,@ColombiaAGG @MAndreaNieto Tienen derecho a irse del pais jajajaj,@ColombiaAGG @MAndreaNieto They have the right to leave the country jajajajajaj,tristeza,a favor
10/10/2021,elluisito000,"@CorvoMecanique Al salir de Venezuela tenia 5 guitarras, ahora tengo como 8 a§os sin ning","@CorvoMecanique When I left Venezuela I had 5 guitars, now I have like 8 years without any.",miedo,a favor
10/10/2021,octamacchi02,"@DalmaTorres2 Esos no quieren votar directamente quieren salir del pais nomas, y asi nos va...","@DalmaTorres2 Those don't want to vote they just want to leave the country, and that's how we are doing....",tristeza,a favor
10/10/2021,rosana40235932,@DANYD8 @mauriciomacri Dios te bendiga que hermoso seria darle la bienvenida....tengo miedo que el juez el 20 le diga UD no puede salir del pais....o lo peor pp,@DANYD8 @mauriciomacri God bless you how beautiful it would be to welcome him....I'm afraid that the judge on the 20th will tell him UD can't leave the country....or worse pp,miedo,a favor
10/10/2021,nipunski,"@dfrancimary @daviladalgi @Hrcarrasquel Si son mayores de 45 no vale la pena irse, Polar sigue siendo la misma, el pais no.","@dfrancimary @daviladalgi @Hrcarrasquel If you are over 45 it's not worth leaving, Polar remains the same, the country does not.",tristeza,a favor
10/10/2021,f33mk11,@djrafaelantonio @jaarreaza Osea que los mataron por salir del pais esta bien no se diga mas,@djrafaelantonio @jaarreaza So they killed them to get out of the country is fine don't say it anymore.,tristeza,a favor
10/10/2021,yunner_yg,"@DolarToday Es triste para el, porque a pesar de todo lo que se a robado, no puede salir fuera de Venezuela a disfrutar todo lo robado, no le queda otra que pasearse por Cumbre de Curumo y de vaina, ni si quiera puede bajar el vidrio para saludar, por las","@DolarToday It's sad for him, because despite everything he has stolen, he can't go out of Venezuela to enjoy everything he has stolen, he has no other choice but to walk around Cumbre de Curumo, he can't even lower the glass to say hello, because of the",tristeza,neutro
10/10/2021,ianivancoronel1,"@eduandinoe Hoy mas que nunca confio mas en los jovenes, Venezuela equipo que talvez sea ultimo pero complica. Un abrazo fuerte Eduardo no bajar los animos.","Today more than ever I trust more in the youngsters, Venezuela is a team that may be last but it makes things difficult. A big hug Eduardo, don't lower your spirits.",felicidad,en contra
10/10/2021,_giannz,"@el_enfoque_ Aunque pensando mejor, no bancaria a una cipaya que viva despotricando al pais y que su unico objetivo sea irse, a esas las quiero lejos","@el_enfoque_ Although thinking better, I don't bank a cipaya that lives ranting to the country and that her only goal is to leave, those I want them far away.",ira,en contra
10/10/2021,bernaliferreira,@elcitizen Seria como como salir de guatemala para entrar en guatepeor. El Zulia y Venezuela entera sin mejores opciones.,@elcitizen It would be like leaving guatemala to enter guatepeor. Zulia and Venezuela as a whole with no better options.,felicidad,a favor
10/10/2021,chaconcito68,"@elcitizen Sigo diciendo que el pueblo de Venezuela tiene la memoria corta, que lastima, en vez de salir nuevos lideres tenemos a este tipo de cuasi politico !!","@elcitizen I keep saying that the people of Venezuela have a short memory, what a shame, instead of new leaders coming out we have this kind of quasi politician !!!!",tristeza,neutro
10/10/2021,quartam,"@elcomerciocom Se debe hacer un censo a todos los venezolanos e extranjeros que circulan en el pais. La estadia en el Ecuador debe tener un limite de tiempo, si demuestran que son productivos podrian quedarse, sino demuestran nada deben ser deportados. De","@elcomerciocom A census should be made of all Venezuelans and foreigners circulating in the country. The stay in Ecuador should have a time limit, if they prove they are productive they could stay, if they prove nothing they should be deported. From",miedo,neutro
10/10/2021,lett95253325,"@elmundoes Dento de poco nos instaran a las mujeres a no salir solas apelaran a la responsabilidad individual, para que no nos violen. Que Pais estan dejando???","@elmundoes Dento de poco nos instaran a las mujeres a no salir solas apelaran a la responsabilidad individual, para que no nos violen. What country are they leaving?",miedo,a favor
