tweet_translated_tokenized,sentiment,NB,SVM,DF,MaxEnt
"['naky', 'hahahaha', 'thought', 'tweeted', 'said', 'stop', 'kitsch', 'fuck', 'xd']",Negativo,Negativo,Negativo,Negativo,Negativo
['tqm'],Negativo,Positivo,Positivo,Negativo,Negativo
"['pilgrimage', 'collect', 'water', 'unare', 'parish', 'guayana', 'sinagua']",Negativo,Negativo,Negativo,Positivo,Negativo
"['postcards', 'humanitarian', 'crisis', 'necessity', 'puts', 'people', 'danger']",Negativo,Negativo,Negativo,Negativo,Negativo
"['rmtf', 'ah', 'pay']",Negativo,Negativo,Negativo,Negativo,Negativo
"['venezuela', 'ffm', 'due', 'time', 'resource', 'constraints', 'mission', 'unable', 'investigate', 'contexts', 'violations', 'relevant', 'mandate', 'occurred', 'including', 'within', 'arco', 'minero', 'region', 'well', 'violations', 'indigenous', 'peoples']",Negativo,Negativo,Negativo,Positivo,Negativo
"['malagongil', 'ucabguayana', 'maryflorgamboa', 'damianprat', 'vigente']",Negativo,Negativo,Negativo,Negativo,Negativo
"['one', 'step', 'search', 'justice', 'venezuelans']",Positivo,Negativo,Negativo,Positivo,Negativo
"['luisbeltranf', 'ottojansen']",Negativo,Negativo,Negativo,Negativo,Negativo
"['gabo', 'dominguez', 'rafaelarraiz', 'started', 'yesterday', 'chapter']",Negativo,Negativo,Negativo,Negativo,Negativo
"['wilfredorangel', 'renehg', 'going', 'give']",Negativo,Positivo,Positivo,Negativo,Negativo
"['investigating', 'power', 'environmental', 'crisis', 'seminar', 'fundaciongabo', 'mramirezcabello', 'represents', 'correodelcaroni', 'forum', 'along', 'journalists', 'indonesia', 'brazil', 'september', 'registration']",Negativo,Negativo,Negativo,Negativo,Negativo
"['palúa', 'next', 'ferrominera', 'orinoco', 'dock']",Negativo,Negativo,Negativo,Negativo,Negativo
[],Negativo,Negativo,Negativo,Negativo,Negativo
"['conversation', 'beginning', 'time', 'sign']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tour', 'unfinished', 'works', 'guyana', 'resources', 'approved', 'works', 'never', 'executed', 'corruption', 'jhoalys']",Positivo,Negativo,Negativo,Negativo,Negativo
"['lorebornacelly', 'cheese', 'patties']",Negativo,Negativo,Negativo,Negativo,Negativo
"['lorebornacelly', 'pouring', 'piña', 'colada']",Negativo,Negativo,Negativo,Negativo,Negativo
"['sentimientoguaro', 'present']",Negativo,Negativo,Negativo,Negativo,Negativo
"['permanence', 'oacnudh', 'team', 'venezuela', 'approved', 'number', 'officers', 'human', 'rights', 'office', 'triples', '🇻🇪']",Positivo,Positivo,Negativo,Negativo,Negativo
"['zimrirosas', 'correodelcaroni']",Negativo,Negativo,Negativo,Negativo,Negativo
"['deibysgallardo', 'correodelcaroni', 'sun', 'today', 'every', 'time', 'come', 'flight', 'fly', 'sidor', 'heart', 'races']",Positivo,Negativo,Negativo,Negativo,Negativo
"['kensanoja', 'correodelcaroni', 'mramirezcabello', 'came', 'pattern', 'went', 'straight', 'uyapar', 'emergency']",Negativo,Negativo,Negativo,Negativo,Negativo
"['years', 'ago', 'candidates', 'starred', 'gate', 'alcasa', 'displace', 'president', 'elio', 'sayago', 'goal', 'said', 'manage', 'make', 'company', 'productive', 'today', 'big', 'shed']",Negativo,Negativo,Negativo,Negativo,Negativo
"['aluminum', 'maticas']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'publish', 'report', 'correodelcaroni', 'years', 'conviasa', 'tragedy', 'patios', 'sidor', 'remember', 'impact']",Negativo,Negativo,Negativo,Negativo,Negativo
"['pm', 'alcabala', 'avenida', 'las', 'américas', 'coming', 'chilemex', 'height', 'service', 'station']",Negativo,Negativo,Negativo,Negativo,Negativo
"['crazy', 'breeze']",Negativo,Negativo,Negativo,Negativo,Negativo
"['damianprat', 'want', 'overdo', 'hahaha']",Positivo,Positivo,Positivo,Positivo,Positivo
"['carloscortesk', 'could', 'rené']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'publish', 'report', 'correodelcaroni', 'years', 'conviasa', 'tragedy', 'patios', 'sidor', 'remember', 'impact']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'publish', 'report', 'correodelcaroni', 'years', 'conviasa', 'tragedy', 'patios', 'sidor', 'remember', 'impact']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'publish', 'report', 'correodelcaroni', 'years', 'conviasa', 'tragedy', 'patios', 'sidor', 'remember', 'impact']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'publish', 'report', 'correodelcaroni', 'years', 'conviasa', 'tragedy', 'patios', 'sidor', 'remember', 'impact']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'publish', 'report', 'correodelcaroni', 'years', 'conviasa', 'tragedy', 'patios', 'sidor', 'remember', 'impact']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'publish', 'report', 'correodelcaroni', 'years', 'conviasa', 'tragedy', 'patios', 'sidor', 'remember', 'impact']",Negativo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'publish', 'report', 'correodelcaroni', 'years', 'conviasa', 'tragedy', 'patios', 'sidor', 'remember', 'impact']",Negativo,Negativo,Negativo,Negativo,Negativo
