tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
"Muchas personas y colegas que respeto se sorprendieron por el masivo rechazo a la opinión de la politóloga.   Pero ¿es tan ilógico ese rechazo? ¿Fue desproporcionado? ¿Se puede seguir hablando de la polarización como factor de la tragedia, o ese análisis ya caducó?  Veamos.","['muchas', 'personas', 'colegas', 'respeto', 'sorprendieron', 'masivo', 'rechazo', 'opinión', 'politóloga', '¿es', 'tan', 'ilógico', 'rechazo', '¿fue', 'desproporcionado', '¿se', 'puede', 'seguir', 'hablando', 'polarización', 'factor', 'tragedia', 'análisis', 'caducó', 'veamos']","Many people and colleagues I respect were surprised by the massive rejection of the political scientist's opinion. But is that rejection so illogical? Was it disproportionate? Is it possible to continue talking about polarization as a factor in the tragedy, or is this analysis already expired? Let's see.","['many', 'people', 'colleagues', 'respect', 'surprised', 'massive', 'rejection', 'political', 'scientist', 'opinion', 'rejection', 'illogical', 'disproportionate', 'possible', 'continue', 'talking', 'polarization', 'factor', 'tragedy', 'analysis', 'already', 'expired', 'let', 'see']"
@DanielDiMartino No lo dudo! Más que bienvenido a contarme de qué va.,"['danieldimartino', 'dudo', 'bienvenido', 'contarme', 'va']",@DanielDiMartino I don't doubt it! More than welcome to tell me what it is about.,"['danieldimartino', 'doubt', 'welcome', 'tell']"
"@DanielDiMartino Brutal, qué éxito!","['danieldimartino', 'brutal', 'éxito']","@DanielDiMartino Brutal, what a success!","['danieldimartino', 'brutal', 'success']"
@Coquit_0 Tqm bb,"['coquit', 'tqm', 'bb']",@ Coquit_0 TQM and bb,"['coquit', 'tqm', 'bb']"
"@VaniaDosReis @libertasve No hay de qué!   Y es cierto, pero Rivero se enfoca, no con poca razón, en la clase política. Es AD quién apuñala a Pérez, no los medios. Es Escovar Salom actor fundamental, luego recompensado con un ministerio durante Caldera 2. Los Granier y los Uslar eran actores de reparto.","['vaniadosreis', 'libertasve', 'cierto', 'rivero', 'enfoca', 'poca', 'razón', 'clase', 'política', 'ad', 'quién', 'apuñala', 'pérez', 'medios', 'escovar', 'salom', 'actor', 'fundamental', 'luego', 'recompensado', 'ministerio', 'caldera', 'granier', 'uslar', 'actores', 'reparto']","@VaniaDosReis @libertasve There is no reason! And it is true, but Rivero focuses, not with little reason, on the political class. It is AD who stabs Pérez, not the media. Escovar Salom is a fundamental actor, later rewarded with a ministry during Caldera 2. The Graniers and the Uslars were supporting actors.","['vaniadosreis', 'libertasve', 'reason', 'true', 'rivero', 'focuses', 'little', 'reason', 'political', 'class', 'ad', 'stabs', 'pérez', 'media', 'escovar', 'salom', 'fundamental', 'actor', 'later', 'rewarded', 'ministry', 'caldera', 'graniers', 'uslars', 'supporting', 'actors']"
"@VaniaDosReis @libertasve Ya para el momento de la entrevista, Chávez rondaba el 50% en las encuestas. La pérdida de apoyo a los partidos tradicionales era mayúscula, estaban fracturados y deslegitimados.   Y apoyo no es complacencia. Granier lo reta, sabiendo el peligro chavista.   https://t.co/QKjbLeiwzp","['vaniadosreis', 'libertasve', 'momento', 'entrevista', 'chávez', 'rondaba', 'encuestas', 'pérdida', 'apoyo', 'partidos', 'tradicionales', 'mayúscula', 'fracturados', 'deslegitimados', 'apoyo', 'complacencia', 'granier', 'reta', 'sabiendo', 'peligro', 'chavista']","@VaniaDosReis @libertasve By the time of the interview, Chávez was around 50% in the polls. The loss of support for the traditional parties was enormous, they were fractured and delegitimized. And support is not complacency. Granier challenges him, knowing the Chavista danger. https://t.co/QKjbLeiwzp","['vaniadosreis', 'libertasve', 'time', 'interview', 'chávez', 'around', 'polls', 'loss', 'support', 'traditional', 'parties', 'enormous', 'fractured', 'delegitimized', 'support', 'complacency', 'granier', 'challenges', 'knowing', 'chavista', 'danger']"
"@VaniaDosReis @libertasve Sí le preguntó. Granier lo increpó cuándo Chávez dijo que la democracia era sagrada, que cómo se compaginaba esa idea con la de dar un golpe.  La respuesta de Chávez fue demagoga, que era una respuesta a la masacre de Pérez en el Caracazo.","['vaniadosreis', 'libertasve', 'preguntó', 'granier', 'increpó', 'cuándo', 'chávez', 'dijo', 'democracia', 'sagrada', 'cómo', 'compaginaba', 'idea', 'dar', 'golpe', 'respuesta', 'chávez', 'demagoga', 'respuesta', 'masacre', 'pérez', 'caracazo']","@VaniaDosReis @libertasve Yes he asked. Granier rebuked him when Chávez said that democracy was sacred, that how that idea was combined with that of giving a coup. Chávez's response was demagogue, which was a response to the Pérez massacre in Caracazo.","['vaniadosreis', 'libertasve', 'yes', 'asked', 'granier', 'rebuked', 'chávez', 'said', 'democracy', 'sacred', 'idea', 'combined', 'giving', 'coup', 'chávez', 'response', 'demagogue', 'response', 'pérez', 'massacre', 'caracazo']"
@VaniaDosReis Lamentable. Complacientes fueron casi todos con el tipo.  Por lo menos Granier fue de los primeros en hacerle frente. Otros tardaron bastante.,"['vaniadosreis', 'lamentable', 'complacientes', 'casi', 'tipo', 'menos', 'granier', 'primeros', 'hacerle', 'frente', 'tardaron', 'bastante']",@VaniaDosReis Regrettable. They were almost all complacent with the guy. At least Granier was among the first to confront him. Others took a long time.,"['vaniadosreis', 'regrettable', 'almost', 'complacent', 'guy', 'least', 'granier', 'among', 'first', 'confront', 'others', 'took', 'long', 'time']"
@TonyFrangieM La generación de relevo vs. El Estado Omnipotente. Editado en el 85.  Muy fuerte. Granier hizo de Nostradamus.,"['tonyfrangiem', 'generación', 'relevo', 'vs', 'omnipotente', 'editado', 'fuerte', 'granier', 'hizo', 'nostradamus']",@TonyFrangieM The Relay Generation vs. The Omnipotent State. Released in '85. Very strong. Granier played Nostradamus.,"['tonyfrangiem', 'relay', 'generation', 'vs', 'omnipotent', 'state', 'released', 'strong', 'granier', 'played', 'nostradamus']"
"@rick8988 Conozco el cine argentino, soy un entusiasta. La dupla Campanella-Darín es patrimonio latino.  No me dejas afuera a Eduardo Blanco, que hace de tipo exhausto de la modernidad algo cercanísimo. Muy humano, cómo suele ser el cine de esos lares.","['rick', 'conozco', 'cine', 'argentino', 'entusiasta', 'dupla', 'campanella', 'darín', 'patrimonio', 'latino', 'dejas', 'afuera', 'eduardo', 'blanco', 'hace', 'tipo', 'exhausto', 'modernidad', 'cercanísimo', 'humano', 'cómo', 'suele', 'ser', 'cine', 'lares']","@ rick8988 I know Argentine cinema, I am an enthusiast. The Campanella-Darín duo is Latin heritage. Do not leave me out Eduardo Blanco, who makes an exhausted type of modernity something very close. Very human, how the cinema of those parts is usually.","['rick', 'know', 'argentine', 'cinema', 'enthusiast', 'campanella', 'darín', 'duo', 'latin', 'heritage', 'leave', 'eduardo', 'blanco', 'makes', 'exhausted', 'type', 'modernity', 'something', 'close', 'human', 'cinema', 'parts', 'usually']"
"@rick8988 Voy a la mitad de Vientos de Agua y es un espectáculo de buena. Además, cómo resuena en esta época de migraciones. Genial.","['rick', 'voy', 'mitad', 'vientos', 'agua', 'espectáculo', 'buena', 'además', 'cómo', 'resuena', 'época', 'migraciones', 'genial']","@ rick8988 I'm going to the middle of Winds of Water and it's a good show. Also, how it resonates in this age of migration. Brilliant.","['rick', 'going', 'middle', 'winds', 'water', 'good', 'show', 'also', 'resonates', 'age', 'migration', 'brilliant']"
"El chavismo en su promesa de eficacia, no hizo sino aumentar una responsabilidad auto-adjudicada de proveer a través de la renta. Más ineficacia, más corrupción, más Estado.  Siempre fue su plan, hoy solo es el aniversario del fin de las libertades de toda una generación.","['chavismo', 'promesa', 'eficacia', 'hizo', 'sino', 'aumentar', 'responsabilidad', 'auto', 'adjudicada', 'proveer', 'través', 'renta', 'ineficacia', 'corrupción', 'siempre', 'plan', 'hoy', 'solo', 'aniversario', 'fin', 'libertades', 'toda', 'generación']","Chavismo, in its promise of efficacy, only increased a self-assigned responsibility to provide through rent. More inefficiency, more corruption, more State. It was always his plan, today is only the anniversary of the end of the freedoms of a whole generation.","['chavismo', 'promise', 'efficacy', 'increased', 'self', 'assigned', 'responsibility', 'provide', 'rent', 'inefficiency', 'corruption', 'state', 'always', 'plan', 'today', 'anniversary', 'end', 'freedoms', 'whole', 'generation']"
"El problema en los 80's no era la democracia, sino los demócratas que fallaban en proveer condiciones de desarrollo. Así lo decía Caldera, reconociendo su propia culpa.  No faltaban enemigos, sobraban. Pero muchos querían otras caras, no nuevos modelos más sostenibles.","['problema', 'democracia', 'sino', 'demócratas', 'fallaban', 'proveer', 'condiciones', 'desarrollo', 'así', 'decía', 'caldera', 'reconociendo', 'propia', 'culpa', 'faltaban', 'enemigos', 'sobraban', 'querían', 'caras', 'nuevos', 'modelos', 'sostenibles']","The problem in the 1980s was not democracy, but the democrats who failed to provide the conditions for development. So Caldera said, acknowledging his own guilt. Enemies were not lacking, they were surplus. But many wanted other faces, not new, more sustainable models.","['problem', 'democracy', 'democrats', 'failed', 'provide', 'conditions', 'development', 'caldera', 'said', 'acknowledging', 'guilt', 'enemies', 'lacking', 'surplus', 'many', 'wanted', 'faces', 'new', 'sustainable', 'models']"
"... excesiva burocracia e ineficacia administrativa. Tales características describen a una bomba de tiempo que no puede sino desembocar en dos desenlaces: populismo o dictadura militar. O, como en Argentina, en ambas circunstancias sucesivas, populismo primero dictadura después"".","['excesiva', 'burocracia', 'ineficacia', 'administrativa', 'tales', 'características', 'describen', 'bomba', 'tiempo', 'puede', 'sino', 'desembocar', 'dos', 'desenlaces', 'populismo', 'dictadura', 'militar', 'argentina', 'ambas', 'circunstancias', 'sucesivas', 'populismo', 'primero', 'dictadura', 'después']","... excessive bureaucracy and administrative inefficiency. Such characteristics describe a time bomb that can only lead to two outcomes: populism or military dictatorship. Or, as in Argentina, in both successive circumstances, populism first dictatorship then "".","['excessive', 'bureaucracy', 'administrative', 'inefficiency', 'characteristics', 'describe', 'time', 'bomb', 'lead', 'two', 'outcomes', 'populism', 'military', 'dictatorship', 'argentina', 'successive', 'circumstances', 'populism', 'first', 'dictatorship']"
"Granier describía en 1984 a Venezuela como ""notablemente similar a la Argentina en su última fase peronista, a la Cuba de Batista y a la Nicaragua de Somoza: con inflación, corrupción, malestar social, ausencia de liderazgo, atomización de centros de poder...","['granier', 'describía', 'venezuela', 'notablemente', 'similar', 'argentina', 'última', 'fase', 'peronista', 'cuba', 'batista', 'nicaragua', 'somoza', 'inflación', 'corrupción', 'malestar', 'social', 'ausencia', 'liderazgo', 'atomización', 'centros', 'poder']","Granier described Venezuela in 1984 as ""remarkably similar to Argentina in its last Peronist phase, Batista's Cuba and Somoza's Nicaragua: with inflation, corruption, social unrest, absence of leadership, atomization of centers of power ...","['granier', 'described', 'venezuela', 'remarkably', 'similar', 'argentina', 'last', 'peronist', 'phase', 'batista', 'cuba', 'somoza', 'nicaragua', 'inflation', 'corruption', 'social', 'unrest', 'absence', 'leadership', 'atomization', 'centers', 'power']"
@GTAveledo @oriana_gv Siempre he pensado que Ramos es mucho mejor escritor que político.  Cosas mías.,"['gtaveledo', 'oriana', 'gv', 'siempre', 'pensado', 'ramos', 'mejor', 'escritor', 'político', 'cosas']",@GTAveledo @oriana_gv I have always thought that Ramos is a much better writer than a politician. My things.,"['gtaveledo', 'oriana', 'gv', 'always', 'thought', 'ramos', 'much', 'better', 'writer', 'politician', 'things']"
@DiegoVegaMata @FernandesRiera Confirmo.,"['diegovegamata', 'fernandesriera', 'confirmo']",@DiegoVegaMata @FernandesRiera I confirm.,"['diegovegamata', 'fernandesriera', 'confirm']"
@Miguel_Rivas5 @NetflixLAT Borgen ftw,"['miguel', 'rivas', 'netflixlat', 'borgen', 'ftw']",@Miguel_Rivas5 @NetflixLAT Borgen ftw,"['miguel', 'rivas', 'netflixlat', 'borgen', 'ftw']"
@Verochop Sí soy.,['verochop'],@Verochop Yes I am.,"['verochop', 'yes']"
@edul3on Sacar memes del caos es virtud.,"['edul', 'on', 'sacar', 'memes', 'caos', 'virtud']",@ edul3on Taking memes out of chaos is virtue.,"['edul', 'taking', 'memes', 'chaos', 'virtue']"
"Con la de Biden, el chavismo ve comenzar la séptima administración presidencial en EEUU.  Tanto vecino con instituciones y alternabilidad y uno aquí, viendo envejecer a la misma cuerda de malandros que parecen eternos.  Hay envidia, crecer en democracia debe ser mucho más sano.","['biden', 'chavismo', 've', 'comenzar', 'séptima', 'administración', 'presidencial', 'eeuu', 'vecino', 'instituciones', 'alternabilidad', 'aquí', 'viendo', 'envejecer', 'misma', 'cuerda', 'malandros', 'parecen', 'eternos', 'envidia', 'crecer', 'democracia', 'debe', 'ser', 'sano']","With that of Biden, Chavismo sees the beginning of the seventh presidential administration in the United States. Both a neighbor with institutions and alternation and one here, watching the same string of thugs grow old that seem eternal. There is envy, growing up in a democracy should be much healthier.","['biden', 'chavismo', 'sees', 'beginning', 'seventh', 'presidential', 'administration', 'united', 'states', 'neighbor', 'institutions', 'alternation', 'one', 'watching', 'string', 'thugs', 'grow', 'old', 'seem', 'eternal', 'envy', 'growing', 'democracy', 'much', 'healthier']"
@psdordelly Seguro que puedes conseguir a alguien que te ayude con lo técnico. Una mínima inversión en Fiverr o mandando unos correos.  El ML it's a gamechanger. Un buen enfoque y lo que sea que propongas como investigación te será súper útil. Go for it.,"['psdordelly', 'seguro', 'puedes', 'conseguir', 'alguien', 'ayude', 'técnico', 'mínima', 'inversión', 'fiverr', 'mandando', 'correos', 'ml', 'it', 'gamechanger', 'buen', 'enfoque', 'propongas', 'investigación', 'súper', 'útil', 'go', 'for', 'it']",@psdordelly Sure you can get someone to help you with the technical stuff. A minimal investment in Fiverr or sending a few emails. The ML it's a gamechanger. A good approach and whatever you propose as research will be super helpful. Go for it.,"['psdordelly', 'sure', 'get', 'someone', 'help', 'technical', 'stuff', 'minimal', 'investment', 'fiverr', 'sending', 'emails', 'ml', 'gamechanger', 'good', 'approach', 'whatever', 'propose', 'research', 'super', 'helpful', 'go']"
@psdordelly Machine learning all the way.,"['psdordelly', 'machine', 'learning', 'all', 'the', 'way']",@psdordelly Machine learning all the way.,"['psdordelly', 'machine', 'learning', 'way']"
@TonyFrangieM La rebeldía de los rebaños.,"['tonyfrangiem', 'rebeldía', 'rebaños']",@TonyFrangieM The rebellion of the herds.,"['tonyfrangiem', 'rebellion', 'herds']"
"@edul3on @AAAD25 Es el eterno debate sobre los herederos de las ideologías. ¿Era la Unión Soviética comunista? ¿Vietnam? ¿Venezuela hoy?  Al final es una quimera, una suerte de fascismo colectivizado que en la contemporaneidad necesita capitalismo salvaje para sobrevivir. Tiempos de praxis.","['edul', 'on', 'aaad', 'eterno', 'debate', 'herederos', 'ideologías', '¿era', 'unión', 'soviética', 'comunista', '¿vietnam', '¿venezuela', 'hoy', 'final', 'quimera', 'suerte', 'fascismo', 'colectivizado', 'contemporaneidad', 'necesita', 'capitalismo', 'salvaje', 'sobrevivir', 'tiempos', 'praxis']","@ edul3on @ AAAD25 It is the eternal debate about the inheritors of ideologies. Was the Soviet Union communist? Vietnam? Venezuela today? In the end it is a chimera, a kind of collectivized fascism that in contemporary times needs savage capitalism to survive. Praxis times.","['edul', 'aaad', 'eternal', 'debate', 'inheritors', 'ideologies', 'soviet', 'union', 'communist', 'vietnam', 'venezuela', 'today', 'end', 'chimera', 'kind', 'collectivized', 'fascism', 'contemporary', 'times', 'needs', 'savage', 'capitalism', 'survive', 'praxis', 'times']"
"@edul3on @AAAD25 Hay, en el comunismo, preceptos económicos y políticos. Dogmáticamente el objetivo central es económico (quién domina los medios de producción), pero para ello debe montarse una estructura política que lo permita.  Entendiendo el fracaso de lo primero, continúa lo segundo.","['edul', 'on', 'aaad', 'comunismo', 'preceptos', 'económicos', 'políticos', 'dogmáticamente', 'objetivo', 'central', 'económico', 'quién', 'domina', 'medios', 'producción', 'ello', 'debe', 'montarse', 'estructura', 'política', 'permita', 'entendiendo', 'fracaso', 'primero', 'continúa', 'segundo']","@ edul3on @ AAAD25 There are, in communism, economic and political precepts. Dogmatically the central objective is economic (who dominates the means of production), but for this a political structure must be set up that allows it. Understanding the failure of the first, continue the second.","['edul', 'aaad', 'communism', 'economic', 'political', 'precepts', 'dogmatically', 'central', 'objective', 'economic', 'dominates', 'means', 'production', 'political', 'structure', 'must', 'set', 'allows', 'understanding', 'failure', 'first', 'continue', 'second']"
"@AAAD25 Quizás económicamente sea cierto, aunque muchos expertos aún duden en cómo calificar la metodología particular china.  Pero políticamente el legado marxista, e incluso soviético, leninista, sigue allí. Toda la estructura de poder se basa en aquello; Gramsci lo confirmaría.","['aaad', 'quizás', 'económicamente', 'cierto', 'aunque', 'expertos', 'aún', 'duden', 'cómo', 'calificar', 'metodología', 'particular', 'china', 'políticamente', 'legado', 'marxista', 'incluso', 'soviético', 'leninista', 'sigue', 'allí', 'toda', 'estructura', 'poder', 'basa', 'aquello', 'gramsci', 'confirmaría']","@ AAAD25 This may be economically true, although many experts still doubt how to rate the particular Chinese methodology. But politically the Marxist, and even Soviet, Leninist legacy is still there. The whole power structure is based on that; Gramsci would confirm it.","['aaad', 'may', 'economically', 'true', 'although', 'many', 'experts', 'still', 'doubt', 'rate', 'particular', 'chinese', 'methodology', 'politically', 'marxist', 'even', 'soviet', 'leninist', 'legacy', 'still', 'whole', 'power', 'structure', 'based', 'gramsci', 'would', 'confirm']"
"@rick8988 @eaprieto Estamos de acuerdo. En los matices, Italia sigue siendo la casa de lo rocoso. Pero España se acerca, y por eso incluso veo más a Soteldo en un Aston Villa que en un Celta, por decir algo.","['rick', 'eaprieto', 'acuerdo', 'matices', 'italia', 'sigue', 'siendo', 'casa', 'rocoso', 'españa', 'acerca', 'incluso', 'veo', 'soteldo', 'aston', 'villa', 'celta', 'decir']","@ rick8988 @eaprieto We agree. In nuances, Italy is still the home of the rocky. But Spain is coming, and that's why I even see Soteldo more in an Aston Villa than in a Celta, to say the least.","['rick', 'eaprieto', 'agree', 'nuances', 'italy', 'still', 'home', 'rocky', 'spain', 'coming', 'even', 'see', 'soteldo', 'aston', 'villa', 'celta', 'say', 'least']"
"@rick8988 @eaprieto Estamos de acuerdo, hablaba de Inglaterra concretamente. Si usamos el concepto de físico en tanto despliegue táctico defensivo, los rompejuego, están más en España.","['rick', 'eaprieto', 'acuerdo', 'hablaba', 'inglaterra', 'concretamente', 'si', 'usamos', 'concepto', 'físico', 'despliegue', 'táctico', 'defensivo', 'rompejuego', 'españa']","@ rick8988 @eaprieto We agree, he was talking about England specifically. If we use the concept of physical as a defensive tactical deployment, the game breakers are more in Spain.","['rick', 'eaprieto', 'agree', 'talking', 'england', 'specifically', 'use', 'concept', 'physical', 'defensive', 'tactical', 'deployment', 'game', 'breakers', 'spain']"
"@rick8988 @eaprieto Habría que distinguir lo ""físico"". En España abundan equipos rocosos que priorizan la táctica que hizo famosa a los italianos (Getafe, los Atleti, El Granada). En Inglaterra sí hay ida y vuelta, es una liga física pero en la estrategia de juego, no ""literalmente"".","['rick', 'eaprieto', 'distinguir', 'físico', 'españa', 'abundan', 'equipos', 'rocosos', 'priorizan', 'táctica', 'hizo', 'famosa', 'italianos', 'getafe', 'atleti', 'granada', 'inglaterra', 'ida', 'vuelta', 'liga', 'física', 'estrategia', 'juego', 'literalmente']","@ rick8988 @eaprieto It would be necessary to distinguish the ""physical"". Rocky teams abound in Spain that prioritize the tactic that made the Italians famous (Getafe, Los Atleti, El Granada). In England there is a round trip, it is a physical league but in game strategy, not ""literally"".","['rick', 'eaprieto', 'would', 'necessary', 'distinguish', 'physical', 'rocky', 'teams', 'abound', 'spain', 'prioritize', 'tactic', 'made', 'italians', 'famous', 'getafe', 'los', 'atleti', 'el', 'granada', 'england', 'round', 'trip', 'physical', 'league', 'game', 'strategy', 'literally']"
"@ariboo404 Es que me habían dicho que hasta el 17 de febrero no habían vuelos, entonces ajá.","['ariboo', 'dicho', 'febrero', 'vuelos', 'entonces', 'ajá']","@ ariboo404 They had told me that until February 17 there were no flights, so yeah.","['ariboo', 'told', 'february', 'flights', 'yeah']"
@ariboo404 Is this real?,"['ariboo', 'is', 'this', 'real']",@ariboo404 Is this real?,"['ariboo', 'real']"
@SabrinaGomesSt Ken Follet is the guy.,"['sabrinagomesst', 'ken', 'follet', 'is', 'the', 'guy']",@SabrinaGomesSt Ken Follet is the guy.,"['sabrinagomesst', 'ken', 'follet', 'guy']"
@Chrisjmoreno Can't argue with that.,"['chrisjmoreno', 'can', 'argue', 'with', 'that']",@Chrisjmoreno Can't argue with that.,"['chrisjmoreno', 'argue']"
"Nos quebraron tanto que un automercado bien iluminado con un sitio de Sushi es símbolo de ""país pudiente"".","['quebraron', 'automercado', 'bien', 'iluminado', 'sitio', 'sushi', 'símbolo', 'país', 'pudiente']","They broke us so much that a well-lit supermarket with a sushi place is a symbol of ""wealthy country.""","['broke', 'us', 'much', 'well', 'lit', 'supermarket', 'sushi', 'place', 'symbol', 'wealthy', 'country']"
@FernandesRiera «floppy no es el mismo desde entonces» was it for me,"['fernandesriera', '«floppy', 'mismo', 'entonces»', 'was', 'it', 'for']",@FernandesRiera «floppy is not the same since then» was it for me,"['fernandesriera', '«floppy', 'since', 'then»']"
"Sólo las instituciones frenan la violencia política, por eso las minorías enfurecidas las eligen como objetivos.  Hoy los fanáticos tomaron el Congreso. En junio tomaron sedes de policía.   Trump está canibalizando un legado democrático de siglos. Otros siguen el juego. Patético.","['sólo', 'instituciones', 'frenan', 'violencia', 'política', 'minorías', 'enfurecidas', 'eligen', 'objetivos', 'hoy', 'fanáticos', 'tomaron', 'congreso', 'junio', 'tomaron', 'sedes', 'policía', 'trump', 'canibalizando', 'legado', 'democrático', 'siglos', 'siguen', 'juego', 'patético']","Only institutions stop political violence, which is why angry minorities choose them as targets. Today the fanatics took over Congress. In June they took police headquarters. Trump is cannibalizing a centuries-old democratic legacy. Others follow suit. Pathetic.","['institutions', 'stop', 'political', 'violence', 'angry', 'minorities', 'choose', 'targets', 'today', 'fanatics', 'took', 'congress', 'june', 'took', 'police', 'headquarters', 'trump', 'cannibalizing', 'centuries', 'old', 'democratic', 'legacy', 'others', 'follow', 'suit', 'pathetic']"
"Este tweet me enseñó a no decretar nada.  Que el 2021 venga cómo le de la gana, al final uno está vivo. Lo demás es lujo.  Ojalá y el lujo sea emigrado, eso sí.","['tweet', 'enseñó', 'decretar', 'venga', 'cómo', 'gana', 'final', 'vivo', 'demás', 'lujo', 'ojalá', 'lujo', 'emigrado']","This tweet taught me not to decree anything. Let 2021 come as you please, in the end you are alive. The rest is luxury. Hopefully luxury is emigrated, yes.","['tweet', 'taught', 'decree', 'anything', 'let', 'come', 'please', 'end', 'alive', 'rest', 'luxury', 'hopefully', 'luxury', 'emigrated', 'yes']"
"La legalización del aborto en Argentina es una buena noticia. Todo lo que impida al Estado meterse en la vida de la gente lo es.  Ojalá la libertad siga primando; despenalizar las drogas y la inmigración ""ilegal"" siguen siendo urgencias para construir sociedades realmente libres.","['legalización', 'aborto', 'argentina', 'buena', 'noticia', 'impida', 'meterse', 'vida', 'gente', 'ojalá', 'libertad', 'siga', 'primando', 'despenalizar', 'drogas', 'inmigración', 'ilegal', 'siguen', 'siendo', 'urgencias', 'construir', 'sociedades', 'realmente', 'libres']","The legalization of abortion in Argentina is good news. Anything that prevents the state from getting into people's lives is. I hope freedom continues to prevail; decriminalizing drugs and ""illegal"" immigration remain urgent to build truly free societies.","['legalization', 'abortion', 'argentina', 'good', 'news', 'anything', 'prevents', 'state', 'getting', 'people', 'lives', 'hope', 'freedom', 'continues', 'prevail', 'decriminalizing', 'drugs', 'illegal', 'immigration', 'remain', 'urgent', 'build', 'truly', 'free', 'societies']"
"@TommArias @ArantxaBritto Respete, que estamos en público.","['tommarias', 'arantxabritto', 'respete', 'público']","@TommArias @ArantxaBritto Respect, we are in public.","['tommarias', 'arantxabritto', 'respect', 'public']"
@endsequera @davidmirabal @capelaez  https://t.co/OlP4Pbdq23,"['endsequera', 'davidmirabal', 'capelaez']",@endsequera @davidmirabal @capelaez https://t.co/OlP4Pbdq23,"['endsequera', 'davidmirabal', 'capelaez']"
"@davidmirabal @endsequera @capelaez Qué prueba más dolorosa del éxito del autoritarismo que ningunear cómo todos, léase todos, deberían de preocuparse por vivir en dictadura.  Buen lavado de cara se le hace al que sólo saca el pecho contra las sanciones, el optimista que cree vivir en la Shanghái de los 90.  Bah.","['davidmirabal', 'endsequera', 'capelaez', 'prueba', 'dolorosa', 'éxito', 'autoritarismo', 'ningunear', 'cómo', 'léase', 'deberían', 'preocuparse', 'vivir', 'dictadura', 'buen', 'lavado', 'cara', 'hace', 'sólo', 'saca', 'pecho', 'sanciones', 'optimista', 'cree', 'vivir', 'shanghái', 'bah']","@davidmirabal @endsequera @capelaez What more painful proof of the success of authoritarianism than not knowing how everyone, read everyone, should worry about living in a dictatorship. A good face lift is done to the one who only shows his chest against the sanctions, the optimist who thinks he lives in the Shanghai of the 90s. Bah.","['davidmirabal', 'endsequera', 'capelaez', 'painful', 'proof', 'success', 'authoritarianism', 'knowing', 'everyone', 'read', 'everyone', 'worry', 'living', 'dictatorship', 'good', 'face', 'lift', 'done', 'one', 'shows', 'chest', 'sanctions', 'optimist', 'thinks', 'lives', 'shanghai', 'bah']"
"@Juepachon Adjudicas éxito a gobernar por medios que poco tienen de políticos, que sin ellos no gobernarías. Das mérito en clave medieval: política es solo mandato.  En esa visión atascada en el siglo XV, no hay en Occidente políticos exitosos. Todos fracasan, pues se dejan quitar el poder.","['juepachon', 'adjudicas', 'éxito', 'gobernar', 'medios', 'políticos', 'gobernarías', 'das', 'mérito', 'clave', 'medieval', 'política', 'solo', 'mandato', 'visión', 'atascada', 'siglo', 'xv', 'occidente', 'políticos', 'exitosos', 'fracasan', 'pues', 'dejan', 'quitar', 'poder']","@Juepachon You award success to govern by means that have little of politicians, that without them you would not govern. You give merit in a medieval key: politics is just a mandate. In that vision stuck in the fifteenth century, there are no successful politicians in the West. All fail, because they allow themselves to be removed from power.","['juepachon', 'award', 'success', 'govern', 'means', 'little', 'politicians', 'without', 'would', 'govern', 'give', 'merit', 'medieval', 'key', 'politics', 'mandate', 'vision', 'stuck', 'fifteenth', 'century', 'successful', 'politicians', 'west', 'fail', 'allow', 'removed', 'power']"
"Los autoritarismos sobreviven despolitizando a la sociedad, ""haciendo política"" sin instituciones, leyes ni contrapesos.  Gobernar por siempre es sencillo cuando desapareces a tus contrincantes. Superemos a Maquiavelo y no confundamos políticos exitosos con dictadores efectivos.","['autoritarismos', 'sobreviven', 'despolitizando', 'sociedad', 'haciendo', 'política', 'instituciones', 'leyes', 'contrapesos', 'gobernar', 'siempre', 'sencillo', 'desapareces', 'contrincantes', 'superemos', 'maquiavelo', 'confundamos', 'políticos', 'exitosos', 'dictadores', 'efectivos']","Authoritarianisms survive by depoliticizing society, ""doing politics"" without institutions, laws, or counterweights. Governing forever is easy when you disappear your opponents. Let us surpass Machiavelli and do not confuse successful politicians with effective dictators.","['authoritarianisms', 'survive', 'depoliticizing', 'society', 'politics', 'without', 'institutions', 'laws', 'counterweights', 'governing', 'forever', 'easy', 'disappear', 'opponents', 'let', 'us', 'surpass', 'machiavelli', 'confuse', 'successful', 'politicians', 'effective', 'dictators']"
@AndresLjcFont @diego_muinos Pero me vas a bajar el promedio chamo :(  https://t.co/xpInOd0zqX,"['andresljcfont', 'diego', 'muinos', 'vas', 'bajar', 'promedio', 'chamo']",@AndresLjcFont @diego_muinos But you're going to lower the average chamo :( https://t.co/xpInOd0zqX,"['andresljcfont', 'diego', 'muinos', 'going', 'lower', 'average', 'chamo']"
@CosasdeAndrea No saben el daño que hacen.,"['cosasdeandrea', 'saben', 'daño', 'hacen']",@CosasdeAndrea They don't know the damage they do.,"['cosasdeandrea', 'know', 'damage']"
@GabeHastings7 Gente queriendo culpar la tragedia a los que no son!,"['gabehastings', 'gente', 'queriendo', 'culpar', 'tragedia']",@ GabeHastings7 People wanting to blame the tragedy on those who are not!,"['gabehastings', 'people', 'wanting', 'blame', 'tragedy']"
