tweet_translated_tokenized,sentiment,NB,SVM,DF,MaxEnt
"['press', 'coverage', 'meeting', 'president', 'juan', 'guaidó', 'jguaido', 'almagro', 'oea', 'washingtondc', 'part', 'press', 'team', 'cover', 'end', 'tour', 'comes', 'next', 'attentive', 'special', 'eltiempolatino', 'next', 'week', 'greetings', 'photo', 'prensaguaidó']",Positivo,0,1,1,0
"['video', 'outskirts', 'oas', 'washington', 'dc', 'guaidó', 'says', 'recognitions', 'presidents', 'prime', 'ministers', 'deputies', 'senators', 'among', 'personalities', 'world', 'venezuelans', 'eltiempolatino']",Negativo,0,0,1,0
"['president', 'juan', 'guaidó', 'visit', 'oea', 'washingtondc', 'photos', 'courtesy', 'marlonecorrea', '👏🏻', 'eltiempolatino']",Positivo,0,0,0,0
"['envideo', 'president', 'guaidó', 'takes', 'selfie', 'venezuelan', 'diaspora', 'outside', 'oea']",Negativo,0,0,1,0
"['interim', 'president', 'juan', 'guaidó', 'jguaido', 'talks', 'tour', 'oea', 'meeting', 'secretary', 'luis', 'almagro', 'almagro', 'oea']",Negativo,0,0,1,0
"['guaidó', 'arrives', 'oas', 'consolidate', 'support', 'luis', 'almagro', 'via', 'eltiempolatino']",Positivo,0,0,1,0
"['expected', 'president', 'juan', 'guaidó', 'jguaido', 'officials', 'accompany', 'meet', 'observers', 'ambassadors', 'countries', 'leaves', 'closed', 'door', 'meeting', 'currently', 'secretary', 'general', 'oea', 'almagro', 'oea', 'co', 'cc', 'ylgdeux']",Negativo,1,1,0,0
"['minutes', 'ago', 'internal', 'president', 'venezuela', 'juan', 'guaidó', 'jguaido', 'made', 'entrance', 'oas', 'headquarters', 'oas', 'official', 'washingtondc', 'time', 'meeting', 'behind', 'closed', 'doors', 'secretary', 'general', 'luis', 'almagro', 'almagro', 'oea', 'feb']",Negativo,0,0,0,0
"['president', 'guaidó', 'met', 'us', 'secretary', 'state', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['venezuela', 'bolipuertos', 'handed', 'operations', 'silo', 'complex', 'company', 'alleged', 'figurehead', 'padrino', 'lópez', 'maibortpetit', 'via', 'eltiempolatino', 'feb']",Negativo,0,0,0,0
"['un', 'admits', 'capacity', 'face', 'political', 'crisis', 'venezuela', 'limited', 'maibortpetit']",Negativo,0,0,1,0
"['special', 'coronavirus', 'vaccine', 'take', 'time', 'arrive', 'experts', 'say', 'zakont', 'via', 'eltiempolatino', 'feb']",Positivo,0,1,1,1
"['venezuelan', 'economist', 'ricardo', 'hausmann', 'develop', 'plan', 'activate', 'economy', 'elsalvador']",Negativo,0,0,0,0
"['lasthour', 'senate', 'acquits', 'trump', 'charges', 'approved', 'congress']",Positivo,0,1,0,0
"['documentary', 'venezuelan', 'migration', 'brauliojatarm', 'seeks', 'financial', 'help', 'video', 'via', 'eltiempolatino']",Positivo,0,1,1,0
"['trump', 'receives', 'guaidó', 'white', 'house', 'video', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['guaidó', 'thanks', 'united', 'states', 'support', 'meeting', 'mike', 'pence', 'via', 'eltiempolatino', 'feb']",Positivo,1,1,1,1
"['state', 'union', 'donald', 'trump', 'sends', 'hopeful', 'message', 'cubans', 'nicaraguans', 'venezuelans', 'via', 'eltiempolatino']",Positivo,0,1,1,0
"['enfotos', 'morning', 'meeting', 'president', 'juan', 'guaidó', 'jguaido', 'vp', 'mike', 'pence', 'credit', 'white', 'house', 'staff', 'tina', 'dufour']",Positivo,1,1,1,1
"['pelosi', 'well', 'tearing', 'trump’s', 'speech', 'president', 'showed', 'he’s', 'neither', 'politician', 'gentleman', 'lout', 'speakerpelosi', 'right', 'break', 'trump', 'speech', 'president', 'proved', 'politician', 'gentleman', 'jerk🤦🏻\u200d♂️']",Negativo,0,0,1,0
"['trump', 'reaffirms', 'recognition', 'guaidó', 'legitimate', 'president', 'state', 'union', 'speech', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['alminuto', 'china', 'registers', 'deaths', 'new', 'coronavirus', 'feb', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['think', 'pelosi', 'barely', 'realized', 'whole', 'impeachment', 'issue', 'ultimately', 'benefit', 'republicans', 'acquittal', 'realdonaldtrump', 'wednesday', 'nobody', 'knows', 'works', 'mistakes', 'politics', 'paid', 'goodnight']",Positivo,1,1,1,0
"['key', 'message', 'president', 'realdonaldtrump', 'stateoftheunion', 'sotu', 'addressing', 'jguaido', 'socialism', 'destroys', 'nations', 'always', 'remember', 'freedom', 'unifies', 'soul”', 'socialism', 'destroys', 'nations', 'always', 'remember', 'freedom', 'unifies', 'soul']",Positivo,1,1,0,1
"['realdonaldtrump', 'legitimate', 'president', 'venezuela', 'jguaido', 'mr', 'pdte', 'take', 'message', 'back', 'americans', 'united', 'venezuelan', 'people', 'right', 'fight', 'freedom', 'socialism', 'destroys', 'nations', 'freedom', 'unifies', 'soul']",Positivo,1,1,1,1
"['live', 'follow', 'transmission', 'donald', 'trump', 'state', 'union', 'address', 'via', 'eltiempolatino']",Negativo,0,1,1,0
"['interim', 'president', 'venezuela', 'juan', 'guaidó', 'jguaido', 'minutes', 'attending', 'realdonaldtrump', 'speech', 'state', 'union', 'us', 'congress', 'live', 'via', 'washingtonpost', 'read', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['juan', 'guaidó', 'trump', 'state', 'union', 'address', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['juan', 'guaidó', 'trump', 'state', 'nation', 'speech', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['maduro', 'regime', 'prevents', 'entry', 'iachr', 'delegation', 'venezuela', 'via', 'eltiempolatino', 'feb']",Positivo,0,0,0,0
"['amp', 'shooting', 'commerce', 'campus', 'texas', 'left', 'two', 'dead']",Negativo,0,0,0,0
"['venezuela', 'anc', 'economic', 'reforms', 'customs', 'fines', 'foreign', 'currency', 'maibortpetit', 'via', 'eltiempolatino', 'feb']",Negativo,0,0,0,0
"['alminuto', 'deaths', 'coronavirus', 'increase', 'china']",Positivo,0,1,0,0
"['florida', 'funeral', 'shooting', 'leaves', 'two', 'dead']",Negativo,0,0,0,0
"['envivo', 'juan', 'guaidó', 'miami']",Negativo,0,0,0,0
"['maduro', 'government', 'uses', 'vat', 'squeeze', 'purchases', 'dollars', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['right', 'eltiempolatino', 'website', 'keep', 'date', 'latest', 'updates', 'coronarvirus', 'world', 'jan', 'alminuto', 'china', 'registers', 'deaths', 'coronavirus', 'gt', 'number', 'suspected', 'cases', 'rises']",Negativo,0,0,1,0
"['happyfridayall', 'today', 'recommend', 'reading', 'myriarte', 'special', 'upcoming', 'elections', 'bolivia', 'personally', 'wonder', 'opposition', 'act', 'intelligently', 'unify', 'socialist', 'communist', 'tyrant', 'evoespueblo', 'via', 'eltiempolatino']",Positivo,1,1,1,1
"['alminuto', 'china', 'registers', 'deaths', 'coronavirus', 'via', 'eltiempolatino', 'ene']",Negativo,0,0,0,0
"['caricature', 'exporting', 'another', 'virus', 'fmpinilla']",Negativo,0,0,0,0
"['bolivia', 'democratic', 'feat', 'end', 'continuity', 'authoritarianism', 'myriarte', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['josé', 'vicente', 'amparan', 'cróquer', 'professional', 'money', 'launderer', 'pdvsa', 'irregular', 'negotiations', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['anc', 'economic', 'reforms', 'national', 'single', 'productive', 'portfolio', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['buys', 'house', 'maryland', 'finds', 'body', 'former', 'resident']",Negativo,0,0,0,0
"['bolivian', 'indigenous', 'people', 'demand', 'jeanine', 'áñez', 'heard']",Negativo,0,1,1,0
"['three', 'narcos', 'escape', 'mexican', 'prison']",Negativo,0,0,0,0
"['juan', 'guaidó', 'meet', 'venezuelans', 'latin', 'americans', 'miami', 'feb', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['arrest', 'businessman', 'francisco', 'convit', 'accused', 'money', 'laundering', 'venezuela', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['health', 'authorities', 'investigating', 'possible', 'case', 'coronavirus', 'colombia', 'via', 'eltiempolatino', 'ene']",Negativo,0,0,0,0
"['specialized', 'us', 'military', 'division', 'lands', 'colombia', 'photos', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['united', 'states', 'accuses', 'pedro', 'sánchez', 'failing', 'comply', 'europe', 'decision', 'venezuela', 'via', 'eltiempolatino']",Negativo,0,1,1,0
"['audit', 'determined', 'irregularities', 'pdvsa', 'stations', 'western', 'lake', 'coast', 'maibortpetit', 'via', 'eltiempolatino']",Positivo,0,0,0,0
"['pompeo', 'warns', 'influence', 'china', 'russia', 'cuba', 'latin', 'america', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['united', 'states', 'seizes', 'three', 'members', 'terrorist', 'group', 'al', 'qaeda', 'venezuela', 'via', 'eltiempolatino']",Negativo,0,1,1,0
"['brazil', 'announced', 'detection', 'possible', 'coronavirus', 'case', 'minas', 'gerais']",Negativo,0,0,0,0
"['iachr', 'publishes', 'report', 'violence', 'discrimination', 'latin', 'america', 'caribbean']",Negativo,0,0,0,0
"['los', 'tigres', 'del', 'norte', 'join', 'super', 'bowl', 'liv', 'fox', 'deportes']",Positivo,0,1,0,0
"['trump', 'ban', 'several', 'countries', 'entering', 'united', 'states']",Negativo,1,1,0,1
"['bolivian', 'congress', 'accepts', 'resignation', 'evo', 'morales']",Positivo,0,1,0,0
"['government', 'bolivia', 'warns', 'judicial', 'debts', 'morales', 'candidate']",Negativo,0,0,0,0
"['us', 'blocks', 'venezuelan', 'planes', 'landed', 'el', 'salvador', 'fmln', 'governments', 'via', 'eltiempolatino']",Negativo,0,0,0,0
