tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
Google Play suspende a Parler por no moderar publicaciones que incitan a la violencia   https://t.co/nJrPPmSQ8c   ESPAÑOL:  https://t.co/w6gctAZAFg,"['google', 'play', 'suspende', 'parler', 'moderar', 'publicaciones', 'incitan', 'violencia', 'español']",Google Play suspends Parler for not moderating publications that incite violence https://t.co/nJrPPmSQ8c SPANISH: https://t.co/w6gctAZAFg,"['google', 'play', 'suspends', 'parler', 'moderating', 'publications', 'incite', 'violence', 'spanish']",0.304,0.519,0.178,Neutral
@cesar4407 Hey... Creo que debes releer con calma mi hilo. ¿Qué digo en el primer tuit? 1🧵  ¿Cuál es mi argumento en el segundo 🧵? ¿Qué opinas de toda la semana de violencia y caos en DC? Abre tu mente y pasa por este trabajo que preparamos desde Washington DC:  https://t.co/Gjlmv6poI0,"['cesar', 'hey', 'creo', 'debes', 'releer', 'calma', 'hilo', '¿qué', 'digo', 'primer', 'tuit', '¿cuál', 'argumento', 'segundo', '¿qué', 'opinas', 'toda', 'semana', 'violencia', 'caos', 'dc', 'abre', 'mente', 'pasa', 'trabajo', 'preparamos', 'washington', 'dc']",@ cesar4407 Hey ... I think you should calmly reread my thread. What do I say in the first tweet? 1🧵 What is my argument in the second 🧵? What do you think of the entire week of violence and chaos in DC? Open your mind and go through this work that we prepare from Washington DC: https://t.co/Gjlmv6poI0,"['cesar', 'hey', 'think', 'calmly', 'reread', 'thread', 'say', 'first', 'tweet', 'argument', 'second', 'think', 'entire', 'week', 'violence', 'chaos', 'dc', 'open', 'mind', 'go', 'work', 'prepare', 'washington', 'dc']",0.316,0.613,0.071,Neutral
"3) Irresponsable es aplaudir como foca tuits de un político,que llevan a la muerte,enfrentamiento y a profanar un templo sagrado de la democracia.Más aún cuando eso viene de parte de periodistas,que NO podemos existir sin democracia. El periodismo es anti poder, NO se les olvide.","['irresponsable', 'aplaudir', 'foca', 'tuits', 'político', 'llevan', 'muerte', 'enfrentamiento', 'profanar', 'templo', 'sagrado', 'democracia', 'aún', 'viene', 'parte', 'periodistas', 'podemos', 'existir', 'democracia', 'periodismo', 'anti', 'poder', 'olvide']","3) It is irresponsible to applaud a politician's tweets like a seal, which lead to death, confrontation and the desecration of a sacred temple of democracy, especially when that comes from journalists, that we CANNOT exist without democracy. Journalism is anti power, DON'T forget it.","['irresponsible', 'applaud', 'politician', 'tweets', 'like', 'seal', 'lead', 'death', 'confrontation', 'desecration', 'sacred', 'temple', 'democracy', 'especially', 'comes', 'journalists', 'cannot', 'exist', 'without', 'democracy', 'journalism', 'anti', 'power', 'forget']",0.31,0.479,0.21,Neutral
"2) Así que, si la suspensión de la cuenta de Trump hasta la inauguración o hasta que la empresa privada #Twitter considere, va a evitar más violencia y caos, entonces, está en su derecho de hacerlo. ¿Qué pesan más? ¿Vidas humanas o 280 caracteres en esta red social?","['así', 'si', 'suspensión', 'cuenta', 'trump', 'inauguración', 'empresa', 'privada', 'twitter', 'considere', 'va', 'evitar', 'violencia', 'caos', 'entonces', 'derecho', 'hacerlo', '¿qué', 'pesan', '¿vidas', 'humanas', 'caracteres', 'red', 'social']","2) So, if suspending Trump's account until the inauguration or until the private company #Twitter considers, is going to prevent further violence and mayhem, then it is your right to do so. What weighs more? Human lives or 280 characters in this social network?","['suspending', 'trump', 'account', 'inauguration', 'private', 'company', 'twitter', 'considers', 'going', 'prevent', 'violence', 'mayhem', 'right', 'weighs', 'human', 'lives', 'characters', 'social', 'network']",0.185,0.766,0.05,Neutral
"Hilo 🧵: 1) Jamás defenderé la censura, pero la irracionalidad y culto a la personalidad hacia un político no nos puede cegar (¿les suena familiar?).La palabra del presidente de la primera potencia tiene poder. Ambos extremos de son letales. Quedó demostrado aquí en #WashingtonDC","['hilo', 'jamás', 'defenderé', 'censura', 'irracionalidad', 'culto', 'personalidad', 'hacia', 'político', 'puede', 'cegar', '¿les', 'suena', 'familiar', 'palabra', 'presidente', 'primera', 'potencia', 'poder', 'ambos', 'extremos', 'letales', 'quedó', 'demostrado', 'aquí', 'washingtondc']","Thread 🧵: 1) I will never defend censorship, but irrationality and cult of personality towards a politician cannot blind us (sound familiar?) The word of the president of the first power has power. Both ends of are lethal. It was demonstrated here at #WashingtonDC","['thread', 'never', 'defend', 'censorship', 'irrationality', 'cult', 'personality', 'towards', 'politician', 'cannot', 'blind', 'us', 'sound', 'familiar', 'word', 'president', 'first', 'power', 'power', 'ends', 'lethal', 'demonstrated', 'washingtondc']",0.0,0.823,0.177,Neutral
"Mal es que un presidente incite a violencia sin consecuencias políticas / legales y de paso, se lave las manos reconociendo la transición a la nueva administración,cuando ya el daño estaba hecho.Todo basado en un fraude que no procedió en tribunales y sin pruebas trascendentales.","['mal', 'presidente', 'incite', 'violencia', 'consecuencias', 'políticas', 'legales', 'paso', 'lave', 'manos', 'reconociendo', 'transición', 'nueva', 'administración', 'daño', 'hecho', 'basado', 'fraude', 'procedió', 'tribunales', 'pruebas', 'trascendentales']","It is wrong for a president to incite violence without political / legal consequences and, incidentally, wash his hands recognizing the transition to the new administration, when the damage was done, all based on a fraud that did not proceed in court and without transcendental evidence .","['wrong', 'president', 'incite', 'violence', 'without', 'political', 'legal', 'consequences', 'incidentally', 'wash', 'hands', 'recognizing', 'transition', 'new', 'administration', 'damage', 'done', 'based', 'fraud', 'proceed', 'court', 'without', 'transcendental', 'evidence']",0.45,0.55,0.0,Neutral
#IMPERDIBLE En El Tiempo Latino - @eltiempolatino - hemos preparado esta cronología para ayudarlo a entender los hechos de esta semana ocurridos aquí en #WashingtonDC  CRONOLOGÍA | La semana del caos en Washington DC  https://t.co/xS3GhrFpNf,"['imperdible', 'tiempo', 'latino', 'eltiempolatino', 'preparado', 'cronología', 'ayudarlo', 'entender', 'hechos', 'semana', 'ocurridos', 'aquí', 'washingtondc', 'cronología', 'semana', 'caos', 'washington', 'dc']",#IMPERDIBLE En El Tiempo Latino - @eltiempolatino - we have prepared this chronology to help you understand the events of this week that occurred here at #WashingtonDC CHRONOLOGY | Chaos Week in Washington DC https://t.co/xS3GhrFpNf,"['imperdible', 'en', 'el', 'tiempo', 'latino', 'eltiempolatino', 'prepared', 'chronology', 'help', 'understand', 'events', 'week', 'occurred', 'washingtondc', 'chronology', 'chaos', 'week', 'washington', 'dc']",0.152,0.658,0.189,Neutral
"Lo peor es que esta acción del régimen no es nueva. Lo viene haciendo por años: censurando, cerrando y asaltando medios. Ya se han venido con todo antes. Es parte de vivir en una de las dictaduras modernas más despiadadas. Lamentable. #InformarNoEsDelito #InformarNoEsUnDelito","['peor', 'acción', 'régimen', 'nueva', 'viene', 'haciendo', 'años', 'censurando', 'cerrando', 'asaltando', 'medios', 'venido', 'parte', 'vivir', 'dictaduras', 'modernas', 'despiadadas', 'lamentable', 'informarnoesdelito', 'informarnoesundelito']","The worst thing is that this action by the regime is not new. It has been doing it for years: censoring, shutting down and raiding the media. They have come with everything before. It is part of living in one of the most ruthless modern dictatorships. Regrettable. #ReportIsNotDrug #ReportNotIsUnDrug","['worst', 'thing', 'action', 'regime', 'new', 'years', 'censoring', 'shutting', 'raiding', 'media', 'come', 'everything', 'part', 'living', 'one', 'ruthless', 'modern', 'dictatorships', 'regrettable', 'reportisnotdrug', 'reportnotisundrug']",0.28,0.72,0.0,Neutral
"@iamGermania 😱 Bueno, no me gusta Sanders en lo absoluto, pero tiene Razón en esta oportunidad, Germania. Lo peor es que desde que hice cobertura del asalto al Capitolio el miércoles no han faltado disociados atacándome en Twitter. Increíble.  ¿Dónde dejaron la capacidad de razonar?","['iamgermania', 'bueno', 'gusta', 'sanders', 'absoluto', 'razón', 'oportunidad', 'germania', 'peor', 'hice', 'cobertura', 'asalto', 'capitolio', 'miércoles', 'faltado', 'disociados', 'atacándome', 'twitter', 'increíble', '¿dónde', 'dejaron', 'capacidad', 'razonar']","@iamGermania 😱 Well, I don't like Sanders at all, but you're Right this time, Germania. The worst thing is that since I covered the assault on the Capitol on Wednesday they have not been dissociated attacking me on Twitter. Amazing. Where did they leave the ability to reason?","['iamgermania', 'well', 'like', 'sanders', 'right', 'time', 'germania', 'worst', 'thing', 'since', 'covered', 'assault', 'capitol', 'wednesday', 'dissociated', 'attacking', 'twitter', 'amazing', 'leave', 'ability', 'reason']",0.338,0.363,0.299,Neutral
"@PabloJosePerez2 Tu nivel de debate y ataques personales me demuestran que no eres disociado.. ¿cómo va a ser? Claro, jajajajaja. Búscate un libro y luego existe, lego.","['pablojoseperez', 'nivel', 'debate', 'ataques', 'personales', 'demuestran', 'disociado', '¿cómo', 'va', 'ser', 'claro', 'jajajajaja', 'búscate', 'libro', 'luego', 'existe', 'lego']","@ PabloJosePerez2 Your level of debate and personal attacks show me that you are not dissociated ... how is it going to be? Sure, hahahahaha. Get yourself a book and then it exists, layman.","['pablojoseperez', 'level', 'debate', 'personal', 'attacks', 'show', 'dissociated', 'going', 'sure', 'hahahahaha', 'get', 'book', 'exists', 'layman']",0.169,0.698,0.134,Neutral
@Hypatia2020 ¿Te parecen este tipo de tuits con fundamento y razón? Está bien lejos de eso.... No tiene ni idea de los numero que expone ahí. No sé si por ignorancia o adrede.,"['hypatia', '¿te', 'parecen', 'tipo', 'tuits', 'fundamento', 'razón', 'bien', 'lejos', 'idea', 'numero', 'expone', 'ahí', 'sé', 'si', 'ignorancia', 'adrede']",@ Hypatia2020 Do you think these types of tweets are justified and right? It is well away from that .... He has no idea of ​​the numbers he exhibits there. I do not know if by ignorance or on purpose.,"['hypatia', 'think', 'types', 'tweets', 'justified', 'right', 'well', 'away', 'idea', '\u200b\u200bthe', 'numbers', 'exhibits', 'know', 'ignorance', 'purpose']",0.13,0.622,0.249,Neutral
"@PabloJosePerez2 🤦🏻‍♂️Otro disociado. En EEUU hay democracia, pero quieren comparar todo con Venezuela al estilo dictadura castro comunista. El chavismo les hizo daños irreversibles. Los dejó sin capacidad de disertación sobre la realidad y dinámicas político-sociales del resto de países del mundo.","['pablojoseperez', '🤦🏻\u200d♂️otro', 'disociado', 'eeuu', 'democracia', 'quieren', 'comparar', 'venezuela', 'estilo', 'dictadura', 'castro', 'comunista', 'chavismo', 'hizo', 'daños', 'irreversibles', 'dejó', 'capacidad', 'disertación', 'realidad', 'dinámicas', 'político', 'sociales', 'resto', 'países', 'mundo']","@ PabloJosePerez2 🤦🏻‍♂️Another dissociated. In the US there is democracy, but they want to compare everything with Venezuela in the style of the Castro communist dictatorship. Chavismo did them irreversible damage. It left them without the capacity to discuss the reality and political-social dynamics of the rest of the countries of the world.","['pablojoseperez', '🤦🏻\u200d♂️another', 'dissociated', 'us', 'democracy', 'want', 'compare', 'everything', 'venezuela', 'style', 'castro', 'communist', 'dictatorship', 'chavismo', 'irreversible', 'damage', 'left', 'without', 'capacity', 'discuss', 'reality', 'political', 'social', 'dynamics', 'rest', 'countries', 'world']",0.13,0.781,0.089,Neutral
Donald Trump reconoce a administración de Biden y llama a sanación y reconciliación  https://t.co/1IvfWjFc06 via @YouTube,"['donald', 'trump', 'reconoce', 'administración', 'biden', 'llama', 'sanación', 'reconciliación', 'via', 'youtube']",Donald Trump recognizes the Biden administration and calls for healing and reconciliation https://t.co/1IvfWjFc06 via @YouTube,"['donald', 'trump', 'recognizes', 'biden', 'administration', 'calls', 'healing', 'reconciliation', 'via', 'youtube']",0.0,1.0,0.0,Neutral
"Hoy compartí parte de mi experiencia reportando lo sucedido en el asalto al Capitolio con @Caracol1260, durante la cobertura realizada este miércoles para @eltiempolatino. Entérate de más en el audio.   Gracias por el contacto telefónico.   Audio completo:  https://t.co/0Dpzio2ACt  https://t.co/xk5HoChCq3","['hoy', 'compartí', 'parte', 'experiencia', 'reportando', 'sucedido', 'asalto', 'capitolio', 'caracol', 'cobertura', 'realizada', 'miércoles', 'eltiempolatino', 'entérate', 'audio', 'gracias', 'contacto', 'telefónico', 'audio', 'completo']","Today I shared part of my experience reporting what happened in the assault on the Capitol with @ Caracol1260, during the coverage made this Wednesday for @eltiempolatino. Find out more in the audio. Thanks for the telephone contact. Full audio: https://t.co/0Dpzio2ACt https://t.co/xk5HoChCq3","['today', 'shared', 'part', 'experience', 'reporting', 'happened', 'assault', 'capitol', 'caracol', 'coverage', 'made', 'wednesday', 'eltiempolatino', 'find', 'audio', 'thanks', 'telephone', 'contact', 'full', 'audio']",0.146,0.651,0.203,Neutral
@Escribens2 Amén. Espero lleguen a su objetivo pronto. Abrazos.,"['escribens', 'amén', 'espero', 'lleguen', 'objetivo', 'pronto', 'abrazos']",@ Writes2 Amen. I hope they reach their goal soon. Hugs.,"['writes', 'amen', 'hope', 'reach', 'goal', 'soon', 'hugs']",0.0,0.357,0.643,Positivo
"#UltimaHora Por primera vez Trump reconoce a la nueva administración de  @JoeBiden y dice que garantizará la transición de poder. También es nuevo que llame a la sanación y reconciliación. Por cierto, califica de intrusos a quienes asaltaron el Capitolio y asegura que pagarán  https://t.co/c5MKP1NVr6","['ultimahora', 'primera', 'vez', 'trump', 'reconoce', 'nueva', 'administración', 'joebiden', 'dice', 'garantizará', 'transición', 'poder', 'nuevo', 'llame', 'sanación', 'reconciliación', 'cierto', 'califica', 'intrusos', 'asaltaron', 'capitolio', 'asegura', 'pagarán']","#UltimaHora For the first time Trump recognizes the new administration of @JoeBiden and says that it will guarantee the transition of power. It is also new that he calls for healing and reconciliation. By the way, he describes those who stormed the Capitol as intruders and assures that they will pay https://t.co/c5MKP1NVr6","['ultimahora', 'first', 'time', 'trump', 'recognizes', 'new', 'administration', 'joebiden', 'says', 'guarantee', 'transition', 'power', 'also', 'new', 'calls', 'healing', 'reconciliation', 'way', 'describes', 'stormed', 'capitol', 'intruders', 'assures', 'pay']",0.052,0.787,0.161,Neutral
@batita_gonzalez Jajajajaj. No te creo.  https://t.co/cEfD5wiQTA,"['batita', 'gonzalez', 'jajajajaj', 'creo']",@batita_gonzalez Hahahaha. I do not believe you. https://t.co/cEfD5wiQTA,"['batita', 'gonzalez', 'hahahaha', 'believe']",0.0,1.0,0.0,Neutral
"El QAnon Shaman,uno de los terroristas que asaltó el Capitolio,perteneciente en este caso a la extrema derecha -que siempre he dicho se parece a la extrema izquierda, los extremos se tocan -envía un mensaje a venezolanos.   NO gracias, 🦬 No queremos su consejo  Video: El Diario  https://t.co/YMJpmDb7QL","['qanon', 'shaman', 'terroristas', 'asaltó', 'capitolio', 'perteneciente', 'caso', 'extrema', 'derecha', 'siempre', 'dicho', 'parece', 'extrema', 'izquierda', 'extremos', 'tocan', 'envía', 'mensaje', 'venezolanos', 'gracias', 'queremos', 'consejo', 'video', 'diario']","QAnon Shaman, one of the terrorists who stormed the Capitol, belonging in this case to the extreme right -which I have always said resembles the extreme left, extremes meet -sends a message to Venezuelans. NO thanks, 🦬 We don't want his advice Video: El Diario https://t.co/YMJpmDb7QL","['qanon', 'shaman', 'one', 'terrorists', 'stormed', 'capitol', 'belonging', 'case', 'extreme', 'right', 'always', 'said', 'resembles', 'extreme', 'left', 'extremes', 'meet', 'sends', 'message', 'venezuelans', 'thanks', 'want', 'advice', 'video', 'el', 'diario']",0.131,0.735,0.134,Neutral
"#ServicioPublico Siempre hay buenos corazones en las redes. Les pido me apoyen con esta campaña de recolección de fondos para este niño, familiar de un primo. Una historia conmovedora, pero con tu granito de arena podemos sumar. Si no puedes donar, comparte RT.","['serviciopublico', 'siempre', 'buenos', 'corazones', 'redes', 'pido', 'apoyen', 'campaña', 'recolección', 'fondos', 'niño', 'familiar', 'primo', 'historia', 'conmovedora', 'granito', 'arena', 'podemos', 'sumar', 'si', 'puedes', 'donar', 'comparte', 'rt']","#ServicioPublico There are always good hearts in the networks. I ask you to support me with this fundraising campaign for this child, a relative of a cousin. A moving story, but with your grain of sand we can add. If you can't donate, share RT.","['serviciopublico', 'always', 'good', 'hearts', 'networks', 'ask', 'support', 'fundraising', 'campaign', 'child', 'relative', 'cousin', 'moving', 'story', 'grain', 'sand', 'add', 'donate', 'share', 'rt']",0.0,0.569,0.431,Neutral
"El hecho ocurrió dentro del edificio del Capitolio de Estados Unidos, luego de manifestantes pro Trump irrumpieran en las inmediaciones del lugar, tras el llamado a protestar del presidente Donald Trump, este miércoles 6 de enero.","['hecho', 'ocurrió', 'dentro', 'edificio', 'capitolio', 'unidos', 'luego', 'manifestantes', 'pro', 'trump', 'irrumpieran', 'inmediaciones', 'lugar', 'tras', 'llamado', 'protestar', 'presidente', 'donald', 'trump', 'miércoles', 'enero']","The incident occurred inside the United States Capitol building, after pro-Trump protesters broke into the vicinity of the place, following the call to protest by President Donald Trump, this Wednesday, January 6.","['incident', 'occurred', 'inside', 'united', 'states', 'capitol', 'building', 'pro', 'trump', 'protesters', 'broke', 'vicinity', 'place', 'following', 'call', 'protest', 'president', 'donald', 'trump', 'wednesday', 'january']",0.253,0.642,0.106,Neutral
"IMÁGENES SENSIBLES. Este video NO oficial, circula por redes. Momento en el que Ashli Babbitt, veterana de la Fuerza Aérea,originaria de California,recibe el disparo mortal.Esperamos declaraciones oficiales y reacciones al respecto. No juicios de valor, SOLO EL HECHO. Vía JAYDENX  https://t.co/RPuj1d5kxD","['imágenes', 'sensibles', 'video', 'oficial', 'circula', 'redes', 'momento', 'ashli', 'babbitt', 'veterana', 'fuerza', 'aérea', 'originaria', 'california', 'recibe', 'disparo', 'mortal', 'esperamos', 'declaraciones', 'oficiales', 'reacciones', 'respecto', 'juicios', 'valor', 'solo', 'hecho', 'vía', 'jaydenx']","SENSITIVE IMAGES. This video is NOT official, circulates through networks. At which point Ashli ​​Babbitt, an Air Force veteran from California, is fatally shot - we await official statements and reactions. No value judgments, JUST THE FACT. Via JAYDENX https://t.co/RPuj1d5kxD","['sensitive', 'images', 'video', 'official', 'circulates', 'networks', 'point', 'ashli', '\u200b\u200bbabbitt', 'air', 'force', 'veteran', 'california', 'fatally', 'shot', 'await', 'official', 'statements', 'reactions', 'value', 'judgments', 'fact', 'via', 'jaydenx']",0.145,0.724,0.131,Neutral
ÚLTIMA HORA: Nancy Pelosi - @SpeakerPelosi - pide que Mike Pence invoque la Enmienda 25 para destituir a Donald Trump de su cargo.  Afirma que el Congreso está preparado para proceder con el juicio político si su petición no es cumplida,"['última', 'hora', 'nancy', 'pelosi', 'speakerpelosi', 'pide', 'mike', 'pence', 'invoque', 'enmienda', 'destituir', 'donald', 'trump', 'cargo', 'afirma', 'congreso', 'preparado', 'proceder', 'juicio', 'político', 'si', 'petición', 'cumplida']",LAST MINUTE: Nancy Pelosi - @SpeakerPelosi - calls for Mike Pence to invoke Amendment 25 to remove Donald Trump from office. She claims that Congress is prepared to proceed with impeachment if her request is not honored.,"['last', 'minute', 'nancy', 'pelosi', 'speakerpelosi', 'calls', 'mike', 'pence', 'invoke', 'amendment', 'remove', 'donald', 'trump', 'office', 'claims', 'congress', 'prepared', 'proceed', 'impeachment', 'request', 'honored']",0.0,0.769,0.231,Neutral
Corrección: *preste servicio,"['corrección', 'preste', 'servicio']",Correction: * render service,"['correction', 'render', 'service']",0.0,1.0,0.0,Neutral
@Solsticio2106 @eltiempolatino Jajajaja. Otra disociada más.,"['solsticio', 'eltiempolatino', 'jajajaja', 'disociada']",@ Solsticio2106 @eltiempolatino Hahahaha. Another dissociated one.,"['solsticio', 'eltiempolatino', 'hahahaha', 'another', 'dissociated', 'one']",0.0,1.0,0.0,Neutral
"#ENVIVO Presidente electo @JoeBiden anuncia los nominados para el Departamento de Justicia de EEUU. “Es tiempo de un Dep. de Justicia que presente servicio a los intereses del pueblo - no a la presidencia”, dice el mandatario.    https://t.co/r00hx9VHqA","['envivo', 'presidente', 'electo', 'joebiden', 'anuncia', 'nominados', 'departamento', 'justicia', 'eeuu', 'tiempo', 'dep', 'justicia', 'presente', 'servicio', 'intereses', 'pueblo', 'presidencia”', 'dice', 'mandatario']","#ENVIVO President-elect @JoeBiden announces the nominees for the US Department of Justice. ""It is time for a Department of Justice to serve the interests of the people - not the presidency,"" says the president. https://t.co/r00hx9VHqA","['envivo', 'president', 'elect', 'joebiden', 'announces', 'nominees', 'us', 'department', 'justice', 'time', 'department', 'justice', 'serve', 'interests', 'people', 'presidency', 'says', 'president']",0.0,0.63,0.37,Neutral
#ATENCIÓN El representante Adam Kinzinger (republicano por Illinois) se convirtió el jueves en el primer legislador republicano en pedir la invocación de la Enmienda 25 para destituir al presidente Trump de su cargo.  ESPAÑOL:  https://t.co/wXdOZMETM2    https://t.co/XCQFKtDBBD,"['atención', 'representante', 'adam', 'kinzinger', 'republicano', 'illinois', 'convirtió', 'jueves', 'primer', 'legislador', 'republicano', 'pedir', 'invocación', 'enmienda', 'destituir', 'presidente', 'trump', 'cargo', 'español']",# ATTENTION Representative Adam Kinzinger (R-Illinois) became the first Republican lawmaker to call for the invocation of the 25th Amendment to remove President Trump from office on Thursday. SPANISH: https://t.co/wXdOZMETM2 https://t.co/XCQFKtDBBD,"['attention', 'representative', 'adam', 'kinzinger', 'illinois', 'became', 'first', 'republican', 'lawmaker', 'call', 'invocation', 'th', 'amendment', 'remove', 'president', 'trump', 'office', 'thursday', 'spanish']",0.0,1.0,0.0,Neutral
"@aetorrealba Déjame pegarte un hilo de mi autoría, para que estés contento 😁","['aetorrealba', 'déjame', 'pegarte', 'hilo', 'autoría', 'contento']","@aetorrealba Let me paste you a thread of my authorship, so that you are happy 😁","['aetorrealba', 'let', 'paste', 'thread', 'authorship', 'happy']",0.0,0.575,0.425,Neutral
"@aetorrealba Imagínate si yo me gastara en responder cada tuit de ataque personal, irracional, ofensivo o que considere que no está en mi nivel de debate, desde que tengo mi cuenta.Aún estuviera contestando a bots de la dictadura castrocomunista, tuiteros haters de oficio, etc 😆Feliz noche.","['aetorrealba', 'imagínate', 'si', 'gastara', 'responder', 'cada', 'tuit', 'ataque', 'personal', 'irracional', 'ofensivo', 'considere', 'nivel', 'debate', 'cuenta', 'aún', 'contestando', 'bots', 'dictadura', 'castrocomunista', 'tuiteros', 'haters', 'oficio', 'etc', '😆feliz', 'noche']","@aetorrealba Imagine if I spent myself responding to every tweet of personal, irrational, offensive attack or that I consider not at my level of debate, since I have my account, I was still replying to bots of the Castro-communist dictatorship, ex officio hater tweeters , etc 😆Happy night.","['aetorrealba', 'imagine', 'spent', 'responding', 'every', 'tweet', 'personal', 'irrational', 'offensive', 'attack', 'consider', 'level', 'debate', 'since', 'account', 'still', 'replying', 'bots', 'castro', 'communist', 'dictatorship', 'ex', 'officio', 'hater', 'tweeters', 'etc', '😆happy', 'night']",0.284,0.653,0.063,Neutral
@aetorrealba  https://t.co/jFFqoFvUcE,['aetorrealba'],@aetorrealba https://t.co/jFFqoFvUcE,['aetorrealba'],0.0,1.0,0.0,Neutral
"@aetorrealba Ningún acto de violencia se justifica. De ningún extremo. Tanto Proud Boys (presentes hoy)o KKK así como Antifa, representan extremos que ambos partidos deben repudiar,así como sus actos.Lo de hoy fue público y notorio. La multitud pro Trump violó la ley. That’s it.","['aetorrealba', 'ningún', 'acto', 'violencia', 'justifica', 'ningún', 'extremo', 'proud', 'boys', 'presentes', 'hoy', 'kkk', 'así', 'antifa', 'representan', 'extremos', 'ambos', 'partidos', 'deben', 'repudiar', 'así', 'actos', 'hoy', 'público', 'notorio', 'multitud', 'pro', 'trump', 'violó', 'ley', 'that’s', 'it']","@aetorrealba No act of violence is justified. From no end. Both Proud Boys (present today) or KKK as well as Antifa, represent extremes that both parties must repudiate, as well as their acts. Today was public and notorious. The pro-Trump crowd broke the law. That’s it.","['aetorrealba', 'act', 'violence', 'justified', 'end', 'proud', 'boys', 'present', 'today', 'kkk', 'well', 'antifa', 'represent', 'extremes', 'parties', 'must', 'repudiate', 'well', 'acts', 'today', 'public', 'notorious', 'pro', 'trump', 'crowd', 'broke', 'law', 'that’s']",0.231,0.471,0.299,Neutral
"@Joseacampos Suenas a chavista. Misma línea, mismas palabras. Jajajaja.","['joseacampos', 'suenas', 'chavista', 'misma', 'línea', 'mismas', 'palabras', 'jajajaja']","@Joseacampos You sound like chavista. Same line, same words. LOL.","['joseacampos', 'sound', 'like', 'chavista', 'line', 'words', 'lol']",0.0,0.485,0.515,Positivo
"Sen. (R) Marco Rubio (@marcorubio): ""Hace horas una joven murió en este Capitolio. La política nos ha vuelto locos. Han olvidado que América no es un Gobierno, un Presidente o un Congreso. Déjenme decirle lo que es: Tu familia, tu fe, tu comunidad"".","['sen', 'marco', 'rubio', 'marcorubio', 'hace', 'horas', 'joven', 'murió', 'capitolio', 'política', 'vuelto', 'locos', 'olvidado', 'américa', 'gobierno', 'presidente', 'congreso', 'déjenme', 'decirle', 'familia', 'fe', 'comunidad']","Sen. (R) Marco Rubio (@marcorubio): ""Hours ago a young woman died in this Capitol. Politics has driven us crazy. They have forgotten that America is not a Government, a President or a Congress. Let me tell you what it is: Your family , your faith, your community. ""","['sen', 'marco', 'rubio', 'marcorubio', 'hours', 'ago', 'young', 'woman', 'died', 'capitol', 'politics', 'driven', 'us', 'crazy', 'forgotten', 'america', 'government', 'president', 'congress', 'let', 'tell', 'family', 'faith', 'community']",0.257,0.651,0.091,Neutral
@AlexGue85047217  https://t.co/fzp2k2ih8I,['alexgue'],@AlexGue85047217  https://t.co/fzp2k2ih8I,['alexgue'],0.0,1.0,0.0,Neutral
"Aquí les voy con una opinión más fuerte para los que creen en teorías de la conspiración: El Congreso no solo debería destituir a Trump tras los hechos de hoy en DC, sino también inhabilitarlo políticamente para evitar que haga otros daños a 🇺🇸 en los años que le quedan. #Opinión","['aquí', 'voy', 'opinión', 'fuerte', 'creen', 'teorías', 'conspiración', 'congreso', 'solo', 'debería', 'destituir', 'trump', 'tras', 'hechos', 'hoy', 'dc', 'sino', 'inhabilitarlo', 'políticamente', 'evitar', 'haga', 'daños', '🇺🇸', 'años', 'quedan', 'opinión']","Here's a stronger opinion for those who believe in conspiracy theories: Congress should not only remove Trump after today's events in DC, but also disqualify him politically to prevent him from doing other damage to 🇺🇸 over the years. that you have left. #Opinion","['stronger', 'opinion', 'believe', 'conspiracy', 'theories', 'congress', 'remove', 'trump', 'today', 'events', 'dc', 'also', 'disqualify', 'politically', 'prevent', 'damage', '🇺🇸', 'years', 'left', 'opinion']",0.251,0.608,0.141,Neutral
@ybisinfante @eltiempolatino ¿Cuál es su verdad ? ¿Cuáles son sus pruebas? ¿Cuál es la base de su racionalidad? ¿Usted estuvo allí como yo? ¿Cuál es su versión? Porque la subjetividad con la que lanza su opinión la hace completamente ciega a tales hechos que menciona.,"['ybisinfante', 'eltiempolatino', '¿cuál', 'verdad', '¿cuáles', 'pruebas', '¿cuál', 'base', 'racionalidad', '¿usted', 'allí', '¿cuál', 'versión', 'subjetividad', 'lanza', 'opinión', 'hace', 'completamente', 'ciega', 'tales', 'hechos', 'menciona']",@ybisinfante @eltiempolatino What is your truth? What are your tests? What is the basis of your rationality? Were you there like me? What is your version? Because the subjectivity with which she launches her opinion makes her completely blind to such facts that she mentions.,"['ybisinfante', 'eltiempolatino', 'truth', 'tests', 'basis', 'rationality', 'like', 'version', 'subjectivity', 'launches', 'opinion', 'makes', 'completely', 'blind', 'facts', 'mentions']",0.144,0.625,0.231,Neutral
