,Unnamed: 0,tweet,tweet_translated,tweet_cleaned,tweet_tokenized,compound,neg,neu,pos
30,30,"Tu punto es el más relevante. Una estrategia de aislamiento al gol vzlano, que expulsa y amenaza a los inversionistas clásicos, termina produciendo una evidente desoccidentalización del país, que es cada vez más penetrado, econ y políticamente, por los adversarios de occidente.","Your point is the most relevant. A strategy of isolation to the Vzlano goal, which expels and threatens the classical investors, ends up producing an evident de-westernization of the country, which is increasingly penetrated, economically and politically, by the adversaries of the West.",tu punto es el más relevante una estrategia de aislamiento al gol vzlano que expulsa y amenaza a los inversionistas clásicos termina produciendo una evidente desoccidentalización del país que es cada vez más penetrado econ y políticamente por los adversarios de occidente ,"['tu', 'punto', 'es', 'el', 'más', 'relevante', 'una', 'estrategia', 'de', 'aislamiento', 'al', 'gol', 'vzlano', 'que', 'expulsa', 'amenaza', 'los', 'inversionistas', 'clásicos', 'termina', 'produciendo', 'una', 'evidente', 'desoccidentalización', 'del', 'país', 'que', 'es', 'cada', 'vez', 'más', 'penetrado', 'econ', 'políticamente', 'por', 'los', 'adversarios', 'de', 'occidente']",-0.836,0.202,0.798,0.0
31,31,"Esa será una búsqueda central del proceso de negociación política, pero las probabilidades de que eso ocurra son bastante bajas. Es mucho mas probable que haya participación parcial, lo cual siempre será más débil.","That will be a central quest of the political negotiation process, but the chances of that happening are quite low. Partial participation is much more likely, which will always be weaker.",esa será una búsqueda central del proceso de negociación política pero las probabilidades de que eso ocurra son bastante bajas es mucho mas probable que haya participación parcial lo cual siempre será más débil ,"['esa', 'será', 'una', 'búsqueda', 'central', 'del', 'proceso', 'de', 'negociación', 'política', 'pero', 'las', 'probabilidades', 'de', 'que', 'eso', 'ocurra', 'son', 'bastante', 'bajas', 'es', 'mucho', 'mas', 'probable', 'que', 'haya', 'participación', 'parcial', 'lo', 'cual', 'siempre', 'será', 'más', 'débil']",-0.6946,0.187,0.754,0.059
32,32,"Los resultados de la abstención presidencial y parlamentaria son mucho más potentes que mi opinión. Pero eso no significa que participar pasivamente, sin luchar por condiciones, sin unidad opositora y sin plan para convertir la participación en acción sea una estrategia ganadora.","The results of the presidential and parliamentary abstention are much more powerful than my opinion. But that does not mean that participating passively, without fighting for conditions, without opposing unity and without a plan to turn participation into action is a winning strategy.",los resultados de la abstención presidencial y parlamentaria son mucho más potentes que mi opinión pero eso no significa que participar pasivamente sin luchar por condiciones sin unidad opositora y sin plan para convertir la participación en acción sea una estrategia ganadora ,"['los', 'resultados', 'de', 'la', 'abstención', 'presidencial', 'parlamentaria', 'son', 'mucho', 'más', 'potentes', 'que', 'mi', 'opinión', 'pero', 'eso', 'no', 'significa', 'que', 'participar', 'pasivamente', 'sin', 'luchar', 'por', 'condiciones', 'sin', 'unidad', 'opositora', 'sin', 'plan', 'para', 'convertir', 'la', 'participación', 'en', 'acción', 'sea', 'una', 'estrategia', 'ganadora']",0.8053,0.041,0.774,0.185
33,33,"Y que tiene que ver una cosa con la otra? Las encuestas no miden lo que los encuestadores quieren, desean o temen, miden lo que la gente piensa y lo vamos a decir nos guste o no. Ese es nuestro trabajo, moleste a quien moleste.","And what has one thing to do with the other? Polls do not measure what pollsters want, want or fear, they measure what people think and we are going to say it whether we like it or not. That's our job, bother whoever bothers.",y que tiene que ver una cosa con la otra las encuestas no miden lo que los encuestadores quieren desean o temen miden lo que la gente piensa y lo vamos a decir nos guste o no ese es nuestro trabajo moleste a quien moleste ,"['que', 'tiene', 'que', 'ver', 'una', 'cosa', 'con', 'la', 'otra', 'las', 'encuestas', 'no', 'miden', 'lo', 'que', 'los', 'encuestadores', 'quieren', 'desean', 'temen', 'miden', 'lo', 'que', 'la', 'gente', 'piensa', 'lo', 'vamos', 'decir', 'nos', 'guste', 'no', 'ese', 'es', 'nuestro', 'trabajo', 'moleste', 'quien', 'moleste']",-0.5106,0.147,0.752,0.101
34,34,"La opo no tiene control territorial ni puede resolver temas internos, pero si es el factor determinante para obtener ayuda internacional humanitaria y esa búsqueda no puede parar nunca, pese a los bloqueadores que establezca el gob. De eso se tratan las primeras negociaciones.","The opo does not have territorial control nor can it resolve internal issues, but it is the determining factor in obtaining international humanitarian aid and that search can never stop, despite the blockers established by the govt. That's what the first negotiations are about.",la opo no tiene control territorial ni puede resolver temas internos pero si es el factor determinante para obtener ayuda internacional humanitaria y esa búsqueda no puede parar nunca pese a los bloqueadores que establezca el gob de eso se tratan las primeras negociaciones ,"['la', 'opo', 'no', 'tiene', 'control', 'territorial', 'ni', 'puede', 'resolver', 'temas', 'internos', 'pero', 'si', 'es', 'el', 'factor', 'determinante', 'para', 'obtener', 'ayuda', 'internacional', 'humanitaria', 'esa', 'búsqueda', 'no', 'puede', 'parar', 'nunca', 'pese', 'los', 'bloqueadores', 'que', 'establezca', 'el', 'gob', 'de', 'eso', 'se', 'tratan', 'las', 'primeras', 'negociaciones']",0.1877,0.035,0.915,0.051
35,35,"El problema del combustible (gas, gasolina y diesel) es que su crisis proviene del modelo económico y político negativo de la revolución, pero las sanciones, lejos de ayudar, empeoran e incrementan sus impactos sobre la población inocente. El resultado esta a la vista.","The problem of fuel (gas, gasoline and diesel) is that its crisis comes from the negative economic and political model of the revolution, but sanctions, far from helping, worsen and increase their impact on the innocent population. The result is in sight.",el problema del combustible gas gasolina y diesel es que su crisis proviene del modelo económico y político negativo de la revolución pero las sanciones lejos de ayudar empeoran e incrementan sus impactos sobre la población inocente el resultado esta a la vista ,"['el', 'problema', 'del', 'combustible', 'gas', 'gasolina', 'diesel', 'es', 'que', 'su', 'crisis', 'proviene', 'del', 'modelo', 'económico', 'político', 'negativo', 'de', 'la', 'revolución', 'pero', 'las', 'sanciones', 'lejos', 'de', 'ayudar', 'empeoran', 'incrementan', 'sus', 'impactos', 'sobre', 'la', 'población', 'inocente', 'el', 'resultado', 'esta', 'la', 'vista']",-0.3291,0.203,0.636,0.161
36,36,"Hay un falso dilema entre negociar y no negociar, votar o no votar. La pregunta es: Vas a hacer algo real y diferente en el plano político o te vas a quedar (como hasta ahora) en discursos políticos y diplomáticos, amenazas incumplibles e intentos de preservación del status quo?  https://t.co/DCnJHsTIwD","There is a false dilemma between negotiating and not negotiating, voting or not voting. The question is: Are you going to do something real and different on the political level or are you going to stay (as before) in political and diplomatic speeches, unfulfillable threats and attempts to preserve the status quo? https://t.co/DCnJHsTIwD",hay un falso dilema entre negociar y no negociar votar o no votar la pregunta es vas a hacer algo real y diferente en el plano político o te vas a quedar como hasta ahora en discursos políticos y diplomáticos amenazas incumplibles e intentos de preservación del status quo ,"['hay', 'un', 'falso', 'dilema', 'entre', 'negociar', 'no', 'negociar', 'votar', 'no', 'votar', 'la', 'pregunta', 'es', 'vas', 'hacer', 'algo', 'real', 'diferente', 'en', 'el', 'plano', 'político', 'te', 'vas', 'quedar', 'como', 'hasta', 'ahora', 'en', 'discursos', 'políticos', 'diplomáticos', 'amenazas', 'incumplibles', 'intentos', 'de', 'preservación', 'del', 'status', 'quo']",-0.5423,0.081,0.919,0.0
37,37,"Las sanciones se dividen en: 1) con impacto humanitario negativo, 2) de presión económica al gob y 3) sanciones personales contra funcionarios. Sólo las humanitarias podrían flexibilizarse como marco previo a la negociación. El resto será instrumento de negociación política.","The sanctions are divided into: 1) with negative humanitarian impact, 2) economic pressure on the govt, and 3) personal sanctions against officials. Only humanitarian agencies could be made more flexible as a framework prior to negotiation. The rest will be an instrument of political negotiation.",las sanciones se dividen en con impacto humanitario negativo de presión económica al gob y sanciones personales contra funcionarios sólo las humanitarias podrían flexibilizarse como marco previo a la negociación el resto será instrumento de negociación política ,"['las', 'sanciones', 'se', 'dividen', 'en', 'con', 'impacto', 'humanitario', 'negativo', 'de', 'presión', 'económica', 'al', 'gob', 'sanciones', 'personales', 'contra', 'funcionarios', 'sólo', 'las', 'humanitarias', 'podrían', 'flexibilizarse', 'como', 'marco', 'previo', 'la', 'negociación', 'el', 'resto', 'será', 'instrumento', 'de', 'negociación', 'política']",-0.5729,0.118,0.838,0.044
38,38,"Las probabilidades de que la administración Biden haga un giro tan profundo que lo lleve a establecer alianzas con el gob de Maduro, bajo esa o cualquier otra tesis, sin pasar por una revalidación democrática de poderes en Vzla es NULA.","The probability that the Biden administration will make such a profound turn that it will establish alliances with the Maduro government, under that or any other thesis, without going through a democratic revalidation of powers in Vzla is NULL.",las probabilidades de que la administración biden haga un giro tan profundo que lo lleve a establecer alianzas con el gob de maduro bajo esa o cualquier otra tesis sin pasar por una revalidación democrática de poderes en vzla es nula ,"['las', 'probabilidades', 'de', 'que', 'la', 'administración', 'biden', 'haga', 'un', 'giro', 'tan', 'profundo', 'que', 'lo', 'lleve', 'establecer', 'alianzas', 'con', 'el', 'gob', 'de', 'maduro', 'bajo', 'esa', 'cualquier', 'otra', 'tesis', 'sin', 'pasar', 'por', 'una', 'revalidación', 'democrática', 'de', 'poderes', 'en', 'vzla', 'es', 'nula']",0.0,0.0,1.0,0.0
39,39,¿Y tú te vas a lanzar a un puesto de elección popular en alguna elección?,And are you going to run for a popularly elected position in any election?,¿y tú te vas a lanzar a un puesto de elección popular en alguna elección ,"['¿y', 'tú', 'te', 'vas', 'lanzar', 'un', 'puesto', 'de', 'elección', 'popular', 'en', 'alguna', 'elección']",0.4215,0.0,0.823,0.177
40,40,"Lo máximo que podemos decir es que a pesar de que la preferencia de la pob es resolver el conflicto a través de una elección, sin cambio de condiciones reales y sin acuerdos relevantes, la abstención seguirá siendo el problema mayor para quienes quieren participar en elecciones","The most we can say is that even though the people's preference is to resolve the conflict through an election, without changing real conditions and without relevant agreements, abstention will continue to be the biggest problem for those who want to participate in elections.",lo máximo que podemos decir es que a pesar de que la preferencia de la pob es resolver el conflicto a través de una elección sin cambio de condiciones reales y sin acuerdos relevantes la abstención seguirá siendo el problema mayor para quienes quieren participar en elecciones,"['lo', 'máximo', 'que', 'podemos', 'decir', 'es', 'que', 'pesar', 'de', 'que', 'la', 'preferencia', 'de', 'la', 'pob', 'es', 'resolver', 'el', 'conflicto', 'través', 'de', 'una', 'elección', 'sin', 'cambio', 'de', 'condiciones', 'reales', 'sin', 'acuerdos', 'relevantes', 'la', 'abstención', 'seguirá', 'siendo', 'el', 'problema', 'mayor', 'para', 'quienes', 'quieren', 'participar', 'en', 'elecciones']",-0.443,0.137,0.784,0.078
41,41,"Maduro participa en cualquier negociación porque le interesa mostrar su control territorial y obligar su reconocimiento como contraparte dominante (que nada tiene que ver con legitimidad). Mientras más “mediática” la negociación, mejor para él (y peor para la negociación real).","Maduro participates in any negotiation because he is interested in showing his territorial control and forcing his recognition as a dominant counterpart (which has nothing to do with legitimacy). The more “media” the negotiation, the better for him (and the worse for the real negotiation).",maduro participa en cualquier negociación porque le interesa mostrar su control territorial y obligar su reconocimiento como contraparte dominante que nada tiene que ver con legitimidad mientras más mediática” la negociación mejor para él y peor para la negociación real ,"['maduro', 'participa', 'en', 'cualquier', 'negociación', 'porque', 'le', 'interesa', 'mostrar', 'su', 'control', 'territorial', 'obligar', 'su', 'reconocimiento', 'como', 'contraparte', 'dominante', 'que', 'nada', 'tiene', 'que', 'ver', 'con', 'legitimidad', 'mientras', 'más', 'mediática”', 'la', 'negociación', 'mejor', 'para', 'él', 'peor', 'para', 'la', 'negociación', 'real']",0.3612,0.061,0.828,0.11
42,42,"Tenemos unos minutos para preguntas y respuestas, comenzando ahora mismo.","We have a few minutes for questions and answers, starting right now.",tenemos unos minutos para preguntas y respuestas comenzando ahora mismo ,"['tenemos', 'unos', 'minutos', 'para', 'preguntas', 'respuestas', 'comenzando', 'ahora', 'mismo']",0.0,0.0,1.0,0.0
43,43,"@JoseGar97799801 Si lees mi análisis, arranca precisamente por entregar un conjunto de decisiones humanitarias que no se negocian y cuyo centro son las necesidades de la poblacion, por lo tanto corrigen precisamente ese problema.","@ JoseGar97799801 If you read my analysis, it starts precisely by delivering a set of humanitarian decisions that are not negotiated and whose center is the needs of the population, therefore they correct precisely that problem.", josegar si lees mi análisis arranca precisamente por entregar un conjunto de decisiones humanitarias que no se negocian y cuyo centro son las necesidades de la poblacion por lo tanto corrigen precisamente ese problema ,"['josegar', 'si', 'lees', 'mi', 'análisis', 'arranca', 'precisamente', 'por', 'entregar', 'un', 'conjunto', 'de', 'decisiones', 'humanitarias', 'que', 'no', 'se', 'negocian', 'cuyo', 'centro', 'son', 'las', 'necesidades', 'de', 'la', 'poblacion', 'por', 'lo', 'tanto', 'corrigen', 'precisamente', 'ese', 'problema']",-0.4019,0.072,0.928,0.0
44,44,"@OYDS1 No. Ellos quieren una liberación de todo. Lo cual es tan imposible como que ellos mismos entreguen el poder, pues forma parte del poder de negociación de su adversario. Me refiero a elementos humanitarios que son vitales para la población","@ OYDS1 No. They want a release of everything. Which is as impossible as that they surrender power themselves, since it is part of the bargaining power of their adversary. I am referring to humanitarian elements that are vital for the population", oyds no ellos quieren una liberación de todo lo cual es tan imposible como que ellos mismos entreguen el poder pues forma parte del poder de negociación de su adversario me refiero a elementos humanitarios que son vitales para la población,"['oyds', 'no', 'ellos', 'quieren', 'una', 'liberación', 'de', 'todo', 'lo', 'cual', 'es', 'tan', 'imposible', 'como', 'que', 'ellos', 'mismos', 'entreguen', 'el', 'poder', 'pues', 'forma', 'parte', 'del', 'poder', 'de', 'negociación', 'de', 'su', 'adversario', 'me', 'refiero', 'elementos', 'humanitarios', 'que', 'son', 'vitales', 'para', 'la', 'población']",0.1779,0.041,0.88,0.079
45,45,Hay elementos previos que deben resolverse de inmediato y cómo marco a la negociacion. La garantía de participación política sin amenazas; la apertura a la ayuda humanitaria por parte del gobierno y la flexibilización de sanciones internacionales que tengan impacto humanitario.,There are previous elements that must be resolved immediately and how to frame the negotiation. The guarantee of political participation without threats; the opening of the government to humanitarian aid and the relaxation of international sanctions that have a humanitarian impact.,hay elementos previos que deben resolverse de inmediato y cómo marco a la negociacion la garantía de participación política sin amenazas la apertura a la ayuda humanitaria por parte del gobierno y la flexibilización de sanciones internacionales que tengan impacto humanitario ,"['hay', 'elementos', 'previos', 'que', 'deben', 'resolverse', 'de', 'inmediato', 'cómo', 'marco', 'la', 'negociacion', 'la', 'garantía', 'de', 'participación', 'política', 'sin', 'amenazas', 'la', 'apertura', 'la', 'ayuda', 'humanitaria', 'por', 'parte', 'del', 'gobierno', 'la', 'flexibilización', 'de', 'sanciones', 'internacionales', 'que', 'tengan', 'impacto', 'humanitario']",0.8142,0.0,0.797,0.203
46,46,@MartinezQ16 Jajaja. Por fa dime donde paso a buscarlos que me hacen burda de falta. Y avísales a ellos para que se enteren. Jajaja hay tantos gafos...que hacen olas.,@ MartinezQ16 Hahaha. Please tell me where I go to look for them that I lack gross. And let them know so they know. Hahaha there are so many glasses ... they make waves., martinezq jajaja por fa dime donde paso a buscarlos que me hacen burda de falta y avísales a ellos para que se enteren jajaja hay tantos gafos que hacen olas ,"['martinezq', 'jajaja', 'por', 'fa', 'dime', 'donde', 'paso', 'buscarlos', 'que', 'me', 'hacen', 'burda', 'de', 'falta', 'avísales', 'ellos', 'para', 'que', 'se', 'enteren', 'jajaja', 'hay', 'tantos', 'gafos', 'que', 'hacen', 'olas']",0.6557,0.122,0.657,0.221
47,47,Es obvio que la fuerza para presionar a Maduro no es suficiente para conseguir su salida. La pregunta es: ¿y qué puede conseguir entonces?  ¿Vale la pena intentarlo? ¿Qué define el éxito o el@fracaso de este nuevo intentó?  https://t.co/kYc7PsUfp8,It is obvious that the force to pressure Maduro is not enough to get him out. The question is: what can you achieve then? It's worth a try? What defines the success or failure of this new attempt? https://t.co/kYc7PsUfp8,es obvio que la fuerza para presionar a maduro no es suficiente para conseguir su salida la pregunta es ¿y qué puede conseguir entonces ¿vale la pena intentarlo ¿qué define el éxito o el fracaso de este nuevo intentó ,"['es', 'obvio', 'que', 'la', 'fuerza', 'para', 'presionar', 'maduro', 'no', 'es', 'suficiente', 'para', 'conseguir', 'su', 'salida', 'la', 'pregunta', 'es', '¿y', 'qué', 'puede', 'conseguir', 'entonces', '¿vale', 'la', 'pena', 'intentarlo', '¿qué', 'define', 'el', 'éxito', 'el', 'fracaso', 'de', 'este', 'nuevo', 'intentó']",0.163,0.118,0.75,0.132
48,48,"@JLmovil Realmente eso es exactamente lo que dice este artículo que no pasará así que asumo que estás de acuerdo, pero no lo leíste.","@JLmovil Actually that is exactly what this article says that it will not happen so I assume you agree, but you did not read it.", jlmovil realmente eso es exactamente lo que dice este artículo que no pasará así que asumo que estás de acuerdo pero no lo leíste ,"['jlmovil', 'realmente', 'eso', 'es', 'exactamente', 'lo', 'que', 'dice', 'este', 'artículo', 'que', 'no', 'pasará', 'así', 'que', 'asumo', 'que', 'estás', 'de', 'acuerdo', 'pero', 'no', 'lo', 'leíste']",0.1901,0.0,0.932,0.068
49,49,¿Éxito o fracaso de las negociaciones?  Todo depende de las expectativas.  https://t.co/kYc7PsUfp8,Success or failure of the negotiations? It all depends on expectations. https://t.co/kYc7PsUfp8,¿éxito o fracaso de las negociaciones todo depende de las expectativas ,"['¿éxito', 'fracaso', 'de', 'las', 'negociaciones', 'todo', 'depende', 'de', 'las', 'expectativas']",0.1027,0.194,0.588,0.218
50,50,"Un placer acompañar a @Fedeagro y  todo el sector agrícola hoy en su convención anual. El sector productivo es uno de los héroes más importantes del país, haciendo esfuerzos para mantener producción y abastecimiento, pese a los graves bloqueadores que enfrenta. Gracias a ustedes.","A pleasure to accompany @Fedeagro and the entire agricultural sector today at their annual convention. The productive sector is one of the country's most important heroes, making efforts to maintain production and supply, despite the serious blockers it faces. Thanks to you.",un placer acompañar a fedeagro y todo el sector agrícola hoy en su convención anual el sector productivo es uno de los héroes más importantes del país haciendo esfuerzos para mantener producción y abastecimiento pese a los graves bloqueadores que enfrenta gracias a ustedes ,"['un', 'placer', 'acompañar', 'fedeagro', 'todo', 'el', 'sector', 'agrícola', 'hoy', 'en', 'su', 'convención', 'anual', 'el', 'sector', 'productivo', 'es', 'uno', 'de', 'los', 'héroes', 'más', 'importantes', 'del', 'país', 'haciendo', 'esfuerzos', 'para', 'mantener', 'producción', 'abastecimiento', 'pese', 'los', 'graves', 'bloqueadores', 'que', 'enfrenta', 'gracias', 'ustedes']",0.9099,0.0,0.733,0.267
51,51,"Es cierto que confiar en acuerdos de largo plazo en Vzla podría parecer ingenuo. Pero incluso si el gob planeara irrespetar luego los acuerdos, estos tienen impacto fundamental e indispensable. Servirán para unificar el objetivo común de lucha de la opo. Y solo eso vale la pena.","True, relying on Vzla for long-term deals might seem naive. But even if the govt plans to disrespect the agreements later, they have a fundamental and indispensable impact. They will serve to unify the opposing common goal of struggle. And that alone is worth it.",es cierto que confiar en acuerdos de largo plazo en vzla podría parecer ingenuo pero incluso si el gob planeara irrespetar luego los acuerdos estos tienen impacto fundamental e indispensable servirán para unificar el objetivo común de lucha de la opo y solo eso vale la pena ,"['es', 'cierto', 'que', 'confiar', 'en', 'acuerdos', 'de', 'largo', 'plazo', 'en', 'vzla', 'podría', 'parecer', 'ingenuo', 'pero', 'incluso', 'si', 'el', 'gob', 'planeara', 'irrespetar', 'luego', 'los', 'acuerdos', 'estos', 'tienen', 'impacto', 'fundamental', 'indispensable', 'servirán', 'para', 'unificar', 'el', 'objetivo', 'común', 'de', 'lucha', 'de', 'la', 'opo', 'solo', 'eso', 'vale', 'la', 'pena']",-0.6908,0.196,0.695,0.11
52,52,"3) finalmente hay una negociación, que debe separarse del resto, que mira la solución integral e incluye condiciones para rescatar democracia y derechos políticos hasta llegar a una presidencial decente. Eso requerirá más tiempo y necesitará de los 2 anteriores para avanzar.","3) finally there is a negotiation, which must be separated from the rest, which looks at the integral solution and includes conditions to rescue democracy and political rights until a decent presidential one is reached. That will take more time and you will need the 2 above to move forward.", finalmente hay una negociación que debe separarse del resto que mira la solución integral e incluye condiciones para rescatar democracia y derechos políticos hasta llegar a una presidencial decente eso requerirá más tiempo y necesitará de los anteriores para avanzar ,"['finalmente', 'hay', 'una', 'negociación', 'que', 'debe', 'separarse', 'del', 'resto', 'que', 'mira', 'la', 'solución', 'integral', 'incluye', 'condiciones', 'para', 'rescatar', 'democracia', 'derechos', 'políticos', 'hasta', 'llegar', 'una', 'presidencial', 'decente', 'eso', 'requerirá', 'más', 'tiempo', 'necesitará', 'de', 'los', 'anteriores', 'para', 'avanzar']",0.7184,0.0,0.87,0.13
53,53,"2) En el segundo grupo está la negociación rápida. Esa que llega a acuerdos sectoriales y parciales económicos y políticos, liberación de presos políticos, condiciones electorales para eventos inmediatos (incluyendo regionales) y flexibilización de algunas sanciones.","2) In the second group is quick negotiation. That which reaches sectorial and partial economic and political agreements, release of political prisoners, electoral conditions for immediate events (including regional ones) and relaxation of some sanctions.", en el segundo grupo está la negociación rápida esa que llega a acuerdos sectoriales y parciales económicos y políticos liberación de presos políticos condiciones electorales para eventos inmediatos incluyendo regionales y flexibilización de algunas sanciones ,"['en', 'el', 'segundo', 'grupo', 'está', 'la', 'negociación', 'rápida', 'esa', 'que', 'llega', 'acuerdos', 'sectoriales', 'parciales', 'económicos', 'políticos', 'liberación', 'de', 'presos', 'políticos', 'condiciones', 'electorales', 'para', 'eventos', 'inmediatos', 'incluyendo', 'regionales', 'flexibilización', 'de', 'algunas', 'sanciones']",0.34,0.08,0.756,0.163
54,54,Ninguno de estos elementos se puede colocar como condición para la negociación pues es equivalente a poner la calidad de vida como moneda de cambio.,"None of these elements can be placed as a condition for negotiation, since it is equivalent to putting quality of life as a bargaining chip.",ninguno de estos elementos se puede colocar como condición para la negociación pues es equivalente a poner la calidad de vida como moneda de cambio ,"['ninguno', 'de', 'estos', 'elementos', 'se', 'puede', 'colocar', 'como', 'condición', 'para', 'la', 'negociación', 'pues', 'es', 'equivalente', 'poner', 'la', 'calidad', 'de', 'vida', 'como', 'moneda', 'de', 'cambio']",0.0,0.0,1.0,0.0
55,55,"Los acuerdos de intercambio de petróleo por alimentos también son una medida indispensable para atender una necesidad humanitaria y es vital que la gente coma, se desplace, reciba vacunas y tenga servicios sin condicionarse a una negociación política que puede durar meses o más.","Oil-for-food exchange agreements are also an indispensable measure to meet a humanitarian need and it is vital that people eat, travel, receive vaccines and have services without being conditional on a political negotiation that can last months or more.",los acuerdos de intercambio de petróleo por alimentos también son una medida indispensable para atender una necesidad humanitaria y es vital que la gente coma se desplace reciba vacunas y tenga servicios sin condicionarse a una negociación política que puede durar meses o más ,"['los', 'acuerdos', 'de', 'intercambio', 'de', 'petróleo', 'por', 'alimentos', 'también', 'son', 'una', 'medida', 'indispensable', 'para', 'atender', 'una', 'necesidad', 'humanitaria', 'es', 'vital', 'que', 'la', 'gente', 'coma', 'se', 'desplace', 'reciba', 'vacunas', 'tenga', 'servicios', 'sin', 'condicionarse', 'una', 'negociación', 'política', 'que', 'puede', 'durar', 'meses', 'más']",0.5106,0.0,0.896,0.104
56,56,"Maduro debe levantar inmediatamente toda barrera a la entrada de ayuda humanitaria, empezando por vacunas. La opo debe solicitar  el levantamiento previo a la prohibición de importación de diésel, pues limita transporte y producción de alimentos, medicinas y ayuda humanitaria.","Maduro must immediately lift all barriers to the entry of humanitarian aid, starting with vaccines. The opo must request the lifting prior to the prohibition of diesel imports, as it limits the transport and production of food, medicine and humanitarian aid.",maduro debe levantar inmediatamente toda barrera a la entrada de ayuda humanitaria empezando por vacunas la opo debe solicitar el levantamiento previo a la prohibición de importación de diésel pues limita transporte y producción de alimentos medicinas y ayuda humanitaria ,"['maduro', 'debe', 'levantar', 'inmediatamente', 'toda', 'barrera', 'la', 'entrada', 'de', 'ayuda', 'humanitaria', 'empezando', 'por', 'vacunas', 'la', 'opo', 'debe', 'solicitar', 'el', 'levantamiento', 'previo', 'la', 'prohibición', 'de', 'importación', 'de', 'diésel', 'pues', 'limita', 'transporte', 'producción', 'de', 'alimentos', 'medicinas', 'ayuda', 'humanitaria']",0.0,0.0,1.0,0.0
57,57,La oposición usará las sanciones como parte fundamental de su poder de negociación. Y exigirá quid pro quo (algo a cambio) y si los acuerdos son parciales también lo serán las cesiones. Pero hay sanciones que han causado daño a la gente y no al gobierno. Esas deben liberarse ya.,"The opposition will use sanctions as a fundamental part of its bargaining power. And it will require quid pro quo (something in return) and if the agreements are partial, so will the assignments. But there are sanctions that have hurt the people and not the government. Those must be released now.",la oposición usará las sanciones como parte fundamental de su poder de negociación y exigirá quid pro quo algo a cambio y si los acuerdos son parciales también lo serán las cesiones pero hay sanciones que han causado daño a la gente y no al gobierno esas deben liberarse ya ,"['la', 'oposición', 'usará', 'las', 'sanciones', 'como', 'parte', 'fundamental', 'de', 'su', 'poder', 'de', 'negociación', 'exigirá', 'quid', 'pro', 'quo', 'algo', 'cambio', 'si', 'los', 'acuerdos', 'son', 'parciales', 'también', 'lo', 'serán', 'las', 'cesiones', 'pero', 'hay', 'sanciones', 'que', 'han', 'causado', 'daño', 'la', 'gente', 'no', 'al', 'gobierno', 'esas', 'deben', 'liberarse', 'ya']",-0.6187,0.083,0.888,0.028
58,58,"Eso indica que el primer nivel de la negociación arranca poniendo sobre la mesa la garantía refrendada internacionalmente de que nadie que participe en política  hoy será amenazado, perseguido o apresado y eso no se negocia. Se obtiene para negociar.","This indicates that the first level of the negotiation begins by putting on the table the internationally endorsed guarantee that no one who participates in politics today will be threatened, persecuted or arrested and that is not negotiated. It is obtained to negotiate.",eso indica que el primer nivel de la negociación arranca poniendo sobre la mesa la garantía refrendada internacionalmente de que nadie que participe en política hoy será amenazado perseguido o apresado y eso no se negocia se obtiene para negociar ,"['eso', 'indica', 'que', 'el', 'primer', 'nivel', 'de', 'la', 'negociación', 'arranca', 'poniendo', 'sobre', 'la', 'mesa', 'la', 'garantía', 'refrendada', 'internacionalmente', 'de', 'que', 'nadie', 'que', 'participe', 'en', 'política', 'hoy', 'será', 'amenazado', 'perseguido', 'apresado', 'eso', 'no', 'se', 'negocia', 'se', 'obtiene', 'para', 'negociar']",-0.765,0.205,0.717,0.078
59,59,"No puedes negociar la libertad de participar política y hacer oposición. Eso es necesario para negociar y no se puede negociar la liberación de sanciones que limiten necesidades básicas (alimentos, medicina, agua, electricidad, combustible) porque no se negocia con la vida.","You cannot negotiate the freedom to participate in politics and oppose. That is necessary to negotiate and the release of sanctions that limit basic needs (food, medicine, water, electricity, fuel) cannot be negotiated because it is not negotiated with life.",no puedes negociar la libertad de participar política y hacer oposición eso es necesario para negociar y no se puede negociar la liberación de sanciones que limiten necesidades básicas alimentos medicina agua electricidad combustible porque no se negocia con la vida ,"['no', 'puedes', 'negociar', 'la', 'libertad', 'de', 'participar', 'política', 'hacer', 'oposición', 'eso', 'es', 'necesario', 'para', 'negociar', 'no', 'se', 'puede', 'negociar', 'la', 'liberación', 'de', 'sanciones', 'que', 'limiten', 'necesidades', 'básicas', 'alimentos', 'medicina', 'agua', 'electricidad', 'combustible', 'porque', 'no', 'se', 'negocia', 'con', 'la', 'vida']",-0.5216,0.079,0.921,0.0
