,tweet,tweet_translated,tweet_cleaned,tweet_tokenized
175,Hay elementos previos que deben resolverse de inmediato y cómo marco a la negociacion. La garantía de participación política sin amenazas; la apertura a la ayuda humanitaria por parte del gobierno y la flexibilización de sanciones internacionales que tengan impacto humanitario.,There are previous elements that must be resolved immediately and how to frame the negotiation.The guarantee of political participation without threats;The opening to humanitarian aid by the Government and the flexibilization of international sanctions that have a humanitarian impact.,hay elementos previos que deben resolverse de inmediato y cómo marco a la negociacion la garantía de participación política sin amenazas la apertura a la ayuda humanitaria por parte del gobierno y la flexibilización de sanciones internacionales que tengan impacto humanitario ,"['hay', 'elementos', 'previos', 'que', 'deben', 'resolverse', 'de', 'inmediato', 'cómo', 'marco', 'la', 'negociacion', 'la', 'garantía', 'de', 'participación', 'política', 'sin', 'amenazas', 'la', 'apertura', 'la', 'ayuda', 'humanitaria', 'por', 'parte', 'del', 'gobierno', 'la', 'flexibilización', 'de', 'sanciones', 'internacionales', 'que', 'tengan', 'impacto', 'humanitario']"
176,@MartinezQ16 Jajaja. Por fa dime donde paso a buscarlos que me hacen burda de falta. Y avísales a ellos para que se enteren. Jajaja hay tantos gafos...que hacen olas.,@ Martinezq16 hahaha.By Fa tell me where I happened to look for them that they make a crude lack.And warn them for them to find out.Hahaha there are so many gafos ... they do waves., martinezq jajaja por fa dime donde paso a buscarlos que me hacen burda de falta y avísales a ellos para que se enteren jajaja hay tantos gafos que hacen olas ,"['martinezq', 'jajaja', 'por', 'fa', 'dime', 'donde', 'paso', 'buscarlos', 'que', 'me', 'hacen', 'burda', 'de', 'falta', 'avísales', 'ellos', 'para', 'que', 'se', 'enteren', 'jajaja', 'hay', 'tantos', 'gafos', 'que', 'hacen', 'olas']"
177,Es obvio que la fuerza para presionar a Maduro no es suficiente para conseguir su salida. La pregunta es: ¿y qué puede conseguir entonces?  ¿Vale la pena intentarlo? ¿Qué define el éxito o el@fracaso de este nuevo intentó?  https://t.co/kYc7PsUfp8,It is obvious that the force to press Maduro is not enough to get its output.The question is: And what can you get then?It's worth a try?What defines the success or @ failure of this new attempted?https://t.co/kyc7pup8.,es obvio que la fuerza para presionar a maduro no es suficiente para conseguir su salida la pregunta es y qué puede conseguir entonces vale la pena intentarlo qué define el éxito o el fracaso de este nuevo intentó ,"['es', 'obvio', 'que', 'la', 'fuerza', 'para', 'presionar', 'maduro', 'no', 'es', 'suficiente', 'para', 'conseguir', 'su', 'salida', 'la', 'pregunta', 'es', '¿y', 'qué', 'puede', 'conseguir', 'entonces', '¿vale', 'la', 'pena', 'intentarlo', '¿qué', 'define', 'el', 'éxito', 'el', 'fracaso', 'de', 'este', 'nuevo', 'intentó']"
178,"@JLmovil Realmente eso es exactamente lo que dice este artículo que no pasará así que asumo que estás de acuerdo, pero no lo leíste.","@Jlmovil really that's exactly what this article says that will not happen so I assume you agree, but you did not read it.", jlmovil realmente eso es exactamente lo que dice este artículo que no pasará así que asumo que estás de acuerdo pero no lo leíste ,"['jlmovil', 'realmente', 'eso', 'es', 'exactamente', 'lo', 'que', 'dice', 'este', 'artículo', 'que', 'no', 'pasará', 'así', 'que', 'asumo', 'que', 'estás', 'de', 'acuerdo', 'pero', 'no', 'lo', 'leíste']"
179,¿Éxito o fracaso de las negociaciones?  Todo depende de las expectativas.  https://t.co/kYc7PsUfp8,Success or failure of the negotiations?Everything depends on expectations.https://t.co/kyc7pup8., éxito o fracaso de las negociaciones todo depende de las expectativas ,"['¿éxito', 'fracaso', 'de', 'las', 'negociaciones', 'todo', 'depende', 'de', 'las', 'expectativas']"
180,"Un placer acompañar a @Fedeagro y  todo el sector agrícola hoy en su convención anual. El sector productivo es uno de los héroes más importantes del país, haciendo esfuerzos para mantener producción y abastecimiento, pese a los graves bloqueadores que enfrenta. Gracias a ustedes.","A pleasure to accompany @fedeagro and the entire agricultural sector today at its annual convention.The productive sector is one of the most important heroes in the country, making efforts to maintain production and supply, despite the serious blockers facing.Thanks to you.",un placer acompañar a fedeagro y todo el sector agrícola hoy en su convención anual el sector productivo es uno de los héroes más importantes del país haciendo esfuerzos para mantener producción y abastecimiento pese a los graves bloqueadores que enfrenta gracias a ustedes ,"['un', 'placer', 'acompañar', 'fedeagro', 'todo', 'el', 'sector', 'agrícola', 'hoy', 'en', 'su', 'convención', 'anual', 'el', 'sector', 'productivo', 'es', 'uno', 'de', 'los', 'héroes', 'más', 'importantes', 'del', 'país', 'haciendo', 'esfuerzos', 'para', 'mantener', 'producción', 'abastecimiento', 'pese', 'los', 'graves', 'bloqueadores', 'que', 'enfrenta', 'gracias', 'ustedes']"
181,"Es cierto que confiar en acuerdos de largo plazo en Vzla podría parecer ingenuo. Pero incluso si el gob planeara irrespetar luego los acuerdos, estos tienen impacto fundamental e indispensable. Servirán para unificar el objetivo común de lucha de la opo. Y solo eso vale la pena.","It is true that trusting long-term agreements in VZLA may seem naive.But even if the GOB plan to disrespect then the agreements, these have a fundamental and indispensable impact.They will serve to unify the common goal of EPO struggle.And just that's worth it.",es cierto que confiar en acuerdos de largo plazo en vzla podría parecer ingenuo pero incluso si el gob planeara irrespetar luego los acuerdos estos tienen impacto fundamental e indispensable servirán para unificar el objetivo común de lucha de la opo y solo eso vale la pena ,"['es', 'cierto', 'que', 'confiar', 'en', 'acuerdos', 'de', 'largo', 'plazo', 'en', 'vzla', 'podría', 'parecer', 'ingenuo', 'pero', 'incluso', 'si', 'el', 'gob', 'planeara', 'irrespetar', 'luego', 'los', 'acuerdos', 'estos', 'tienen', 'impacto', 'fundamental', 'indispensable', 'servirán', 'para', 'unificar', 'el', 'objetivo', 'común', 'de', 'lucha', 'de', 'la', 'opo', 'solo', 'eso', 'vale', 'la', 'pena']"
182,"3) finalmente hay una negociación, que debe separarse del resto, que mira la solución integral e incluye condiciones para rescatar democracia y derechos políticos hasta llegar a una presidencial decente. Eso requerirá más tiempo y necesitará de los 2 anteriores para avanzar.","3) Finally there is a negotiation, which must be separated from the rest, which looks at the comprehensive solution and includes conditions to rescue democracy and political rights until you reach a decent presidential.That will require more time and you will need 2 previous ones to move forward.", finalmente hay una negociación que debe separarse del resto que mira la solución integral e incluye condiciones para rescatar democracia y derechos políticos hasta llegar a una presidencial decente eso requerirá más tiempo y necesitará de los anteriores para avanzar ,"['finalmente', 'hay', 'una', 'negociación', 'que', 'debe', 'separarse', 'del', 'resto', 'que', 'mira', 'la', 'solución', 'integral', 'incluye', 'condiciones', 'para', 'rescatar', 'democracia', 'derechos', 'políticos', 'hasta', 'llegar', 'una', 'presidencial', 'decente', 'eso', 'requerirá', 'más', 'tiempo', 'necesitará', 'de', 'los', 'anteriores', 'para', 'avanzar']"
183,"2) En el segundo grupo está la negociación rápida. Esa que llega a acuerdos sectoriales y parciales económicos y políticos, liberación de presos políticos, condiciones electorales para eventos inmediatos (incluyendo regionales) y flexibilización de algunas sanciones.","2) In the second group, the rapid negotiation is.ESA that reaches sectoral and partial economic and political agreements, release of political prisoners, electoral conditions for immediate events (including regional) and flexibilization of some sanctions.", en el segundo grupo está la negociación rápida esa que llega a acuerdos sectoriales y parciales económicos y políticos liberación de presos políticos condiciones electorales para eventos inmediatos incluyendo regionales y flexibilización de algunas sanciones ,"['en', 'el', 'segundo', 'grupo', 'está', 'la', 'negociación', 'rápida', 'esa', 'que', 'llega', 'acuerdos', 'sectoriales', 'parciales', 'económicos', 'políticos', 'liberación', 'de', 'presos', 'políticos', 'condiciones', 'electorales', 'para', 'eventos', 'inmediatos', 'incluyendo', 'regionales', 'flexibilización', 'de', 'algunas', 'sanciones']"
184,Ninguno de estos elementos se puede colocar como condición para la negociación pues es equivalente a poner la calidad de vida como moneda de cambio.,None of these elements can be placed as a condition for negotiation as it is equivalent to putting the quality of life as a currency of change.,ninguno de estos elementos se puede colocar como condición para la negociación pues es equivalente a poner la calidad de vida como moneda de cambio ,"['ninguno', 'de', 'estos', 'elementos', 'se', 'puede', 'colocar', 'como', 'condición', 'para', 'la', 'negociación', 'pues', 'es', 'equivalente', 'poner', 'la', 'calidad', 'de', 'vida', 'como', 'moneda', 'de', 'cambio']"
185,"Los acuerdos de intercambio de petróleo por alimentos también son una medida indispensable para atender una necesidad humanitaria y es vital que la gente coma, se desplace, reciba vacunas y tenga servicios sin condicionarse a una negociación política que puede durar meses o más.","Oil exchange agreements for food are also an indispensable measure to meet a humanitarian need and it is vital that people eat, move, receive vaccines and have services without conditioning on a political negotiation that can last for months or more.",los acuerdos de intercambio de petróleo por alimentos también son una medida indispensable para atender una necesidad humanitaria y es vital que la gente coma se desplace reciba vacunas y tenga servicios sin condicionarse a una negociación política que puede durar meses o más ,"['los', 'acuerdos', 'de', 'intercambio', 'de', 'petróleo', 'por', 'alimentos', 'también', 'son', 'una', 'medida', 'indispensable', 'para', 'atender', 'una', 'necesidad', 'humanitaria', 'es', 'vital', 'que', 'la', 'gente', 'coma', 'se', 'desplace', 'reciba', 'vacunas', 'tenga', 'servicios', 'sin', 'condicionarse', 'una', 'negociación', 'política', 'que', 'puede', 'durar', 'meses', 'más']"
186,"Maduro debe levantar inmediatamente toda barrera a la entrada de ayuda humanitaria, empezando por vacunas. La opo debe solicitar  el levantamiento previo a la prohibición de importación de diésel, pues limita transporte y producción de alimentos, medicinas y ayuda humanitaria.","Mature must immediately lift all barrier to the entry of humanitarian aid, starting with vaccines.The OPO must request the lifting prior to the import ban of diesel, as it limits transportation and production of food, medicines and humanitarian aid.",maduro debe levantar inmediatamente toda barrera a la entrada de ayuda humanitaria empezando por vacunas la opo debe solicitar el levantamiento previo a la prohibición de importación de diésel pues limita transporte y producción de alimentos medicinas y ayuda humanitaria ,"['maduro', 'debe', 'levantar', 'inmediatamente', 'toda', 'barrera', 'la', 'entrada', 'de', 'ayuda', 'humanitaria', 'empezando', 'por', 'vacunas', 'la', 'opo', 'debe', 'solicitar', 'el', 'levantamiento', 'previo', 'la', 'prohibición', 'de', 'importación', 'de', 'diésel', 'pues', 'limita', 'transporte', 'producción', 'de', 'alimentos', 'medicinas', 'ayuda', 'humanitaria']"
187,La oposición usará las sanciones como parte fundamental de su poder de negociación. Y exigirá quid pro quo (algo a cambio) y si los acuerdos son parciales también lo serán las cesiones. Pero hay sanciones que han causado daño a la gente y no al gobierno. Esas deben liberarse ya.,"The opposition will use sanctions as a fundamental part of its negotiating power.And it will demand Quid Pro Quo (something in return) and if the agreements are partial, the assignments will also be.But there are penalties that have caused harm to people and not the government.Those should be released now.",la oposición usará las sanciones como parte fundamental de su poder de negociación y exigirá quid pro quo algo a cambio y si los acuerdos son parciales también lo serán las cesiones pero hay sanciones que han causado daño a la gente y no al gobierno esas deben liberarse ya ,"['la', 'oposición', 'usará', 'las', 'sanciones', 'como', 'parte', 'fundamental', 'de', 'su', 'poder', 'de', 'negociación', 'exigirá', 'quid', 'pro', 'quo', 'algo', 'cambio', 'si', 'los', 'acuerdos', 'son', 'parciales', 'también', 'lo', 'serán', 'las', 'cesiones', 'pero', 'hay', 'sanciones', 'que', 'han', 'causado', 'daño', 'la', 'gente', 'no', 'al', 'gobierno', 'esas', 'deben', 'liberarse', 'ya']"
188,"Eso indica que el primer nivel de la negociación arranca poniendo sobre la mesa la garantía refrendada internacionalmente de que nadie que participe en política  hoy será amenazado, perseguido o apresado y eso no se negocia. Se obtiene para negociar.","That indicates that the first level of negotiation starts by putting on the table the guarantee increased internationally that no one who participates in politics today will be threatened, persecuted or captured and that is not negotiated.You get to negotiate.",eso indica que el primer nivel de la negociación arranca poniendo sobre la mesa la garantía refrendada internacionalmente de que nadie que participe en política hoy será amenazado perseguido o apresado y eso no se negocia se obtiene para negociar ,"['eso', 'indica', 'que', 'el', 'primer', 'nivel', 'de', 'la', 'negociación', 'arranca', 'poniendo', 'sobre', 'la', 'mesa', 'la', 'garantía', 'refrendada', 'internacionalmente', 'de', 'que', 'nadie', 'que', 'participe', 'en', 'política', 'hoy', 'será', 'amenazado', 'perseguido', 'apresado', 'eso', 'no', 'se', 'negocia', 'se', 'obtiene', 'para', 'negociar']"
189,"No puedes negociar la libertad de participar política y hacer oposición. Eso es necesario para negociar y no se puede negociar la liberación de sanciones que limiten necesidades básicas (alimentos, medicina, agua, electricidad, combustible) porque no se negocia con la vida.","You can not negotiate the freedom to participate politics and make opposition.That is necessary to negotiate and you can not negotiate the release of sanctions that limit basic needs (food, medicine, water, electricity, fuel) because it is not traded with life.",no puedes negociar la libertad de participar política y hacer oposición eso es necesario para negociar y no se puede negociar la liberación de sanciones que limiten necesidades básicas alimentos medicina agua electricidad combustible porque no se negocia con la vida ,"['no', 'puedes', 'negociar', 'la', 'libertad', 'de', 'participar', 'política', 'hacer', 'oposición', 'eso', 'es', 'necesario', 'para', 'negociar', 'no', 'se', 'puede', 'negociar', 'la', 'liberación', 'de', 'sanciones', 'que', 'limiten', 'necesidades', 'básicas', 'alimentos', 'medicina', 'agua', 'electricidad', 'combustible', 'porque', 'no', 'se', 'negocia', 'con', 'la', 'vida']"
190,"1) antes de empezar las partes deben poner sobre la mesa aquello que permita un ambiente propicio. El gob: dar garantías inmediatas de libertad de participación política. La oposición y aliados: resolver temas humanitarios (vacunación, alimentación, medicinas y combustible)","1) Before starting the parties, they must put on the table what allows a propitious environment.The GOB: Give immediate guarantees of freedom of political participation.Opposition and allies: Solve humanitarian issues (vaccination, food, medicines and fuel)", antes de empezar las partes deben poner sobre la mesa aquello que permita un ambiente propicio el gob dar garantías inmediatas de libertad de participación política la oposición y aliados resolver temas humanitarios vacunación alimentación medicinas y combustible ,"['antes', 'de', 'empezar', 'las', 'partes', 'deben', 'poner', 'sobre', 'la', 'mesa', 'aquello', 'que', 'permita', 'un', 'ambiente', 'propicio', 'el', 'gob', 'dar', 'garantías', 'inmediatas', 'de', 'libertad', 'de', 'participación', 'política', 'la', 'oposición', 'aliados', 'resolver', 'temas', 'humanitarios', 'vacunación', 'alimentación', 'medicinas', 'combustible']"
191,La opo deberá plantear (inteligentemente) esta negociación en 3 partes. 1) ¿qué se necesita previamente para comenzar la negociación de manera estable? 2) ¿qué se puede acordar a corto plazo y qué intercambiar por ello # y 3) cuáles son los acuerdos integrales de la largo plazo.,The OPO must pose (intelligently) this negotiation in 3 parts.1) What is previously needed to start negotiation stably?2) What can be agreed in the short term and what to exchange for it # and 3) What are the comprehensive agreements of the long term.,la opo deberá plantear inteligentemente esta negociación en partes qué se necesita previamente para comenzar la negociación de manera estable qué se puede acordar a corto plazo y qué intercambiar por ello y cuáles son los acuerdos integrales de la largo plazo ,"['la', 'opo', 'deberá', 'plantear', 'inteligentemente', 'esta', 'negociación', 'en', 'partes', '¿qué', 'se', 'necesita', 'previamente', 'para', 'comenzar', 'la', 'negociación', 'de', 'manera', 'estable', '¿qué', 'se', 'puede', 'acordar', 'corto', 'plazo', 'qué', 'intercambiar', 'por', 'ello', 'cuáles', 'son', 'los', 'acuerdos', 'integrales', 'de', 'la', 'largo', 'plazo']"
192,"Pero, ¿cuáles son los retos ahora que inicia la negociación? Pues como siempre, enormes, difíciles y peligrosos. Esto apenas comienza contra un adversario que también buscará ganar, planteando una juego suma cero, que intentará que el otro pierda...y claro que se puede perder.","But, what are the challenges now that start the negotiation?Well, as always, enormous, difficult and dangerous.This just starts against an opponent who will also seek to win, posing a zero sum game, which will try the other loses ... and of course it can be lost.",pero cuáles son los retos ahora que inicia la negociación pues como siempre enormes difíciles y peligrosos esto apenas comienza contra un adversario que también buscará ganar planteando una juego suma cero que intentará que el otro pierda y claro que se puede perder ,"['pero', '¿cuáles', 'son', 'los', 'retos', 'ahora', 'que', 'inicia', 'la', 'negociación', 'pues', 'como', 'siempre', 'enormes', 'difíciles', 'peligrosos', 'esto', 'apenas', 'comienza', 'contra', 'un', 'adversario', 'que', 'también', 'buscará', 'ganar', 'planteando', 'una', 'juego', 'suma', 'cero', 'que', 'intentará', 'que', 'el', 'otro', 'pierda', 'claro', 'que', 'se', 'puede', 'perder']"
193,No es un dilema entre negociar o no sino entre replantear la lucha en un horizonte de tiempo acorde con tus posibilidades o seguir la estrategia basada en ilusiones falsas que pulverizaron las esperanzas de cambio. Al entrar a este proceso abren oportunidades que estaban cerradas,It is not a dilemma between negotiating or not but between rethink the fight on a time horizon according to your possibilities or follow the strategy based on false illusions that sprayed the hopes of change.Upon entering this process they open opportunities that were closed,no es un dilema entre negociar o no sino entre replantear la lucha en un horizonte de tiempo acorde con tus posibilidades o seguir la estrategia basada en ilusiones falsas que pulverizaron las esperanzas de cambio al entrar a este proceso abren oportunidades que estaban cerradas,"['no', 'es', 'un', 'dilema', 'entre', 'negociar', 'no', 'sino', 'entre', 'replantear', 'la', 'lucha', 'en', 'un', 'horizonte', 'de', 'tiempo', 'acorde', 'con', 'tus', 'posibilidades', 'seguir', 'la', 'estrategia', 'basada', 'en', 'ilusiones', 'falsas', 'que', 'pulverizaron', 'las', 'esperanzas', 'de', 'cambio', 'al', 'entrar', 'este', 'proceso', 'abren', 'oportunidades', 'que', 'estaban', 'cerradas']"
194,Queda claro que el éxito o fracaso de esta negociación para la oposición no es terminar con Maduro y su gobierno a corto plazo (que sería un fracaso pre cantado) sino lograr acuerdos sectoriales y parciales que mejoren las condiciones de la gente y su capacidad de lucha futura.,It is clear that the success or failure of this negotiation for the opposition is not to end with mature and its government in the short term (which would be a pre-sung failure) but to achieve sectoral and partial agreements that improve the conditions of the people and their struggle capacityFuture,queda claro que el éxito o fracaso de esta negociación para la oposición no es terminar con maduro y su gobierno a corto plazo que sería un fracaso pre cantado sino lograr acuerdos sectoriales y parciales que mejoren las condiciones de la gente y su capacidad de lucha futura ,"['queda', 'claro', 'que', 'el', 'éxito', 'fracaso', 'de', 'esta', 'negociación', 'para', 'la', 'oposición', 'no', 'es', 'terminar', 'con', 'maduro', 'su', 'gobierno', 'corto', 'plazo', 'que', 'sería', 'un', 'fracaso', 'pre', 'cantado', 'sino', 'lograr', 'acuerdos', 'sectoriales', 'parciales', 'que', 'mejoren', 'las', 'condiciones', 'de', 'la', 'gente', 'su', 'capacidad', 'de', 'lucha', 'futura']"
195,"Cuando la opo acepta entrar a la negociación, sabiendo que no conseguirá la salida rápida de Maduro, lo que busca es resolver problemas graves de la gente (arista humanitaria) y re articularse para superar la irrelevancia a la que le condena la abstención y ausencia de resultados","When the OPO agrees to enter the negotiation, knowing that it will not achieve the rapid exit of mature, what is seeking to solve serious problems of people (humanitarian edge) and to be articulated to overcome the irrelevance to which the abstention and absence ofresults",cuando la opo acepta entrar a la negociación sabiendo que no conseguirá la salida rápida de maduro lo que busca es resolver problemas graves de la gente arista humanitaria y re articularse para superar la irrelevancia a la que le condena la abstención y ausencia de resultados,"['cuando', 'la', 'opo', 'acepta', 'entrar', 'la', 'negociación', 'sabiendo', 'que', 'no', 'conseguirá', 'la', 'salida', 'rápida', 'de', 'maduro', 'lo', 'que', 'busca', 'es', 'resolver', 'problemas', 'graves', 'de', 'la', 'gente', 'arista', 'humanitaria', 're', 'articularse', 'para', 'superar', 'la', 'irrelevancia', 'la', 'que', 'le', 'condena', 'la', 'abstención', 'ausencia', 'de', 'resultados']"
196,Está claro para todos (lo reconozcan o no) que Maduro no va a negociar su permanencia en el gob y la oposición no tiene la fuerza para obligarlo a salir. Esa información cambia el objetivo sobre el que se medirá el éxito o el fracaso de este proceso.,It is clear to everyone (it recognizes it or not) that mature will not negotiate its permanence in the GOB and the opposition does not have the strength to force him to leave.This information changes the goal of which the success or failure of this process will be measured.,está claro para todos lo reconozcan o no que maduro no va a negociar su permanencia en el gob y la oposición no tiene la fuerza para obligarlo a salir esa información cambia el objetivo sobre el que se medirá el éxito o el fracaso de este proceso ,"['está', 'claro', 'para', 'todos', 'lo', 'reconozcan', 'no', 'que', 'maduro', 'no', 'va', 'negociar', 'su', 'permanencia', 'en', 'el', 'gob', 'la', 'oposición', 'no', 'tiene', 'la', 'fuerza', 'para', 'obligarlo', 'salir', 'esa', 'información', 'cambia', 'el', 'objetivo', 'sobre', 'el', 'que', 'se', 'medirá', 'el', 'éxito', 'el', 'fracaso', 'de', 'este', 'proceso']"
197,"Hay 3 condiciones para que la negociación tenga más posibilidades que los procesos previos (aunque sin garantía): ambos (gob y opo) deben estar dispuestas a negociar (ocurrió), deben reconocer quién es su contraparte (ocurrió) y deben calibrar expectativas (tarea pendiente).","There are 3 conditions for the negotiation to be more likely than previous processes (although without warranty): both (GOB and OPO) must be willing to negotiate (occurred), they must recognize who their counterpart (occurred) and must calibrate expectations (taskearring).",hay condiciones para que la negociación tenga más posibilidades que los procesos previos aunque sin garantía ambos gob y opo deben estar dispuestas a negociar ocurrió deben reconocer quién es su contraparte ocurrió y deben calibrar expectativas tarea pendiente ,"['hay', 'condiciones', 'para', 'que', 'la', 'negociación', 'tenga', 'más', 'posibilidades', 'que', 'los', 'procesos', 'previos', 'aunque', 'sin', 'garantía', 'ambos', 'gob', 'opo', 'deben', 'estar', 'dispuestas', 'negociar', 'ocurrió', 'deben', 'reconocer', 'quién', 'es', 'su', 'contraparte', 'ocurrió', 'deben', 'calibrar', 'expectativas', 'tarea', 'pendiente']"
198,"La coordinación entre el G4 (dirigido por Guaido) y el grupo de opositores que arrancó el proceso previo de negociación por condiciones electorales (representado  por Capriles), es la mejor noticia del entorno político reciente y abre compuertas reales a la negociación.","The coordination between the G4 (guided by guided) and the group of opponents that started the previous process of negotiation by electoral conditions (represented by Capriles), is the best news of the recent political environment and opens real geargrads.",la coordinación entre el g dirigido por guaido y el grupo de opositores que arrancó el proceso previo de negociación por condiciones electorales representado por capriles es la mejor noticia del entorno político reciente y abre compuertas reales a la negociación ,"['la', 'coordinación', 'entre', 'el', 'dirigido', 'por', 'guaido', 'el', 'grupo', 'de', 'opositores', 'que', 'arrancó', 'el', 'proceso', 'previo', 'de', 'negociación', 'por', 'condiciones', 'electorales', 'representado', 'por', 'capriles', 'es', 'la', 'mejor', 'noticia', 'del', 'entorno', 'político', 'reciente', 'abre', 'compuertas', 'reales', 'la', 'negociación']"
199,@arielmorantes Y es que alguien duda que hubo una destrucción de capacidad productiva en el modelo revolucionario? Y alguien lo hace de la responsabilidad del gobierno? Y por eso entonces prohibimos importaciones y hacemos sufrir más a la gente?  Te parece lógico y Justo?,@ariellamos and is that someone doubts that there was a destruction of productive capacity in the revolutionary model?And someone does it from government responsibility?And that is why we prohibit imports and make people suffer more?Do you think logical and fair?, arielmorantes y es que alguien duda que hubo una destrucción de capacidad productiva en el modelo revolucionario y alguien lo hace de la responsabilidad del gobierno y por eso entonces prohibimos importaciones y hacemos sufrir más a la gente te parece lógico y justo ,"['arielmorantes', 'es', 'que', 'alguien', 'duda', 'que', 'hubo', 'una', 'destrucción', 'de', 'capacidad', 'productiva', 'en', 'el', 'modelo', 'revolucionario', 'alguien', 'lo', 'hace', 'de', 'la', 'responsabilidad', 'del', 'gobierno', 'por', 'eso', 'entonces', 'prohibimos', 'importaciones', 'hacemos', 'sufrir', 'más', 'la', 'gente', 'te', 'parece', 'lógico', 'justo']"
200,"Las negociaciones necesitan que la partes hagan un gesto previo  para estabilizar el ambiente. Maduro, la oposición y sus aliados necesitan ceder en todos los elementos humanitarios antes de comenzar su negociación política o el resultado será el mismo de siempre: encochinamiento","Negotiations need the Parties to make a previous gesture to stabilize the environment.Mature, the opposition and its allies need to yield in all humanitarian elements before beginning their political negotiation or the result will be the same as always: Currency",las negociaciones necesitan que la partes hagan un gesto previo para estabilizar el ambiente maduro la oposición y sus aliados necesitan ceder en todos los elementos humanitarios antes de comenzar su negociación política o el resultado será el mismo de siempre encochinamiento,"['las', 'negociaciones', 'necesitan', 'que', 'la', 'partes', 'hagan', 'un', 'gesto', 'previo', 'para', 'estabilizar', 'el', 'ambiente', 'maduro', 'la', 'oposición', 'sus', 'aliados', 'necesitan', 'ceder', 'en', 'todos', 'los', 'elementos', 'humanitarios', 'antes', 'de', 'comenzar', 'su', 'negociación', 'política', 'el', 'resultado', 'será', 'el', 'mismo', 'de', 'siempre', 'encochinamiento']"
201,"La negociación política requiere un marco de estabilidad previa. Es imposible avanzar en una negociación (de por sí difícil y espinoza) mientras la gente agrega sufrimiento a su vida, colapsando la producción agrícola y la distribución de sus bienes esenciales sin diésel.","Political negotiation requires a pre-stability framework.It is impossible to advance in a negotiation (by itself and Espinoza) while people add suffering to their life, collapsing agricultural production and distribution of their essential goods without diesel.",la negociación política requiere un marco de estabilidad previa es imposible avanzar en una negociación de por sí difícil y espinoza mientras la gente agrega sufrimiento a su vida colapsando la producción agrícola y la distribución de sus bienes esenciales sin diésel ,"['la', 'negociación', 'política', 'requiere', 'un', 'marco', 'de', 'estabilidad', 'previa', 'es', 'imposible', 'avanzar', 'en', 'una', 'negociación', 'de', 'por', 'sí', 'difícil', 'espinoza', 'mientras', 'la', 'gente', 'agrega', 'sufrimiento', 'su', 'vida', 'colapsando', 'la', 'producción', 'agrícola', 'la', 'distribución', 'de', 'sus', 'bienes', 'esenciales', 'sin', 'diésel']"
202,"El abastecimiento de diésel es vital la producción y distribución de alimentos, medicamentos e incluso para el proceso de vacunación. No hay política humanitaria que pueda avanzar sin combustible. El diésel es un tema claramente humanitario que no puede politizarse.","Diesel supply is vital production and distribution of food, medications and even for the vaccination process.There is no humanitarian policy that can advance without fuel.Diesel is a clearly humanitarian issue that can not be politicized.",el abastecimiento de diésel es vital la producción y distribución de alimentos medicamentos e incluso para el proceso de vacunación no hay política humanitaria que pueda avanzar sin combustible el diésel es un tema claramente humanitario que no puede politizarse ,"['el', 'abastecimiento', 'de', 'diésel', 'es', 'vital', 'la', 'producción', 'distribución', 'de', 'alimentos', 'medicamentos', 'incluso', 'para', 'el', 'proceso', 'de', 'vacunación', 'no', 'hay', 'política', 'humanitaria', 'que', 'pueda', 'avanzar', 'sin', 'combustible', 'el', 'diésel', 'es', 'un', 'tema', 'claramente', 'humanitario', 'que', 'no', 'puede', 'politizarse']"
203,"Es obvio que la negociación política se hará en base a flexibilización de sanciones, pero las medidas que afectan alimentación, salud y servicios básicos no pueden ser colocados en una mesa de negociación que puede durar meses (si no años). Eso sería éticamente inaceptable.","It is obvious that political negotiation will be based on the flexibilization of sanctions, but measures that affect food, health and basic services can not be placed at a negotiating table that can last for months (if not years).That would be ethically unacceptable.",es obvio que la negociación política se hará en base a flexibilización de sanciones pero las medidas que afectan alimentación salud y servicios básicos no pueden ser colocados en una mesa de negociación que puede durar meses si no años eso sería éticamente inaceptable ,"['es', 'obvio', 'que', 'la', 'negociación', 'política', 'se', 'hará', 'en', 'base', 'flexibilización', 'de', 'sanciones', 'pero', 'las', 'medidas', 'que', 'afectan', 'alimentación', 'salud', 'servicios', 'básicos', 'no', 'pueden', 'ser', 'colocados', 'en', 'una', 'mesa', 'de', 'negociación', 'que', 'puede', 'durar', 'meses', 'si', 'no', 'años', 'eso', 'sería', 'éticamente', 'inaceptable']"
