tweet_translated_tokenized,sentiment,NB,SVM,DF,MaxEnt
"['prophecy', 'fulfilled', 'ha', 'ha']",Positivo,Positivo,Negativo,Negativo,Negativo
"['record', 'terrorism', 'started', 'iguanas', 'rabipelados']",Negativo,Negativo,Negativo,Negativo,Negativo
"['china', 'prohibits', 'buddhists', 'reincarnating', 'without', 'permission', 'news', 'looks', 'like', 'april', 'fools', 'day']",Negativo,Positivo,Positivo,Positivo,Positivo
"['hey', 'mature', 'pull', 'lever', 'straighten', 'bus', 'going', 'reverse']",Positivo,Positivo,Positivo,Positivo,Positivo
"['orquicaracas', 'would', 'like', 'course', 'starts', 'april', 'get', 'information']",Positivo,Positivo,Positivo,Positivo,Positivo
"['greetings', 'orquicaracas', 'returned', 'course', 'could', 'get', 'information']",Positivo,Positivo,Positivo,Negativo,Positivo
"['pep', 'giant', 'sure', 'bayern', 'needs', 'hope', 'lose', 'verticality', 'characterizes', 'bavarians']",Positivo,Positivo,Negativo,Positivo,Positivo
"['fuck', 'refereeing', 'helping', 'puerto', 'rico', 'us', 'hit']",Negativo,Negativo,Negativo,Negativo,Negativo
"['escarra', 'good', 'one', 'bad']",Negativo,Positivo,Positivo,Negativo,Positivo
"['ivongaete', 'sinuniforme', 'left', 'di', 'maria']",Negativo,Negativo,Negativo,Negativo,Negativo
"['bitter', 'feeling', 'understanding', 'reason', 'things', 'consolation', 'god', 'plan', 'perfect', 'well', 'time']",Positivo,Positivo,Positivo,Positivo,Positivo
"['today', 'lent', 'car', 'returned', 'radio', 'listened', 'sequence', 'excellent', 'program', 'really', 'enjoyed', 'hearing', 'success']",Positivo,Positivo,Positivo,Positivo,Positivo
"['victoria', 'fm', 'queue', 'parked', 'height', 'tiquire', 'flores', 'direction', 'caracas']",Negativo,Negativo,Negativo,Negativo,Negativo
"['chile', 'played', 'better', 'messi', 'higuaín', 'swell', 'face', 'goals', 'minutes']",Positivo,Positivo,Negativo,Positivo,Positivo
"['bad', 'taste', 'play', 'quite', 'well', 'arango']",Positivo,Positivo,Positivo,Positivo,Positivo
"['good', 'news', 'see', 'ronita', 'vargas', 'good', 'level']",Positivo,Positivo,Positivo,Positivo,Positivo
"['believe', 'resume', 'jurisdiction', 'first', 'minutes', 'finish', 'ven', 'ecu', 'come', 'vinotinto']",Negativo,Positivo,Positivo,Negativo,Positivo
"['god', 'great', 'goal', 'arango']",Positivo,Positivo,Positivo,Positivo,Positivo
"['twitter', 'saying', 'little', 'bird', 'told', 'makes', 'sense']",Negativo,Positivo,Positivo,Negativo,Positivo
"['alejandrarivasl', 'best', 'decision', 'venezuela', 'need', 'people', 'support', 'insults', 'people', 'regardless', 'color']",Positivo,Positivo,Positivo,Positivo,Positivo
"['keep', 'laughing', 'gochos', 'two', 'states', 'chávez', 'win', 'mérida', 'tachira', 'ha', 'ha', 'clear']",Positivo,Positivo,Positivo,Negativo,Positivo
"['heard', 'guillediaz', 'say', 'liked', 'venezuela', 'ability', 'say', 'pa', 'lante']",Positivo,Positivo,Negativo,Negativo,Negativo
"['guillediaz', 'thanks', 'optimism', 'brother', 'venezuelan', 'conviction', 'luck', 'skip', 'bigoted', 'xenophobes']",Positivo,Positivo,Positivo,Positivo,Positivo
"['venezuelans', 'propitious', 'remember', 'grand', 'marshal', 'ayacucho', 'victory', 'give', 'right', 'honors', 'defeated', 'glory', 'victor']",Positivo,Positivo,Positivo,Positivo,Positivo
"['key', 'union']",Negativo,Negativo,Negativo,Negativo,Negativo
"['ran', 'battery', 'phone', 'fucking', 'siri']",Negativo,Negativo,Negativo,Negativo,Negativo
"['queue', 'francisco', 'fajardo', 'highway', 'heading', 'west', 'unbearable']",Negativo,Negativo,Negativo,Negativo,Negativo
"['please', 'think', 'repair', 'bridge', 'tunnel', 'cabrera']",Positivo,Positivo,Positivo,Positivo,Positivo
"['victoria', 'fm', 'standing', 'km', 'cabrera', 'bridge', 'tail', 'give', 'lights', 'move', 'god', 'patience']",Positivo,Negativo,Negativo,Positivo,Positivo
"['neil', 'armstrong', 'first', 'man', 'set', 'foot', 'moon', 'died', 'age']",Negativo,Negativo,Negativo,Negativo,Negativo
"['super', 'queue', 'km', 'km', 'arc', 'towards', 'caracas', 'pothole', 'work', 'wtf']",Positivo,Negativo,Negativo,Negativo,Negativo
"['petare', 'lavinotintocom', 'futve', 'petare', 'beat', 'real', 'esppor', 'ucv']",Negativo,Negativo,Negativo,Negativo,Negativo
"['chepa', 'got', 'points', 'escaping', 'demon', 'monkeys', 'beat', 'templerun']",Positivo,Negativo,Negativo,Negativo,Negativo
"['arriving', 'early', 'seeing', 'things', 'head', 'also', 'time', 'look', 'twice', 'first']",Negativo,Positivo,Positivo,Positivo,Positivo
"['banesco', 'google', 'help', 'monitor', 'deforestation', 'latin', 'america', 'plastic', 'island', 'pacific']",Positivo,Positivo,Negativo,Positivo,Positivo
"['got', 'points', 'escaping', 'demon', 'monkeys', 'beat', 'templerun']",Positivo,Negativo,Negativo,Negativo,Negativo
"['tomorrow', 'go', 'gringa', 'karlha', 'magglioco', 'ha', 'ha', 'really', 'frank', 'way', 'saying', 'things']",Negativo,Positivo,Negativo,Positivo,Negativo
"['tvesaldia', 'greetings', 'everyone', 'supporting', 'venezuela', 'tves', 'great', 'job', 'tell', 'result', 'women', 'disco', 'competition']",Positivo,Positivo,Positivo,Positivo,Positivo
"['congratulations', 'tvesaldia', 'great', 'job', 'respect', 'athletes', 'beyond', 'political', 'positions', 'venezuelans', 'representing', 'us']",Positivo,Positivo,Positivo,Positivo,Positivo
"['funny', 'movie', 'ice', 'age', 'amazing', 'animation']",Positivo,Positivo,Negativo,Negativo,Negativo
"['go', 'cinex', 'tolon', 'like', 'taking', 'international', 'flight', 'please', 'three', 'hours']",Positivo,Positivo,Positivo,Positivo,Positivo
"['know', 'easy', 'criticize', 'lack', 'logistics', 'planning', 'cinex', 'tolon', 'sell', 'tickets', 'online', 'corduroy', 'taq']",Negativo,Positivo,Negativo,Negativo,Negativo
"['today', 'flag', 'every', 'house', 'country', 'since', 'bolívar', 'flag', 'become', 'political', 'symbols', 'national', 'symbols']",Negativo,Positivo,Positivo,Positivo,Positivo
"['image', 'liberator', 'face', 'unfortunately', 'time', 'page', 'collapsed']",Negativo,Positivo,Negativo,Positivo,Positivo
"['today', 'birthday', 'face', 'liberator', 'shown', 'product', 'modeling', 'mortal', 'remains', 'thought']",Negativo,Negativo,Negativo,Positivo,Negativo
"['whew', 'got', 'stars', 'level', 'cut', 'rope', 'lovin', 'cuttherope']",Negativo,Negativo,Negativo,Negativo,Negativo
"['good', 'friend', 'would', 'say', 'thank', 'goodness', 'always', 'say', 'less', 'bad', 'hr']",Positivo,Positivo,Positivo,Negativo,Positivo
"['futbolentucasa', 'talk', 'solomon', 'chelsea', 'true']",Positivo,Positivo,Positivo,Positivo,Positivo
"['signeasymobile', 'cool', 'sign', 'documents', 'securely', 'iphone', 'ipad', 'hassles', 'printing', 'scanning', 'faxing']",Positivo,Negativo,Negativo,Negativo,Negativo
"['signeasy', 'excellent', 'application', 'digital', 'signature', 'documents']",Positivo,Positivo,Negativo,Negativo,Positivo
"['let', 'go', 'pastormaldo', 'say', 'shit', 'happens', 'talent', 'wood', 'spare', 'infinite', 'patience', 'produces', 'immediate', 'results']",Negativo,Negativo,Negativo,Negativo,Negativo
"['sex', 'night', 'rio', 'caribe', 'theater', 'san', 'bernardino', 'lot', 'shit', 'susygreis']",Negativo,Positivo,Negativo,Positivo,Positivo
