tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
Rubén Blades y el coronavirus  https://t.co/jjbbUbRs3R vía @Debates IESA,"['rubén', 'blades', 'coronavirus', 'vía', 'debates', 'iesa']",Rubén Blades and the coronavirus https://t.co/jjbbUbRs3R via @Debates IESA,"['rubén', 'blades', 'coronavirus', 'via', 'debates', 'iesa']",0.0,1.0,0.0,Neutral
 https://t.co/6xQSPis2pT,[],https://t.co/6xQSPis2pT,[],0.0,1.0,0.0,Neutral
Retro-clásico Elton John - Daniel 1973  https://t.co/LgIoxMry4g vía @YouTube,"['retro', 'clásico', 'elton', 'john', 'daniel', 'vía', 'youtube']",Retro-classic Elton John - Daniel 1973 https://t.co/LgIoxMry4g via @YouTube,"['retro', 'classic', 'elton', 'john', 'daniel', 'via', 'youtube']",0.0,1.0,0.0,Neutral
"@albamarinamessa A ti, saludos","['albamarinamessa', 'saludos']","@albamarinamessa To you, greetings","['albamarinamessa', 'greetings']",0.0,0.263,0.737,Neutral
"@Jmodolell @tauruseditorial @carrillomarcos @RonaldBalzaG @fmonaldi @polscitoall @Luis_Pompilio Gracias, le voy a hacer swing","['jmodolell', 'tauruseditorial', 'carrillomarcos', 'ronaldbalzag', 'fmonaldi', 'polscitoall', 'luis', 'pompilio', 'gracias', 'voy', 'hacer', 'swing']","@Jmodolell @tauruseditorial @carrillomarcos @RonaldBalzaG @fmonaldi @polscitoall @Luis_Pompilio Thank you, I'm going to swing you","['jmodolell', 'tauruseditorial', 'carrillomarcos', 'ronaldbalzag', 'fmonaldi', 'polscitoall', 'luis', 'pompilio', 'thank', 'going', 'swing']",0.0,0.8,0.2,Neutral
"Oportuno, Fito Paez - Yo Vengo A Ofrecer Mi Corazón  https://t.co/C9uYd0M4Lj vía @YouTube","['oportuno', 'fito', 'paez', 'vengo', 'ofrecer', 'corazón', 'vía', 'youtube']","Oportuno, Fito Paez - I Come To Offer My Heart https://t.co/C9uYd0M4Lj via @YouTube","['oportuno', 'fito', 'paez', 'come', 'offer', 'heart', 'via', 'youtube']",0.0,0.625,0.375,Neutral
"Los anuncios de la vicepresidenta son consistentes con el modelo que tiene a la immensa mayoría en condiciones criticas, y lamentablemente las consecuencias predecibles son ni pan pa hoy y hambre también para mañana. Urge un acuerdo humanitario","['anuncios', 'vicepresidenta', 'consistentes', 'modelo', 'immensa', 'mayoría', 'condiciones', 'criticas', 'lamentablemente', 'consecuencias', 'predecibles', 'pan', 'pa', 'hoy', 'hambre', 'mañana', 'urge', 'acuerdo', 'humanitario']","The vice president's announcements are consistent with the model that has the vast majority in critical conditions, and unfortunately the predictable consequences are neither bread for today and hunger for tomorrow as well. A humanitarian agreement is urgently needed","['vice', 'president', 'announcements', 'consistent', 'model', 'vast', 'majority', 'critical', 'conditions', 'unfortunately', 'predictable', 'consequences', 'neither', 'bread', 'today', 'hunger', 'tomorrow', 'well', 'humanitarian', 'agreement', 'urgently', 'needed']",0.164,0.592,0.245,Neutral
Bach: Prelude from Cello Suite No. 1 in G Major. Maja Weber.  https://t.co/Zm64I5dsw7 vía @YouTube muy agradecido JS Bach -M Weber,"['bach', 'prelude', 'from', 'cello', 'suite', 'in', 'major', 'maja', 'weber', 'vía', 'youtube', 'agradecido', 'js', 'bach', 'weber']",Bach: Prelude from Cello Suite No. 1 in G Major. Maja Weber.  https://t.co/Zm64I5dsw7 vía @YouTube muy agradecido JS Bach -M Weber,"['bach', 'prelude', 'cello', 'suite', 'major', 'maja', 'weber', 'vía', 'youtube', 'muy', 'agradecido', 'js', 'bach', 'weber']",0.0,1.0,0.0,Neutral
"De lo mejor que he visto sobre el covid, por lo didáctico y bien fundamentado, vale la pena tomarse el tiempo   https://t.co/Sz33Rgy6NY vía @YouTube","['mejor', 'visto', 'covid', 'didáctico', 'bien', 'fundamentado', 'vale', 'pena', 'tomarse', 'tiempo', 'vía', 'youtube']","One of the best I have seen about covid, for the didactic and well founded, it is worth taking the time https://t.co/Sz33Rgy6NY via @YouTube","['one', 'best', 'seen', 'covid', 'didactic', 'well', 'founded', 'worth', 'taking', 'time', 'via', 'youtube']",0.0,0.523,0.477,Neutral
@Jmodolell @ChiguireBipolar @luispespana @carlanaveda Jajaja,"['jmodolell', 'chiguirebipolar', 'luispespana', 'carlanaveda', 'jajaja']",@Jmodolell @ChiguireBipolar @luispespana @carlanaveda Hahaha,"['jmodolell', 'chiguirebipolar', 'luispespana', 'carlanaveda', 'hahaha']",0.0,0.526,0.474,Neutral
Tiempos de cuarentena tiempos de ventanas indiscretas,"['tiempos', 'cuarentena', 'tiempos', 'ventanas', 'indiscretas']",Quarantine times prying windows times,"['quarantine', 'times', 'prying', 'windows', 'times']",0.0,1.0,0.0,Neutral
@Jmodolell @carrillomarcos @Loreleo @Luis_Pompilio @polscitoall @toooomaaaaas 1. Seinfeld                                          2. The Office                                    3. Breaking Bad                              4. Aquí no hay quien viva           5. Homeland,"['jmodolell', 'carrillomarcos', 'loreleo', 'luis', 'pompilio', 'polscitoall', 'toooomaaaaas', 'seinfeld', 'the', 'office', 'breaking', 'bad', 'aquí', 'viva', 'homeland']",@Jmodolell @carrillomarcos @Loreleo @Luis_Pompilio @polscitoall @toooomaaaaas 1. Seinfeld 2. The Office 3. Breaking Bad 4. No one lives here 5. Homeland,"['jmodolell', 'carrillomarcos', 'loreleo', 'luis', 'pompilio', 'polscitoall', 'toooomaaaaas', 'seinfeld', 'office', 'breaking', 'bad', 'one', 'lives', 'homeland']",0.212,0.788,0.0,Neutral
"En democracias la temporalidad e intensidad de las medidas restrictivas producto de situaciones excepcionales están institucionalmente delimitadas,en autoritarismos se sabe a duras penas como comienzan pero no como y cuando (si es el caso) terminan,el riesgo del poder arbitrario&gt;","['democracias', 'temporalidad', 'intensidad', 'medidas', 'restrictivas', 'producto', 'situaciones', 'excepcionales', 'institucionalmente', 'delimitadas', 'autoritarismos', 'sabe', 'duras', 'penas', 'comienzan', 'si', 'caso', 'terminan', 'riesgo', 'poder', 'arbitrario', 'gt']","In democracies the temporality and intensity of restrictive measures resulting from exceptional situations are institutionally delimited, in authoritarianisms it is hardly known how they begin but not how and when (if this is the case) they end, the risk of arbitrary power & gt;","['democracies', 'temporality', 'intensity', 'restrictive', 'measures', 'resulting', 'exceptional', 'situations', 'institutionally', 'delimited', 'authoritarianisms', 'hardly', 'known', 'begin', 'case', 'end', 'risk', 'arbitrary', 'power', 'gt']",0.1,0.9,0.0,Neutral
"Es muy preocupante que en muchas comunidades del país las personas no pueden cumplir con un aspecto básico para la prevención del contagio como lo es poder lavarse las manos, porque no tienen acceso a agua corriente","['preocupante', 'muchas', 'comunidades', 'país', 'personas', 'pueden', 'cumplir', 'aspecto', 'básico', 'prevención', 'contagio', 'poder', 'lavarse', 'manos', 'acceso', 'agua', 'corriente']","It is very worrying that in many communities in the country, people cannot comply with a basic aspect for the prevention of contagion, such as being able to wash their hands, because they do not have access to running water.","['worrying', 'many', 'communities', 'country', 'people', 'cannot', 'comply', 'basic', 'aspect', 'prevention', 'contagion', 'able', 'wash', 'hands', 'access', 'running', 'water']",0.265,0.735,0.0,Neutral
El señor Sanders y la izquierda democrática deberían entender que lo que está mal con el comunismo cubano es suficientemente abominable como para rechazarlo totalmente,"['señor', 'sanders', 'izquierda', 'democrática', 'deberían', 'entender', 'mal', 'comunismo', 'cubano', 'suficientemente', 'abominable', 'rechazarlo', 'totalmente']",Mr. Sanders and the democratic left should understand that what is wrong with Cuban communism is abominable enough to totally reject it.,"['mr', 'sanders', 'democratic', 'left', 'understand', 'wrong', 'cuban', 'communism', 'abominable', 'enough', 'totally', 'reject']",0.379,0.621,0.0,Neutral
La postura de Sanders frente al régimen cubano es preocupante al comunismo así como al fascismo hay que enfrentarlos sin ambigüedades que siga el ejemplo de la sra Merkel que rechaza la cohabitación con la extrema derecha sin plantearse si durante el nazismo todo era malo,"['postura', 'sanders', 'frente', 'régimen', 'cubano', 'preocupante', 'comunismo', 'así', 'fascismo', 'enfrentarlos', 'ambigüedades', 'siga', 'ejemplo', 'sra', 'merkel', 'rechaza', 'cohabitación', 'extrema', 'derecha', 'plantearse', 'si', 'nazismo', 'malo']","The position of Sanders against the Cuban regime is worrisome to communism as well as fascism, we must confront them without ambiguities that he follows the example of Mrs. Merkel who rejects cohabitation with the extreme right without considering whether during Nazism everything was bad","['position', 'sanders', 'cuban', 'regime', 'worrisome', 'communism', 'well', 'fascism', 'must', 'confront', 'without', 'ambiguities', 'follows', 'example', 'mrs', 'merkel', 'rejects', 'cohabitation', 'extreme', 'right', 'without', 'considering', 'whether', 'nazism', 'everything', 'bad']",0.325,0.614,0.061,Neutral
"@juance Para mi era hábito escuchar el idioma del jazz con Jacques  Braunstein, los domingos a las 6pm","['juance', 'hábito', 'escuchar', 'idioma', 'jazz', 'jacques', 'braunstein', 'domingos', 'pm']","@juance For me it was a habit to listen to the language of jazz with Jacques Braunstein, on Sundays at 6pm","['juance', 'habit', 'listen', 'language', 'jazz', 'jacques', 'braunstein', 'sundays', 'pm']",0.0,1.0,0.0,Neutral
El encuentro de Barajas está dando para un capítulo de alerta aeropuerto,"['encuentro', 'barajas', 'dando', 'capítulo', 'alerta', 'aeropuerto']",The Barajas meeting is giving for an airport alert chapter,"['barajas', 'meeting', 'giving', 'airport', 'alert', 'chapter']",0.0,0.465,0.535,Neutral
"@LuisCarlos Y como si fuera poco hoy tratan de posicionar el hashtag ""soberanía energética""","['luiscarlos', 'si', 'hoy', 'tratan', 'posicionar', 'hashtag', 'soberanía', 'energética']","@LuisCarlos And as if that were not enough, today they try to position the hashtag ""energy sovereignty""","['luiscarlos', 'enough', 'today', 'try', 'position', 'hashtag', 'energy', 'sovereignty']",0.0,0.769,0.231,Neutral
"Suiza confirma que la familia de Morodo, exembajador de España en Venezuela (designado en el gobierno de Rodríguez Zapatero), posee cuentas millonarias  https://t.co/rhrTPiPWS2 vía @elpais_espana","['suiza', 'confirma', 'familia', 'morodo', 'exembajador', 'españa', 'venezuela', 'designado', 'gobierno', 'rodríguez', 'zapatero', 'posee', 'cuentas', 'millonarias', 'vía', 'elpais', 'espana']","Switzerland confirms that the family of Morodo, former ambassador of Spain in Venezuela (appointed in the government of Rodríguez Zapatero), has millionaire accounts https://t.co/rhrTPiPWS2 via @elpais_espana","['switzerland', 'confirms', 'family', 'morodo', 'former', 'ambassador', 'spain', 'venezuela', 'appointed', 'government', 'rodríguez', 'zapatero', 'millionaire', 'accounts', 'via', 'elpais', 'espana']",0.0,1.0,0.0,Neutral
El juzgar obras de ficción como si fueran ensayos o documentales demuestra en el mejor de los casos una gran miopía y en el peor el dogmatismo de quien así procede. El tufo al control nazi o comunista del arte y la literatura es evidente,"['juzgar', 'obras', 'ficción', 'si', 'ensayos', 'documentales', 'demuestra', 'mejor', 'casos', 'gran', 'miopía', 'peor', 'dogmatismo', 'así', 'procede', 'tufo', 'control', 'nazi', 'comunista', 'arte', 'literatura', 'evidente']","Judging works of fiction as if they were essays or documentaries shows, at best, a great myopia and at worst the dogmatism of the person who thus proceeds. The stench of Nazi or Communist control of art and literature is evident","['judging', 'works', 'fiction', 'essays', 'documentaries', 'shows', 'best', 'great', 'myopia', 'worst', 'dogmatism', 'person', 'thus', 'proceeds', 'stench', 'nazi', 'communist', 'control', 'art', 'literature', 'evident']",0.226,0.52,0.254,Neutral
Oscar Peterson &amp; Stephane Grappelli ft. Joe Pass - Makin' Whoopee (live)  https://t.co/BpADbV4fhD vía @YouTube sin desperdicio,"['oscar', 'peterson', 'amp', 'stephane', 'grappelli', 'ft', 'joe', 'pass', 'makin', 'whoopee', 'live', 'vía', 'youtube', 'desperdicio']",Oscar Peterson &amp; Stephane Grappelli ft. Joe Pass - Makin' Whoopee (live)  https://t.co/BpADbV4fhD vía @YouTube sin desperdicio,"['oscar', 'peterson', 'amp', 'stephane', 'grappelli', 'ft', 'joe', 'pass', 'makin', 'whoopee', 'live', 'vía', 'youtube', 'sin', 'desperdicio']",0.205,0.795,0.0,Neutral
En los países comunistas los medios oficiales son tan veraces que no se necesitan medios independientes que mientan o redunden,"['países', 'comunistas', 'medios', 'oficiales', 'tan', 'veraces', 'necesitan', 'medios', 'independientes', 'mientan', 'redunden']",In communist countries the official media are so truthful that independent media are not needed to lie or redound.,"['communist', 'countries', 'official', 'media', 'truthful', 'independent', 'media', 'needed', 'lie', 'redound']",0.0,0.75,0.25,Neutral
“Los cubanos se llevaron Telesur para La Habana” Ahora desde uno de los mayores “santuarios” de la libertad de expresión del planeta    https://t.co/noVaCN2uZm,"['cubanos', 'llevaron', 'telesur', 'habana”', 'ahora', 'mayores', 'santuarios”', 'libertad', 'expresión', 'planeta']","""The Cubans took Telesur to Havana"" Now from one of the largest ""sanctuaries"" of freedom of expression on the planet https://t.co/noVaCN2uZm","['cubans', 'took', 'telesur', 'havana', 'one', 'largest', 'sanctuaries', 'freedom', 'expression', 'planet']",0.0,0.682,0.318,Neutral
"Un buen test para identificar el talante democrático del interlocutor, es pedir que ordene de más a menos democráticos a países como por ejemplo: Venezuela, Cuba, Nicaragua,CostaRica,Uruguay,Brasil,Argentina,Mexico,Colombia,Perú,Ecuador,Bolivia,Chile,Panama y Paraguay","['buen', 'test', 'identificar', 'talante', 'democrático', 'interlocutor', 'pedir', 'ordene', 'menos', 'democráticos', 'países', 'ejemplo', 'venezuela', 'cuba', 'nicaragua', 'costarica', 'uruguay', 'brasil', 'argentina', 'mexico', 'colombia', 'perú', 'ecuador', 'bolivia', 'chile', 'panama', 'paraguay']","A good test to identify the democratic mood of the interlocutor is to ask them to order countries such as Venezuela, Cuba, Nicaragua, Costa Rica, Uruguay, Brazil, Argentina, Mexico, Colombia, Peru, Ecuador, Bolivia, from more to less democratic. Chile, Panama and Paraguay","['good', 'test', 'identify', 'democratic', 'mood', 'interlocutor', 'ask', 'order', 'countries', 'venezuela', 'cuba', 'nicaragua', 'costa', 'rica', 'uruguay', 'brazil', 'argentina', 'mexico', 'colombia', 'peru', 'ecuador', 'bolivia', 'less', 'democratic', 'chile', 'panama', 'paraguay']",0.0,0.9,0.1,Neutral
@smarucci461 Con gusto,"['smarucci', 'gusto']",@ smarucci461 With pleasure,"['smarucci', 'pleasure']",0.0,0.213,0.787,Neutral
"@HuguitaSissi Gracias Stella, un abrazo","['huguitasissi', 'gracias', 'stella', 'abrazo']","@HuguitaSissi Thank you Stella, a hug","['huguitasissi', 'thank', 'stella', 'hug']",0.0,0.263,0.737,Neutral
"@Adelaidapdf Gracias a ti, saludos","['adelaidapdf', 'gracias', 'saludos']","@Adelaidapdf Thanks to you, greetings","['adelaidapdf', 'thanks', 'greetings']",0.0,0.149,0.851,Neutral
"@porlagoma @ajmendozac @serenellarosas Que lamentable, tuve oportunidad de conocerla en su restaurant la factoría del enano, QEPD","['porlagoma', 'ajmendozac', 'serenellarosas', 'lamentable', 'oportunidad', 'conocerla', 'restaurant', 'factoría', 'enano', 'qepd']","@porlagoma @ajmendozac @serenellarosas How unfortunate, I had the opportunity to meet her at her restaurant the dwarf factory, RIP","['porlagoma', 'ajmendozac', 'serenellarosas', 'unfortunate', 'opportunity', 'meet', 'restaurant', 'dwarf', 'factory', 'rip']",0.217,0.58,0.203,Neutral
@MercantilBanco buenos días su plataforma presenta problemas no se pueden hacer transferencias a no afiliados porque no envían la clave,"['mercantilbanco', 'buenos', 'días', 'plataforma', 'presenta', 'problemas', 'pueden', 'hacer', 'transferencias', 'afiliados', 'envían', 'clave']","@MercantilBanco good morning, your platform has problems, you cannot make transfers to non-affiliates because they do not send the password","['mercantilbanco', 'good', 'morning', 'platform', 'problems', 'cannot', 'make', 'transfers', 'non', 'affiliates', 'send', 'password']",0.173,0.641,0.186,Neutral
"Un verdadero dirigente obrero, libertad para Rubén González","['verdadero', 'dirigente', 'obrero', 'libertad', 'rubén', 'gonzález']","A true workers' leader, freedom for Rubén González","['true', 'workers', 'leader', 'freedom', 'rubén', 'gonzález']",0.0,0.364,0.636,Neutral
la demolición del estado de derecho y los intentos por imponer el autoritarismo no fueran motivos legítimos. Cómo ocultar la enorme inversión en recursos represivos hecha por el gobierno de Maduro o sus acciones u omisiones en contra de los ddhh?,"['demolición', 'derecho', 'intentos', 'imponer', 'autoritarismo', 'motivos', 'legítimos', 'cómo', 'ocultar', 'enorme', 'inversión', 'recursos', 'represivos', 'hecha', 'gobierno', 'maduro', 'acciones', 'omisiones', 'ddhh']",the demolition of the rule of law and attempts to impose authoritarianism were not legitimate motives. How to hide the enormous investment in repressive resources made by the Maduro government or its actions or omissions against human rights?,"['demolition', 'rule', 'law', 'attempts', 'impose', 'authoritarianism', 'legitimate', 'motives', 'hide', 'enormous', 'investment', 'repressive', 'resources', 'made', 'maduro', 'government', 'actions', 'omissions', 'human', 'rights']",0.279,0.721,0.0,Neutral
"De modo que supuestamente contrastan con las fuerzas policiales y armadas de otros países del continente que si reprimen a un pueblo que a diferencia de los manifestantes venezolanos si tienes razones para expresarse. Como si la crisis humanitaria venezolana,","['modo', 'supuestamente', 'contrastan', 'fuerzas', 'policiales', 'armadas', 'países', 'continente', 'si', 'reprimen', 'pueblo', 'diferencia', 'manifestantes', 'venezolanos', 'si', 'razones', 'expresarse', 'si', 'crisis', 'humanitaria', 'venezolana']","So they supposedly contrast with the police and armed forces of other countries on the continent that if they repress a people that, unlike the Venezuelan protesters, if you have reasons to express yourself. As if the Venezuelan humanitarian crisis,","['supposedly', 'contrast', 'police', 'armed', 'forces', 'countries', 'continent', 'repress', 'people', 'unlike', 'venezuelan', 'protesters', 'reasons', 'express', 'venezuelan', 'humanitarian', 'crisis']",0.375,0.625,0.0,Neutral
"La nueva campaña de desinformación del régimen consiste en presentarse como un gobierno que no sólo nunca reprimió sino que además fue víctima de los manifestantes agresivos, como si los cientos de muertos y detenidos (y muertos detenidos) pudieran borrarse de un plumazo","['nueva', 'campaña', 'desinformación', 'régimen', 'consiste', 'presentarse', 'gobierno', 'sólo', 'nunca', 'reprimió', 'sino', 'además', 'víctima', 'manifestantes', 'agresivos', 'si', 'cientos', 'muertos', 'detenidos', 'muertos', 'detenidos', 'pudieran', 'borrarse', 'plumazo']","The new disinformation campaign of the regime consists of presenting itself as a government that not only never repressed but was also the victim of aggressive protesters, as if the hundreds of deaths and detainees (and those arrested) could be erased with a stroke of the pen.","['new', 'disinformation', 'campaign', 'regime', 'consists', 'presenting', 'government', 'never', 'repressed', 'also', 'victim', 'aggressive', 'protesters', 'hundreds', 'deaths', 'detainees', 'arrested', 'could', 'erased', 'stroke', 'pen']",0.25,0.607,0.143,Neutral
@francesco997453 Saludos,"['francesco', 'saludos']",@ francesco997453 Greetings,"['francesco', 'greetings']",0.0,0.263,0.737,Neutral
Para apreciar las opiniones de Rodriguez Zapatero no olvidemos que considera a Maduro un gran demócrata,"['apreciar', 'opiniones', 'rodriguez', 'zapatero', 'olvidemos', 'considera', 'maduro', 'gran', 'demócrata']","To appreciate the opinions of Rodriguez Zapatero, let's not forget that he considers Maduro a great democrat","['appreciate', 'opinions', 'rodriguez', 'zapatero', 'let', 'forget', 'considers', 'maduro', 'great', 'democrat']",0.121,0.446,0.433,Neutral
